t 3.173697, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.1772, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.181319, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.1853, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.18905, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.193329, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.197245, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.201312, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.205693, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.209022, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.213422, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.267908, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.273603, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.27715, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.281328, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.285143, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.289115, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.293487, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.297247, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.302139, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.305576, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.309071, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.31333, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.317266, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.321304, x 0, y 0, z 10, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
