t, x , y, z , scale_x, scale_y, scale_z, stimulusOn
2220.97, 0, 0, 75, 1, 1, 1, False
2220.973, 0, 0, 75, 1, 1, 1, False
2220.977, 0, 0, 75, 1, 1, 1, False
2220.986, 0, 0, 75, 1, 1, 1, False
2221, 0, 0, 75, 1, 1, 1, False
2221.01, 0, 0, 75, 1, 1, 1, False
2221.026, 0, 0, 75, 1, 1, 1, False
2221.034, 0, 0, 75, 1, 1, 1, False
2221.041, 0, 0, 75, 1, 1, 1, False
2221.045, 0, 0, 75, 1, 1, 1, False
2221.049, 0, 0, 75, 1, 1, 1, False
2221.053, 0, 0, 75, 1, 1, 1, False
2221.057, 0, 0, 75, 1, 1, 1, False
2221.061, 0, 0, 75, 1, 1, 1, False
2221.071, 0, 0, 75, 1, 1, 1, False
2221.085, 0, 0, 75, 1, 1, 1, False
2221.089, 0, 0, 75, 1, 1, 1, False
2221.093, 0, 0, 75, 1, 1, 1, False
2221.097, 0, 0, 75, 1, 1, 1, False
2221.11, 0, 0, 75, 1, 1, 1, False
2221.113, 0, 0, 75, 1, 1, 1, False
2221.117, 0, 0, 75, 1, 1, 1, False
2221.127, 0, 0, 75, 1, 1, 1, False
2221.134, 0, 0, 75, 1, 1, 1, False
2221.141, 0, 0, 75, 1, 1, 1, False
2221.145, 0, 0, 75, 1, 1, 1, False
2221.149, 0, 0, 75, 1, 1, 1, False
2221.153, 0, 0, 75, 1, 1, 1, False
2221.159, 0, 0, 75, 1, 1, 1, False
2221.234, 0, 0, 75, 1, 1, 1, False
2221.243, 0, 0, 75, 1, 1, 1, False
2221.249, 0, 0, 75, 1, 1, 1, False
2221.253, 0, 0, 75, 1, 1, 1, False
2221.257, 0, 0, 75, 1, 1, 1, False
2221.261, 0, 0, 75, 1, 1, 1, False
2221.266, 0, 0, 75, 1, 1, 1, False
2221.273, 0, 0, 75, 1, 1, 1, False
2221.282, 0, 0, 75, 1, 1, 1, False
2221.29, 0, 0, 75, 1, 1, 1, False
2221.293, 0, 0, 75, 1, 1, 1, False
2221.297, 0, 0, 75, 1, 1, 1, False
2221.301, 0, 0, 75, 1, 1, 1, False
2221.305, 0, 0, 75, 1, 1, 1, False
2221.309, 0, 0, 75, 1, 1, 1, False
2221.319, 0, 0, 75, 1, 1, 1, False
2221.325, 0, 0, 75, 1, 1, 1, False
2221.334, 0, 0, 75, 1, 1, 1, False
2221.341, 0, 0, 75, 1, 1, 1, False
2221.345, 0, 0, 75, 1, 1, 1, False
2221.355, 0, 0, 75, 1, 1, 1, False
2221.362, 0, 0, 75, 1, 1, 1, False
2221.37, 0, 0, 75, 1, 1, 1, False
2221.386, 0, 0, 75, 1, 1, 1, False
2221.398, 0, 0, 75, 1, 1, 1, False
2221.408, 0, 0, 75, 1, 1, 1, False
2221.414, 0, 0, 75, 1, 1, 1, False
2221.434, 0, 0, 75, 1, 1, 1, False
2221.442, 0, 0, 75, 1, 1, 1, False
2221.451, 0, 0, 75, 1, 1, 1, False
2221.459, 0, 0, 75, 1, 1, 1, False
2221.548, 0, 0, 75, 1, 1, 1, False
2221.556, 0, 0, 75, 1, 1, 1, False
2221.59, 0, 0, 75, 1, 1, 1, False
2221.598, 0, 0, 75, 1, 1, 1, False
2221.606, 0, 0, 75, 1, 1, 1, False
2221.614, 0, 0, 75, 1, 1, 1, False
2221.622, 0, 0, 75, 1, 1, 1, False
2221.63, 0, 0, 75, 1, 1, 1, False
2221.638, 0, 0, 75, 1, 1, 1, False
2221.645, 0, 0, 75, 1, 1, 1, False
2221.649, 0, 0, 75, 1, 1, 1, False
2221.653, 0, 0, 75, 1, 1, 1, False
2221.657, 0, 0, 75, 1, 1, 1, False
2221.661, 0, 0, 75, 1, 1, 1, False
2221.665, 0, 0, 75, 1, 1, 1, False
2221.669, 0, 0, 75, 1, 1, 1, False
2221.673, 0, 0, 75, 1, 1, 1, False
2221.677, 0, 0, 75, 1, 1, 1, False
2221.681, 0, 0, 75, 1, 1, 1, False
2221.685, 0, 0, 75, 1, 1, 1, False
2221.689, 0, 0, 75, 1, 1, 1, False
2221.693, 0, 0, 75, 1, 1, 1, False
2221.697, 0, 0, 75, 1, 1, 1, False
2221.701, 0, 0, 75, 1, 1, 1, False
2221.71, 0, 0, 75, 1, 1, 1, False
2221.718, 0, 0, 75, 1, 1, 1, False
2221.725, 0, 0, 75, 1, 1, 1, False
2221.729, 0, 0, 75, 1, 1, 1, False
2221.739, 0, 0, 75, 1, 1, 1, False
2221.748, 0, 0, 75, 1, 1, 1, False
2221.754, 0, 0, 75, 1, 1, 1, False
2221.806, 0, 0, 75, 1, 1, 1, False
2221.816, 0, 0, 75, 1, 1, 1, False
2221.823, 0, 0, 75, 1, 1, 1, False
2221.835, 0, 0, 75, 1, 1, 1, False
2221.841, 0, 0, 75, 1, 1, 1, False
2221.859, 0, 0, 75, 1, 1, 1, False
2221.865, 0, 0, 75, 1, 1, 1, False
2221.873, 0, 0, 75, 1, 1, 1, False
2221.898, 0, 0, 75, 1, 1, 1, False
2221.905, 0, 0, 75, 1, 1, 1, False
2221.917, 0, 0, 75, 1, 1, 1, False
2221.921, 0, 0, 75, 1, 1, 1, False
2221.926, 0, 0, 75, 1, 1, 1, False
2221.933, 0, 0, 75, 1, 1, 1, False
2221.948, 0, 0, 75, 1, 1, 1, False
2221.954, 0, 0, 75, 1, 1, 1, False
2221.962, 0, 0, 75, 1, 1, 1, False
2221.977, 0, 0, 75, 1, 1, 1, False
2221.981, 0, 0, 75, 1, 1, 1, False
2221.986, 0, 0, 75, 1, 1, 1, False
2221.989, 0, 0, 75, 1, 1, 1, False
2222.006, 0, 0, 75, 1, 1, 1, False
2222.014, 0, 0, 75, 1, 1, 1, False
2222.043, 0, 0, 75, 1, 1, 1, False
2222.05, 0, 0, 75, 1, 1, 1, False
2222.068, 0, 0, 75, 1, 1, 1, False
2222.073, 0, 0, 75, 1, 1, 1, False
2222.077, 0, 0, 75, 1, 1, 1, False
2222.082, 0, 0, 75, 1, 1, 1, False
2222.094, 0, 0, 75, 1, 1, 1, False
2222.101, 0, 0, 75, 1, 1, 1, False
2222.153, 0, 0, 75, 1, 1, 1, False
2222.157, 0, 0, 75, 1, 1, 1, False
2222.161, 0, 0, 75, 1, 1, 1, False
2222.172, 0, 0, 75, 1, 1, 1, False
2222.177, 0, 0, 75, 1, 1, 1, False
2222.181, 0, 0, 75, 1, 1, 1, False
2222.186, 0, 0, 75, 1, 1, 1, False
2222.198, 0, 0, 75, 1, 1, 1, False
2222.206, 0, 0, 75, 1, 1, 1, False
2222.222, 0, 0, 75, 1, 1, 1, False
2222.23, 0, 0, 75, 1, 1, 1, False
2222.238, 0, 0, 75, 1, 1, 1, False
2222.247, 0, 0, 75, 1, 1, 1, False
2222.253, 0, 0, 75, 1, 1, 1, False
2222.257, 0, 0, 75, 1, 1, 1, False
2222.261, 0, 0, 75, 1, 1, 1, False
2222.266, 0, 0, 75, 1, 1, 1, False
2222.273, 0, 0, 75, 1, 1, 1, False
2222.277, 0, 0, 75, 1, 1, 1, False
2222.282, 0, 0, 75, 1, 1, 1, False
2222.302, 0, 0, 75, 1, 1, 1, False
2222.305, 0, 0, 75, 1, 1, 1, False
2222.309, 0, 0, 75, 1, 1, 1, False
2222.313, 0, 0, 75, 1, 1, 1, False
2222.317, 0, 0, 75, 1, 1, 1, False
2222.324, 0, 0, 75, 1, 1, 1, False
2222.33, 0, 0, 75, 1, 1, 1, False
2222.349, 0, 0, 75, 1, 1, 1, False
2222.353, 0, 0, 75, 1, 1, 1, False
2222.357, 0, 0, 75, 1, 1, 1, False
2222.367, 0, 0, 75, 1, 1, 1, False
2222.429, 0, 0, 75, 1, 1, 1, False
2222.433, 0, 0, 75, 1, 1, 1, False
2222.437, 0, 0, 75, 1, 1, 1, False
2222.441, 0, 0, 75, 1, 1, 1, False
2222.453, 0, 0, 75, 1, 1, 1, False
2222.457, 0, 0, 75, 1, 1, 1, False
2222.461, 0, 0, 75, 1, 1, 1, False
2222.474, 0, 0, 75, 1, 1, 1, False
2222.49, 0, 0, 75, 1, 1, 1, False
2222.498, 0, 0, 75, 1, 1, 1, False
2222.506, 0, 0, 75, 1, 1, 1, False
2222.518, 0, 0, 75, 1, 1, 1, False
2222.521, 0, 0, 75, 1, 1, 1, False
2222.525, 0, 0, 75, 1, 1, 1, False
2222.537, 0, 0, 75, 1, 1, 1, False
2222.541, 0, 0, 75, 1, 1, 1, False
2222.545, 0, 0, 75, 1, 1, 1, False
2222.549, 0, 0, 75, 1, 1, 1, False
2222.555, 0, 0, 75, 1, 1, 1, False
2222.566, 0, 0, 75, 1, 1, 1, False
2222.573, 0, 0, 75, 1, 1, 1, False
2222.582, 0, 0, 75, 1, 1, 1, False
2222.585, 0, 0, 75, 1, 1, 1, False
2222.589, 0, 0, 75, 1, 1, 1, False
2222.593, 0, 0, 75, 1, 1, 1, False
2222.6, 0, 0, 75, 1, 1, 1, False
2222.606, 0, 0, 75, 1, 1, 1, False
2222.609, 0, 0, 75, 1, 1, 1, False
2222.614, 0, 0, 75, 1, 1, 1, False
2222.617, 0, 0, 75, 1, 1, 1, False
2222.621, 0, 0, 75, 1, 1, 1, False
2222.676, 0, 0, 75, 1, 1, 1, False
2222.682, 0, 0, 75, 1, 1, 1, False
2222.692, 0, 0, 75, 1, 1, 1, False
2222.699, 0, 0, 75, 1, 1, 1, False
2222.706, 0, 0, 75, 1, 1, 1, False
2222.716, 0, 0, 75, 1, 1, 1, False
2222.722, 0, 0, 75, 1, 1, 1, False
2222.725, 0, 0, 75, 1, 1, 1, False
2222.74, 0, 0, 75, 1, 1, 1, False
2222.745, 0, 0, 75, 1, 1, 1, False
2222.75, 0, 0, 75, 1, 1, 1, False
2222.761, 0, 0, 75, 1, 1, 1, False
2222.765, 0, 0, 75, 1, 1, 1, False
2222.77, 0, 0, 75, 1, 1, 1, False
2222.776, 0, 0, 75, 1, 1, 1, False
2222.781, 0, 0, 75, 1, 1, 1, False
2222.785, 0, 0, 75, 1, 1, 1, False
2222.789, 0, 0, 75, 1, 1, 1, False
2222.793, 0, 0, 75, 1, 1, 1, False
2222.808, 0, 0, 75, 1, 1, 1, False
2222.814, 0, 0, 75, 1, 1, 1, False
2222.822, 0, 0, 75, 1, 1, 1, False
2222.83, 0, 0, 75, 1, 1, 1, False
2222.833, 0, 0, 75, 1, 1, 1, False
2222.837, 0, 0, 75, 1, 1, 1, False
2222.849, 0, 0, 75, 1, 1, 1, False
2222.853, 0, 0, 75, 1, 1, 1, False
2222.857, 0, 0, 75, 1, 1, 1, False
2222.866, 0, 0, 75, 1, 1, 1, False
2222.869, 0, 0, 75, 1, 1, 1, False
2222.873, 0, 0, 75, 1, 1, 1, False
2222.921, 0, 0, 75, 1, 1, 1, False
2222.925, 0, 0, 75, 1, 1, 1, False
2222.929, 0, 0, 75, 1, 1, 1, False
2222.933, 0, 0, 75, 1, 1, 1, False
2222.945, 0, 0, 75, 1, 1, 1, False
2222.949, 0, 0, 75, 1, 1, 1, False
2222.953, 0, 0, 75, 1, 1, 1, False
2222.971, 0, 0, 75, 1, 1, 1, False
2222.978, 0, 0, 75, 1, 1, 1, False
2222.981, 0, 0, 75, 1, 1, 1, False
2222.985, 0, 0, 75, 1, 1, 1, False
2222.989, 0, 0, 75, 1, 1, 1, False
2222.994, 0, 0, 75, 1, 1, 1, False
2223.003, 0, 0, 75, 1, 1, 1, False
2223.009, 0, 0, 75, 1, 1, 1, False
2223.013, 0, 0, 75, 1, 1, 1, False
2223.017, 0, 0, 75, 1, 1, 1, False
2223.021, 0, 0, 75, 1, 1, 1, False
2223.026, 0, 0, 75, 1, 1, 1, False
2223.029, 0, 0, 75, 1, 1, 1, False
2223.033, 0, 0, 75, 1, 1, 1, False
2223.037, 0, 0, 75, 1, 1, 1, False
2223.042, 0, 0, 75, 1, 1, 1, False
2223.045, 0, 0, 75, 1, 1, 1, False
2223.05, 0, 0, 75, 1, 1, 1, False
2223.057, 0, 0, 75, 1, 1, 1, False
2223.061, 0, 0, 75, 1, 1, 1, False
2223.072, 0, 0, 75, 1, 1, 1, False
2223.077, 0, 0, 75, 1, 1, 1, False
2223.082, 0, 0, 75, 1, 1, 1, False
2223.085, 0, 0, 75, 1, 1, 1, False
2223.134, 0, 0, 75, 1, 1, 1, False
2223.137, 0, 0, 75, 1, 1, 1, False
2223.142, 0, 0, 75, 1, 1, 1, False
2223.153, 0, 0, 75, 1, 1, 1, False
2223.157, 0, 0, 75, 1, 1, 1, False
2223.161, 0, 0, 75, 1, 1, 1, False
2223.173, 0, 0, 75, 1, 1, 1, False
2223.177, 0, 0, 75, 1, 1, 1, False
2223.181, 0, 0, 75, 1, 1, 1, False
2223.195, 0, 0, 75, 1, 1, 1, False
2223.201, 0, 0, 75, 1, 1, 1, False
2223.205, 0, 0, 75, 1, 1, 1, False
2223.218, 0, 0, 75, 1, 1, 1, False
2223.222, 0, 0, 75, 1, 1, 1, False
2223.232, 0, 0, 75, 1, 1, 1, False
2223.241, 0, 0, 75, 1, 1, 1, False
2223.246, 0, 0, 75, 1, 1, 1, False
2223.258, 0, 0, 75, 1, 1, 1, False
2223.261, 0, 0, 75, 1, 1, 1, False
2223.265, 0, 0, 75, 1, 1, 1, False
2223.275, 0, 0, 75, 1, 1, 1, False
2223.304, 0, 0, 75, 1, 1, 1, False
2223.309, 0, 0, 75, 1, 1, 1, False
2223.321, 0, 0, 75, 1, 1, 1, False
2223.325, 0, 0, 75, 1, 1, 1, False
2223.337, 0, 0, 75, 1, 1, 1, False
2223.341, 0, 0, 75, 1, 1, 1, False
2223.345, 0, 0, 75, 1, 1, 1, False
2223.357, 0, 0, 75, 1, 1, 1, False
2223.362, 0, 0, 75, 1, 1, 1, False
2223.37, 0, 0, 75, 1, 1, 1, False
2223.421, 0, 0, 75, 1, 1, 1, False
2223.436, 0, 0, 75, 1, 1, 1, False
2223.441, 0, 0, 75, 1, 1, 1, False
2223.454, 0, 0, 75, 1, 1, 1, False
2223.458, 0, 0, 75, 1, 1, 1, False
2223.461, 0, 0, 75, 1, 1, 1, False
2223.472, 0, 0, 75, 1, 1, 1, False
2223.478, 0, 0, 75, 1, 1, 1, False
2223.481, 0, 0, 75, 1, 1, 1, False
2223.489, 0, 0, 75, 1, 1, 1, False
2223.494, 0, 0, 75, 1, 1, 1, False
2223.497, 0, 0, 75, 1, 1, 1, False
2223.519, 0, 0, 75, 1, 1, 1, False
2223.525, 0, 0, 75, 1, 1, 1, False
2223.53, 0, 0, 75, 1, 1, 1, False
2223.538, 0, 0, 75, 1, 1, 1, False
2223.541, 0, 0, 75, 1, 1, 1, False
2223.545, 0, 0, 75, 1, 1, 1, False
2223.549, 0, 0, 75, 1, 1, 1, False
2223.553, 0, 0, 75, 1, 1, 1, False
2223.562, 0, 0, 75, 1, 1, 1, False
2223.577, 0, 0, 75, 1, 1, 1, False
2223.582, 0, 0, 75, 1, 1, 1, False
2223.593, 0, 0, 75, 1, 1, 1, False
2223.599, 0, 0, 75, 1, 1, 1, False
2223.605, 0, 0, 75, 1, 1, 1, False
2223.609, 0, 0, 75, 1, 1, 1, False
2223.613, 0, 0, 75, 1, 1, 1, False
2223.617, 0, 0, 75, 1, 1, 1, False
2223.621, 0, 0, 75, 1, 1, 1, False
2223.625, 0, 0, 75, 1, 1, 1, False
2223.661, 0, 0, 75, 1, 1, 1, False
2223.665, 0, 0, 75, 1, 1, 1, False
2223.669, 0, 0, 75, 1, 1, 1, False
2223.673, 0, 0, 75, 1, 1, 1, False
2223.677, 0, 0, 75, 1, 1, 1, False
2223.681, 0, 0, 75, 1, 1, 1, False
2223.685, 0, 0, 75, 1, 1, 1, False
2223.689, 0, 0, 75, 1, 1, 1, False
2223.693, 0, 0, 75, 1, 1, 1, False
2223.697, 0, 0, 75, 1, 1, 1, False
2223.701, 0, 0, 75, 1, 1, 1, False
2223.705, 0, 0, 75, 1, 1, 1, False
2223.709, 0, 0, 75, 1, 1, 1, False
2223.713, 0, 0, 75, 1, 1, 1, False
2223.717, 0, 0, 75, 1, 1, 1, False
2223.721, 0, 0, 75, 1, 1, 1, False
2223.725, 0, 0, 75, 1, 1, 1, False
2223.729, 0, 0, 75, 1, 1, 1, False
2223.733, 0, 0, 75, 1, 1, 1, False
2223.737, 0, 0, 75, 1, 1, 1, False
2223.741, 0, 0, 75, 1, 1, 1, False
2223.745, 0, 0, 75, 1, 1, 1, False
2223.749, 0, 0, 75, 1, 1, 1, False
2223.753, 0, 0, 75, 1, 1, 1, False
2223.757, 0, 0, 75, 1, 1, 1, False
2223.761, 0, 0, 75, 1, 1, 1, False
2223.765, 0, 0, 75, 1, 1, 1, False
2223.769, 0, 0, 75, 1, 1, 1, False
2223.773, 0, 0, 75, 1, 1, 1, False
2223.777, 0, 0, 75, 1, 1, 1, False
2223.781, 0, 0, 75, 1, 1, 1, False
2223.826, 0, 0, 75, 1, 1, 1, False
2223.838, 0, 0, 75, 1, 1, 1, False
2223.849, 0, 0, 75, 1, 1, 1, False
2223.853, 0, 0, 75, 1, 1, 1, False
2223.857, 0, 0, 75, 1, 1, 1, False
2223.861, 0, 0, 75, 1, 1, 1, False
2223.865, 0, 0, 75, 1, 1, 1, False
2223.869, 0, 0, 75, 1, 1, 1, False
2223.873, 0, 0, 75, 1, 1, 1, False
2223.877, 0, 0, 75, 1, 1, 1, False
2223.881, 0, 0, 75, 1, 1, 1, False
2223.885, 0, 0, 75, 1, 1, 1, False
2223.889, 0, 0, 75, 1, 1, 1, False
2223.893, 0, 0, 75, 1, 1, 1, False
2223.897, 0, 0, 75, 1, 1, 1, False
2223.901, 0, 0, 75, 1, 1, 1, False
2223.905, 0, 0, 75, 1, 1, 1, False
2223.909, 0, 0, 75, 1, 1, 1, False
2223.913, 0, 0, 75, 1, 1, 1, False
2223.917, 0, 0, 75, 1, 1, 1, False
2223.921, 0, 0, 75, 1, 1, 1, False
2223.925, 0, 0, 75, 1, 1, 1, False
2223.929, 0, 0, 75, 1, 1, 1, False
2223.933, 0, 0, 75, 1, 1, 1, False
2223.937, 0, 0, 75, 1, 1, 1, False
2223.941, 0, 0, 75, 1, 1, 1, False
2223.945, 0, 0, 75, 1, 1, 1, False
2223.949, 0, 0, 75, 1, 1, 1, False
2223.953, 0, 0, 75, 1, 1, 1, False
2223.957, 0, 0, 75, 1, 1, 1, False
2223.967, 0, 0, 75, 1, 1, 1, False
2224.01, 0, 0, 75, 1, 1, 1, False
2224.023, 0, 0, 75, 1, 1, 1, False
2224.03, 0, 0, 75, 1, 1, 1, False
2224.033, 0, 0, 75, 1, 1, 1, False
2224.046, 0, 0, 75, 1, 1, 1, False
2224.051, 0, 0, 75, 1, 1, 1, False
2224.064, 0, 0, 75, 1, 1, 1, False
2224.07, 0, 0, 75, 1, 1, 1, False
2224.08, 0, 0, 75, 1, 1, 1, False
2224.086, 0, 0, 75, 1, 1, 1, False
2224.109, 0, 0, 75, 1, 1, 1, False
2224.113, 0, 0, 75, 1, 1, 1, False
2224.117, 0, 0, 75, 1, 1, 1, False
2224.129, 0, 0, 75, 1, 1, 1, False
2224.134, 0, 0, 75, 1, 1, 1, False
2224.137, 0, 0, 75, 1, 1, 1, False
2224.141, 0, 0, 75, 1, 1, 1, False
2224.151, 0, 0, 75, 1, 1, 1, False
2224.157, 0, 0, 75, 1, 1, 1, False
2224.173, 0, 0, 75, 1, 1, 1, False
2224.185, 0, 0, 75, 1, 1, 1, False
2224.189, 0, 0, 75, 1, 1, 1, False
2224.193, 0, 0, 75, 1, 1, 1, False
2224.211, 0, 0, 75, 1, 1, 1, False
2224.224, 0, 0, 75, 1, 1, 1, False
2224.229, 0, 0, 75, 1, 1, 1, False
2224.233, 0, 0, 75, 1, 1, 1, False
2224.237, 0, 0, 75, 1, 1, 1, False
2224.241, 0, 0, 75, 1, 1, 1, False
2224.245, 0, 0, 75, 1, 1, 1, False
2224.249, 0, 0, 75, 1, 1, 1, False
2224.285, 0, 0, 75, 1, 1, 1, False
2224.289, 0, 0, 75, 1, 1, 1, False
2224.293, 0, 0, 75, 1, 1, 1, False
2224.297, 0, 0, 75, 1, 1, 1, False
2224.301, 0, 0, 75, 1, 1, 1, False
2224.305, 0, 0, 75, 1, 1, 1, False
2224.309, 0, 0, 75, 1, 1, 1, False
2224.313, 0, 0, 75, 1, 1, 1, False
2224.317, 0, 0, 75, 1, 1, 1, False
2224.321, 0, 0, 75, 1, 1, 1, False
2224.325, 0, 0, 75, 1, 1, 1, False
2224.329, 0, 0, 75, 1, 1, 1, False
2224.333, 0, 0, 75, 1, 1, 1, False
2224.337, 0, 0, 75, 1, 1, 1, False
2224.341, 0, 0, 75, 1, 1, 1, False
2224.345, 0, 0, 75, 1, 1, 1, False
2224.349, 0, 0, 75, 1, 1, 1, False
2224.353, 0, 0, 75, 1, 1, 1, False
2224.357, 0, 0, 75, 1, 1, 1, False
2224.361, 0, 0, 75, 1, 1, 1, False
2224.365, 0, 0, 75, 1, 1, 1, False
2224.369, 0, 0, 75, 1, 1, 1, False
2224.373, 0, 0, 75, 1, 1, 1, False
2224.377, 0, 0, 75, 1, 1, 1, False
2224.381, 0, 0, 75, 1, 1, 1, False
2224.385, 0, 0, 75, 1, 1, 1, False
2224.389, 0, 0, 75, 1, 1, 1, False
2224.393, 0, 0, 75, 1, 1, 1, False
2224.397, 0, 0, 75, 1, 1, 1, False
2224.401, 0, 0, 75, 1, 1, 1, False
2224.405, 0, 0, 75, 1, 1, 1, False
2224.454, 0, 0, 75, 1, 1, 1, False
2224.457, 0, 0, 75, 1, 1, 1, False
2224.461, 0, 0, 75, 1, 1, 1, False
2224.465, 0, 0, 75, 1, 1, 1, False
2224.474, 0, 0, 75, 1, 1, 1, False
2224.477, 0, 0, 75, 1, 1, 1, False
2224.481, 0, 0, 75, 1, 1, 1, False
2224.485, 0, 0, 75, 1, 1, 1, False
2224.489, 0, 0, 75, 1, 1, 1, False
2224.493, 0, 0, 75, 1, 1, 1, False
2224.497, 0, 0, 75, 1, 1, 1, False
