t 0.02, x -25, y 0, z 43.30127, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.465439, x -20.52703, y 0, z 45.59212, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.469483, x -20.48915, y 0, z 45.60915, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.473268, x -20.45012, y 0, z 45.62667, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.47723, x -20.41146, y 0, z 45.64397, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.48148, x -20.37527, y 0, z 45.66014, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.485438, x -20.33738, y 0, z 45.67703, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.489411, x -20.29671, y 0, z 45.69511, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.493477, x -20.25883, y 0, z 45.71193, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.497444, x -20.22078, y 0, z 45.72877, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.501384, x -20.18184, y 0, z 45.74597, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.505494, x -20.14382, y 0, z 45.76272, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.509334, x -20.10605, y 0, z 45.77933, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.513454, x -20.06664, y 0, z 45.79662, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.517499, x -20.0298, y 0, z 45.81274, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.521461, x -19.99026, y 0, z 45.83001, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.525331, x -19.95143, y 0, z 45.84693, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.529378, x -19.91337, y 0, z 45.86347, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.533462, x -19.87619, y 0, z 45.87959, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.537413, x -19.8373, y 0, z 45.89642, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.541451, x -19.79803, y 0, z 45.91338, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.545453, x -19.76003, y 0, z 45.92974, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.549411, x -19.72118, y 0, z 45.94644, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.553454, x -19.68266, y 0, z 45.96295, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.557367, x -19.64455, y 0, z 45.97925, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.561342, x -19.60561, y 0, z 45.99587, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.565488, x -19.56791, y 0, z 46.01192, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.569515, x -19.5296, y 0, z 46.02819, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.57326, x -19.48962, y 0, z 46.04514, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.577324, x -19.45078, y 0, z 46.06156, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.581439, x -19.41465, y 0, z 46.0768, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.585421, x -19.37542, y 0, z 46.09331, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.589413, x -19.33569, y 0, z 46.10999, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.593503, x -19.29723, y 0, z 46.1261, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.597404, x -19.25866, y 0, z 46.14222, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.601476, x -19.21913, y 0, z 46.1587, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.605477, x -19.1814, y 0, z 46.17439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.609385, x -19.14202, y 0, z 46.19072, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.613442, x -19.10331, y 0, z 46.20675, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.617495, x -19.06548, y 0, z 46.22237, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.621495, x -19.0262, y 0, z 46.23856, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.625357, x -18.98694, y 0, z 46.25469, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.629303, x -18.94818, y 0, z 46.27058, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.633443, x -18.91075, y 0, z 46.28589, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.637437, x -18.87249, y 0, z 46.3015, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.641492, x -18.83233, y 0, z 46.31785, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.649881, x -18.79359, y 0, z 46.33358, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.653292, x -18.75423, y 0, z 46.34953, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.657288, x -18.67276, y 0, z 46.38241, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.661424, x -18.63963, y 0, z 46.39574, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.665457, x -18.60079, y 0, z 46.41132, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.669443, x -18.56058, y 0, z 46.42742, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.673466, x -18.52135, y 0, z 46.44308, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.67724, x -18.48258, y 0, z 46.45852, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.681559, x -18.44342, y 0, z 46.47408, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.685397, x -18.40668, y 0, z 46.48864, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.68944, x -18.36463, y 0, z 46.50527, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.693456, x -18.32724, y 0, z 46.52002, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.697543, x -18.28785, y 0, z 46.53552, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.701391, x -18.2487, y 0, z 46.55089, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.705462, x -18.20885, y 0, z 46.56649, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.709341, x -18.1713, y 0, z 46.58115, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.71347, x -18.13158, y 0, z 46.59663, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.717345, x -18.09372, y 0, z 46.61134, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.721516, x -18.05341, y 0, z 46.62697, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.725344, x -18.01556, y 0, z 46.64161, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.729335, x -17.97481, y 0, z 46.65733, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.733491, x -17.93739, y 0, z 46.67173, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.737402, x -17.89837, y 0, z 46.6867, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.741453, x -17.85773, y 0, z 46.70227, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.745416, x -17.81947, y 0, z 46.71688, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.749458, x -17.77983, y 0, z 46.73198, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.753436, x -17.74104, y 0, z 46.74672, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.757394, x -17.70145, y 0, z 46.76172, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.761442, x -17.66249, y 0, z 46.77645, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.765456, x -17.6237, y 0, z 46.79108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.769473, x -17.58403, y 0, z 46.806, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.773318, x -17.54468, y 0, z 46.82077, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.777309, x -17.50528, y 0, z 46.83551, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.781531, x -17.46755, y 0, z 46.84959, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.785414, x -17.42839, y 0, z 46.86418, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.78943, x -17.38694, y 0, z 46.87957, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.793516, x -17.34882, y 0, z 46.8937, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.797369, x -17.30936, y 0, z 46.90827, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.801409, x -17.26921, y 0, z 46.92307, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.805464, x -17.23134, y 0, z 46.93699, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.809422, x -17.19162, y 0, z 46.95155, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.813414, x -17.15174, y 0, z 46.96614, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.817477, x -17.1128, y 0, z 46.98034, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.821583, x -17.07351, y 0, z 46.99463, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.825266, x -17.03352, y 0, z 47.00914, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.829342, x -16.99309, y 0, z 47.02377, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.833571, x -16.95681, y 0, z 47.03687, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.837379, x -16.91665, y 0, z 47.05132, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.841509, x -16.87496, y 0, z 47.06629, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.849769, x -16.83743, y 0, z 47.07973, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.853304, x -16.79669, y 0, z 47.09428, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.857446, x -16.7152, y 0, z 47.12326, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.861375, x -16.68031, y 0, z 47.13563, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.86548, x -16.63941, y 0, z 47.15008, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.869426, x -16.60061, y 0, z 47.16376, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.873256, x -16.56005, y 0, z 47.17801, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.877333, x -16.52106, y 0, z 47.19168, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.881421, x -16.48319, y 0, z 47.20492, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.885426, x -16.44288, y 0, z 47.21898, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.88947, x -16.40245, y 0, z 47.23304, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.893449, x -16.36282, y 0, z 47.24678, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.897428, x -16.3228, y 0, z 47.26062, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.901431, x -16.28341, y 0, z 47.2742, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.905478, x -16.244, y 0, z 47.28776, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.909359, x -16.20436, y 0, z 47.30136, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.913509, x -16.16426, y 0, z 47.31508, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.917421, x -16.12579, y 0, z 47.3282, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.921451, x -16.08465, y 0, z 47.3422, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.925361, x -16.04585, y 0, z 47.35537, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.929303, x -16.00588, y 0, z 47.36889, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.933492, x -15.96708, y 0, z 47.38198, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.937415, x -15.92795, y 0, z 47.39515, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.94138, x -15.88637, y 0, z 47.4091, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.945367, x -15.84742, y 0, z 47.42214, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.949562, x -15.80803, y 0, z 47.43528, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.953464, x -15.76841, y 0, z 47.44847, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.957393, x -15.72672, y 0, z 47.4623, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.96137, x -15.68793, y 0, z 47.47514, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.965497, x -15.64885, y 0, z 47.48804, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.969397, x -15.6093, y 0, z 47.50105, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.973472, x -15.56822, y 0, z 47.51453, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.97722, x -15.52942, y 0, z 47.52723, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.981461, x -15.48884, y 0, z 47.54046, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.985477, x -15.45152, y 0, z 47.55261, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.989381, x -15.40928, y 0, z 47.56631, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.993431, x -15.36926, y 0, z 47.57926, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.997442, x -15.33035, y 0, z 47.59181, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.001417, x -15.28998, y 0, z 47.6048, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.005447, x -15.24998, y 0, z 47.61762, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.009434, x -15.21033, y 0, z 47.6303, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.013433, x -15.17013, y 0, z 47.64312, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.017272, x -15.13033, y 0, z 47.65578, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.02154, x -15.09042, y 0, z 47.66843, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.025385, x -15.05208, y 0, z 47.68055, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.02934, x -15.00946, y 0, z 47.69398, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.033506, x -14.97104, y 0, z 47.70606, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.037399, x -14.93152, y 0, z 47.71844, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.041452, x -14.88988, y 0, z 47.73145, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.045429, x -14.85096, y 0, z 47.74358, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.053823, x -14.81042, y 0, z 47.75616, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.057292, x -14.77065, y 0, z 47.76848, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.061365, x -14.68665, y 0, z 47.79438, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.065458, x -14.65191, y 0, z 47.80503, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.06944, x -14.61114, y 0, z 47.81752, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.073739, x -14.57013, y 0, z 47.83002, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.077322, x -14.53024, y 0, z 47.84216, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.081484, x -14.48716, y 0, z 47.85522, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.085401, x -14.45124, y 0, z 47.86608, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.089457, x -14.40951, y 0, z 47.87866, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.093481, x -14.37023, y 0, z 47.89046, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.097395, x -14.32955, y 0, z 47.90265, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.101424, x -14.28917, y 0, z 47.91471, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.10546, x -14.24988, y 0, z 47.92641, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.109381, x -14.20943, y 0, z 47.93842, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.113437, x -14.1689, y 0, z 47.95041, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.117471, x -14.12952, y 0, z 47.96203, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.121442, x -14.08878, y 0, z 47.97402, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.12538, x -14.04824, y 0, z 47.9859, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.129313, x -14.00832, y 0, z 47.99757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.133507, x -13.96874, y 0, z 48.00911, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.137491, x -13.92918, y 0, z 48.0206, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.141424, x -13.887, y 0, z 48.03281, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.145411, x -13.84691, y 0, z 48.04438, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.149454, x -13.80733, y 0, z 48.05577, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.153461, x -13.76721, y 0, z 48.06729, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.157373, x -13.7265, y 0, z 48.07893, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.161494, x -13.68614, y 0, z 48.09043, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.165423, x -13.64673, y 0, z 48.10163, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.16947, x -13.60522, y 0, z 48.11339, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.173295, x -13.56562, y 0, z 48.12457, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.177296, x -13.52482, y 0, z 48.13605, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.181574, x -13.48625, y 0, z 48.14687, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.185396, x -13.4459, y 0, z 48.15815, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.189466, x -13.40275, y 0, z 48.17018, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.193477, x -13.36418, y 0, z 48.18089, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.197411, x -13.32311, y 0, z 48.19227, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.201515, x -13.28262, y 0, z 48.20344, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.205428, x -13.24291, y 0, z 48.21437, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.209431, x -13.20145, y 0, z 48.22573, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.21348, x -13.16193, y 0, z 48.23654, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.217435, x -13.12149, y 0, z 48.24755, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.221538, x -13.08056, y 0, z 48.25867, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.225355, x -13.04058, y 0, z 48.26949, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.229295, x -12.9991, y 0, z 48.28067, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.233502, x -12.9605, y 0, z 48.29105, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.237434, x -12.92065, y 0, z 48.30173, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.241415, x -12.87808, y 0, z 48.3131, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.245446, x -12.83829, y 0, z 48.32368, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.253684, x -12.798, y 0, z 48.33437, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.257385, x -12.75718, y 0, z 48.34516, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.26138, x -12.67375, y 0, z 48.3671, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.265459, x -12.63626, y 0, z 48.37691, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.269435, x -12.59578, y 0, z 48.38746, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.273303, x -12.55444, y 0, z 48.3982, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.277281, x -12.51413, y 0, z 48.40864, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.281436, x -12.47491, y 0, z 48.41876, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.285438, x -12.43456, y 0, z 48.42914, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.289528, x -12.39241, y 0, z 48.43995, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.293524, x -12.35181, y 0, z 48.45031, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.297467, x -12.31029, y 0, z 48.46088, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.301412, x -12.26973, y 0, z 48.47116, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.305465, x -12.2297, y 0, z 48.48128, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.309299, x -12.18965, y 0, z 48.49136, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.313425, x -12.14848, y 0, z 48.50169, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.31747, x -12.10952, y 0, z 48.51144, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.321438, x -12.0676, y 0, z 48.52188, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.325397, x -12.02649, y 0, z 48.53209, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.329381, x -11.98615, y 0, z 48.54206, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.333285, x -11.94589, y 0, z 48.55199, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.33746, x -11.90539, y 0, z 48.56194, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.341376, x -11.86567, y 0, z 48.57166, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.345457, x -11.82319, y 0, z 48.58201, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.349432, x -11.78334, y 0, z 48.59169, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.35345, x -11.74181, y 0, z 48.60175, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.357384, x -11.70134, y 0, z 48.61151, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.361366, x -11.66043, y 0, z 48.62134, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.365472, x -11.62036, y 0, z 48.63093, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.369331, x -11.57981, y 0, z 48.6406, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.373375, x -11.53797, y 0, z 48.65054, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.377289, x -11.49865, y 0, z 48.65985, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.381458, x -11.45743, y 0, z 48.66957, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.385411, x -11.41753, y 0, z 48.67895, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.389454, x -11.37502, y 0, z 48.6889, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.393445, x -11.33471, y 0, z 48.6983, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.397466, x -11.29347, y 0, z 48.70788, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.4014, x -11.25275, y 0, z 48.7173, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.405447, x -11.21172, y 0, z 48.72676, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.409461, x -11.17157, y 0, z 48.73598, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.413409, x -11.13025, y 0, z 48.74544, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.41745, x -11.08927, y 0, z 48.75477, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.421514, x -11.04895, y 0, z 48.76393, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.425368, x -11.00768, y 0, z 48.77326, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.429311, x -10.96616, y 0, z 48.78261, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.433506, x -10.92678, y 0, z 48.79145, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.437357, x -10.88648, y 0, z 48.80046, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.44161, x -10.8436, y 0, z 48.81, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.44535, x -10.80423, y 0, z 48.81873, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.449482, x -10.76074, y 0, z 48.82833, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.457757, x -10.72249, y 0, z 48.83675, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.461357, x -10.68022, y 0, z 48.84601, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.46546, x -10.59555, y 0, z 48.86445, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.469422, x -10.55871, y 0, z 48.87242, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.473457, x -10.51671, y 0, z 48.88148, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.477249, x -10.47614, y 0, z 48.89019, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.481526, x -10.43481, y 0, z 48.89902, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.485405, x -10.39598, y 0, z 48.9073, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.48944, x -10.35216, y 0, z 48.91659, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.493462, x -10.31242, y 0, z 48.92498, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.497448, x -10.27107, y 0, z 48.93368, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.501389, x -10.22985, y 0, z 48.94231, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.505451, x -10.18898, y 0, z 48.95084, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.50922, x -10.14859, y 0, z 48.95923, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.513438, x -10.10693, y 0, z 48.96785, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
