t, stimulusOn
13.2035, 2021-06-08T14:40:02.0010630+08:00, True
13.20729, 2021-06-08T14:40:02.0045430+08:00, True
13.2119, 2021-06-08T14:40:02.0091680+08:00, True
13.27972, 2021-06-08T14:40:02.0773550+08:00, True
13.28787, 2021-06-08T14:40:02.0854020+08:00, True
13.29548, 2021-06-08T14:40:02.0927830+08:00, True
13.29911, 2021-06-08T14:40:02.0963670+08:00, True
13.30362, 2021-06-08T14:40:02.1015120+08:00, True
13.31179, 2021-06-08T14:40:02.1090840+08:00, True
13.31965, 2021-06-08T14:40:02.1169740+08:00, True
13.32736, 2021-06-08T14:40:02.1348180+08:00, True
13.34323, 2021-06-08T14:40:02.1407650+08:00, True
13.34792, 2021-06-08T14:40:02.1452110+08:00, True
13.35529, 2021-06-08T14:40:02.1525620+08:00, True
13.36359, 2021-06-08T14:40:02.1612360+08:00, True
13.36749, 2021-06-08T14:40:02.1648290+08:00, True
13.37169, 2021-06-08T14:40:02.1690850+08:00, True
13.3794, 2021-06-08T14:40:02.1767390+08:00, True
13.38374, 2021-06-08T14:40:02.1859000+08:00, True
13.39553, 2021-06-08T14:40:02.1928160+08:00, True
13.40367, 2021-06-08T14:40:02.2012530+08:00, True
13.41136, 2021-06-08T14:40:02.2086370+08:00, True
13.4151, 2021-06-08T14:40:02.2123650+08:00, True
13.41926, 2021-06-08T14:40:02.2165280+08:00, True
13.42402, 2021-06-08T14:40:02.2314560+08:00, True
13.43941, 2021-06-08T14:40:02.2366980+08:00, True
13.4477, 2021-06-08T14:40:02.2453080+08:00, True
13.45551, 2021-06-08T14:40:02.2528280+08:00, True
13.45913, 2021-06-08T14:40:02.2563740+08:00, True
13.46326, 2021-06-08T14:40:02.2608380+08:00, True
13.46722, 2021-06-08T14:40:02.2644810+08:00, True
13.47127, 2021-06-08T14:40:02.2685670+08:00, True
13.47515, 2021-06-08T14:40:02.2724130+08:00, True
13.47928, 2021-06-08T14:40:02.2766230+08:00, True
13.48313, 2021-06-08T14:40:02.2811020+08:00, True
13.48732, 2021-06-08T14:40:02.2845700+08:00, True
13.49115, 2021-06-08T14:40:02.2884230+08:00, True
13.49612, 2021-06-08T14:40:02.2934010+08:00, True
13.50126, 2021-06-08T14:40:02.2989690+08:00, True
13.5074, 2021-06-08T14:40:02.3046620+08:00, True
13.51234, 2021-06-08T14:40:02.3096330+08:00, True
13.51929, 2021-06-08T14:40:02.3165570+08:00, True
13.52329, 2021-06-08T14:40:02.3209200+08:00, True
13.53166, 2021-06-08T14:40:02.3289500+08:00, True
13.53969, 2021-06-08T14:40:02.3371260+08:00, True
13.54769, 2021-06-08T14:40:02.3454670+08:00, True
13.55542, 2021-06-08T14:40:02.3526960+08:00, True
13.55922, 2021-06-08T14:40:02.3564530+08:00, True
13.56323, 2021-06-08T14:40:02.3608160+08:00, True
13.56737, 2021-06-08T14:40:02.3646740+08:00, True
13.57121, 2021-06-08T14:40:02.3684750+08:00, True
13.57531, 2021-06-08T14:40:02.3725990+08:00, True
13.5808, 2021-06-08T14:40:02.3875160+08:00, True
13.59528, 2021-06-08T14:40:02.3925680+08:00, True
13.60318, 2021-06-08T14:40:02.4007600+08:00, True
13.60715, 2021-06-08T14:40:02.4044070+08:00, True
13.61112, 2021-06-08T14:40:02.4083740+08:00, True
13.61524, 2021-06-08T14:40:02.4125690+08:00, True
13.6193, 2021-06-08T14:40:02.4165920+08:00, True
13.62371, 2021-06-08T14:40:02.4266310+08:00, True
13.63551, 2021-06-08T14:40:02.4328270+08:00, True
13.64072, 2021-06-08T14:40:02.4383640+08:00, True
13.64732, 2021-06-08T14:40:02.4446030+08:00, True
13.65112, 2021-06-08T14:40:02.4483900+08:00, True
13.65515, 2021-06-08T14:40:02.4524050+08:00, True
13.65963, 2021-06-08T14:40:02.4569030+08:00, True
13.66316, 2021-06-08T14:40:02.4608250+08:00, True
13.66719, 2021-06-08T14:40:02.4644850+08:00, True
13.67142, 2021-06-08T14:40:02.4686980+08:00, True
13.67924, 2021-06-08T14:40:02.4765310+08:00, True
13.68321, 2021-06-08T14:40:02.4851010+08:00, True
13.6954, 2021-06-08T14:40:02.4926730+08:00, True
13.69914, 2021-06-08T14:40:02.4963980+08:00, True
13.70358, 2021-06-08T14:40:02.5011450+08:00, True
13.7113, 2021-06-08T14:40:02.5086130+08:00, True
13.71508, 2021-06-08T14:40:02.5123600+08:00, True
13.71915, 2021-06-08T14:40:02.5164090+08:00, True
13.72333, 2021-06-08T14:40:02.5209720+08:00, True
13.72723, 2021-06-08T14:40:02.5244900+08:00, True
13.73119, 2021-06-08T14:40:02.5284450+08:00, True
13.7353, 2021-06-08T14:40:02.5325850+08:00, True
13.74014, 2021-06-08T14:40:02.5377800+08:00, True
13.74743, 2021-06-08T14:40:02.5447150+08:00, True
13.75127, 2021-06-08T14:40:02.5486000+08:00, True
13.75664, 2021-06-08T14:40:02.5539300+08:00, True
13.76357, 2021-06-08T14:40:02.5611450+08:00, True
13.77136, 2021-06-08T14:40:02.5686330+08:00, True
13.77949, 2021-06-08T14:40:02.5767680+08:00, True
13.78312, 2021-06-08T14:40:02.5843650+08:00, True
13.79134, 2021-06-08T14:40:02.5886060+08:00, True
13.79523, 2021-06-08T14:40:02.5925020+08:00, True
13.79912, 2021-06-08T14:40:02.5963630+08:00, True
13.80358, 2021-06-08T14:40:02.6011340+08:00, True
13.81162, 2021-06-08T14:40:02.6089160+08:00, True
13.81523, 2021-06-08T14:40:02.6125010+08:00, True
13.81906, 2021-06-08T14:40:02.6163100+08:00, True
13.82345, 2021-06-08T14:40:02.6310420+08:00, True
13.83946, 2021-06-08T14:40:02.6368110+08:00, True
13.84307, 2021-06-08T14:40:02.6406270+08:00, True
13.84702, 2021-06-08T14:40:02.6442550+08:00, True
13.85119, 2021-06-08T14:40:02.6484560+08:00, True
13.85528, 2021-06-08T14:40:02.6525860+08:00, True
13.85904, 2021-06-08T14:40:02.6562930+08:00, True
13.86316, 2021-06-08T14:40:02.6607110+08:00, True
13.86735, 2021-06-08T14:40:02.6646080+08:00, True
13.87277, 2021-06-08T14:40:02.6700650+08:00, True
13.87961, 2021-06-08T14:40:02.6769330+08:00, True
13.88736, 2021-06-08T14:40:02.6849990+08:00, True
13.8953, 2021-06-08T14:40:02.6925800+08:00, True
13.89932, 2021-06-08T14:40:02.6965970+08:00, True
13.90318, 2021-06-08T14:40:02.7007480+08:00, True
13.91129, 2021-06-08T14:40:02.7086290+08:00, True
13.9151, 2021-06-08T14:40:02.7123870+08:00, True
13.91909, 2021-06-08T14:40:02.7164980+08:00, True
13.92368, 2021-06-08T14:40:02.7310890+08:00, True
13.93944, 2021-06-08T14:40:02.7367470+08:00, True
13.94773, 2021-06-08T14:40:02.7453870+08:00, True
13.95543, 2021-06-08T14:40:02.7527080+08:00, True
13.95908, 2021-06-08T14:40:02.7563400+08:00, True
13.9634, 2021-06-08T14:40:02.7610800+08:00, True
13.96732, 2021-06-08T14:40:02.7646120+08:00, True
13.97112, 2021-06-08T14:40:02.7683900+08:00, True
13.9752, 2021-06-08T14:40:02.7724820+08:00, True
13.97936, 2021-06-08T14:40:02.7766490+08:00, True
13.98317, 2021-06-08T14:40:02.7838020+08:00, True
13.99139, 2021-06-08T14:40:02.7886840+08:00, True
13.99521, 2021-06-08T14:40:02.7925170+08:00, True
13.99929, 2021-06-08T14:40:02.7965790+08:00, True
14.00317, 2021-06-08T14:40:02.8007140+08:00, True
14.00734, 2021-06-08T14:40:02.8046150+08:00, True
14.0119, 2021-06-08T14:40:02.8091780+08:00, True
14.0168, 2021-06-08T14:40:02.8140840+08:00, True
14.02337, 2021-06-08T14:40:02.8209420+08:00, True
14.02803, 2021-06-08T14:40:02.8253900+08:00, True
