t, stimulusOn
0.02, True
0.12, True
0.22, True
0.2953601, True
0.314902, True
0.3339954, True
0.3387235, True
0.3466515, True
0.3500612, True
0.3541311, True
0.3609051, True
0.3697599, True
0.3785045, True
0.3886827, True
0.3964884, True
0.4046809, True
0.4132531, True
0.4207334, True
0.429082, True
0.4367044, True
0.4444764, True
0.4512422, True
0.4588383, True
0.4665032, True
0.4745729, True
0.4814827, True
0.4878916, True
0.4947748, True
0.5121111, False
0.5180214, True
0.5222431, False
0.5260758, True
0.5300497, False
0.5341498, True
0.5412319, False
0.5471443, True
0.5533548, False
0.5590051, True
0.565307, False
0.5712761, True
0.578456, False
0.5837246, True
0.589975, False
0.5958839, True
0.6024815, True
0.6069359, True
0.6141067, True
0.6220827, True
0.6300875, True
0.6341803, True
0.638027, True
0.6419441, True
0.6468977, True
0.6519926, True
0.6589521, True
0.6628951, True
0.668291, True
0.674396, True
0.6785797, True
0.6836632, True
0.6899225, True
0.6941791, True
0.6997634, True
0.7062951, True
0.7103544, True
0.7148304, True
0.7199123, True
0.7260985, True
0.7299613, True
0.7342397, True
0.7397491, True
0.7467073, True
0.7540638, True
0.7589427, True
0.7619337, True
0.7660118, True
0.7702118, True
0.7741376, True
0.778266, True
0.7830521, True
0.7878047, True
0.7941559, True
0.7979826, True
0.802524, True
0.8075213, True
0.8118833, True
0.8184028, True
0.8220698, True
0.8267717, True
0.8311659, True
0.8365191, True
0.8421685, True
0.8461194, True
0.8504217, True
0.8556399, True
0.859939, True
0.866286, True
0.8702459, True
0.8748077, True
0.8790721, True
0.8840065, True
0.8903328, True
0.8941045, True
0.8985619, True
0.902748, True
0.9077813, True
0.914271, True
0.9182548, True
0.9225554, True
0.9268748, True
0.9316978, True
0.9379606, True
0.9420151, True
0.9461913, True
0.9518818, False
0.9580446, True
0.9620616, False
0.966006, True
0.9703254, False
0.9748575, True
0.9801005, False
0.9862186, True
0.990107, False
0.9942794, True
0.9990256, False
1.004398, True
1.010224, False
1.014094, True
1.018196, False
1.023386, True
1.027813, False
1.034221, True
1.038059, False
1.054336, True
1.058234, True
1.062083, True
1.066046, True
1.070125, True
1.073874, True
1.078078, True
1.082185, True
1.086113, True
1.090097, True
1.093919, True
1.098057, True
1.102103, True
1.106027, True
1.110195, True
1.114837, True
1.118998, True
1.124005, True
1.130473, True
1.134061, True
1.138222, True
1.143116, True
1.147855, True
1.154213, True
1.158641, True
1.162147, True
1.166929, True
1.172368, True
1.178177, True
1.182049, True
1.186214, True
1.191204, True
1.196044, True
1.202337, True
1.206112, True
1.210409, True
1.21516, True
1.220449, True
1.226166, True
1.230091, True
1.234293, True
1.238964, True
1.243931, True
1.250434, True
1.254394, True
1.258747, True
1.26315, True
1.267577, True
1.274197, True
1.278064, True
1.282211, True
1.287219, True
1.291618, True
1.296472, True
1.301916, False
1.306453, True
1.310839, False
1.315609, True
1.322362, False
1.326024, True
1.330213, False
1.335058, True
1.340122, False
1.346398, True
1.349998, False
1.35452, True
1.358994, False
1.36376, True
1.370439, False
1.373941, True
1.378355, False
1.382801, True
1.388135, False
1.394211, True
1.398119, False
1.402329, False
1.407391, False
1.411809, False
1.418099, False
1.422005, False
1.42666, False
1.431083, False
1.436301, False
1.442345, False
1.44608, False
1.450319, False
1.454819, False
1.459678, False
1.466011, False
1.470159, False
1.474386, False
1.478816, False
1.48354, False
1.490443, False
1.494126, False
1.498146, False
1.503093, False
1.508022, False
1.514197, False
1.518272, False
1.522251, False
1.527028, False
1.531954, False
1.538093, False
1.542137, False
1.547199, False
1.551506, False
1.558333, False
1.561975, False
1.566548, False
1.571149, False
1.576371, False
1.582025, False
1.586503, False
1.590815, False
1.595996, False
1.60242, False
1.606224, False
1.611138, False
1.615526, False
1.620328, False
1.626154, False
1.630475, False
1.634957, False
1.639421, False
1.64449, False
1.650226, False
1.670809, False
1.673988, False
1.678166, False
1.682088, False
1.686149, False
1.690126, False
1.702225, False
1.708398, False
1.714537, False
1.718175, False
1.722208, False
1.72609, False
1.730222, False
1.734359, False
1.738226, False
1.741924, False
