t 0.02, stimulusOn False
t 0.12, stimulusOn False
t 0.22, stimulusOn False
t 0.2965784, stimulusOn False
t 0.3057356, stimulusOn False
t 0.3135371, stimulusOn False
t 0.3211505, stimulusOn False
t 0.3251028, stimulusOn False
t 0.3291034, stimulusOn False
t 0.3327824, stimulusOn False
t 0.337298, stimulusOn False
t 0.3407189, stimulusOn False
t 0.3449466, stimulusOn False
t 0.3494616, stimulusOn False
t 0.3552163, stimulusOn False
t 0.3613042, stimulusOn False
t 0.3662724, stimulusOn False
t 0.3723224, stimulusOn False
t 0.3780248, stimulusOn False
t 0.3842058, stimulusOn False
t 0.3892831, stimulusOn False
t 0.396174, stimulusOn False
t 0.4011573, stimulusOn False
t 0.4066048, stimulusOn False
t 0.412949, stimulusOn False
t 0.4174806, stimulusOn False
t 0.4229506, stimulusOn False
t 0.4289299, stimulusOn False
t 0.4330256, stimulusOn False
t 0.4379887, stimulusOn False
t 0.4432103, stimulusOn False
t 0.4490596, stimulusOn False
t 0.4531448, stimulusOn False
t 0.4581779, stimulusOn False
t 0.4625497, stimulusOn False
t 0.4689634, stimulusOn False
t 0.4729179, stimulusOn False
t 0.4770565, stimulusOn False
t 0.482011, stimulusOn False
t 0.4863636, stimulusOn False
t 0.4909503, stimulusOn False
t 0.4971308, stimulusOn False
t 0.5009688, stimulusOn False
t 0.5049568, stimulusOn False
t 0.5090237, stimulusOn False
t 0.5132564, stimulusOn False
t 0.5177413, stimulusOn False
t 0.5224363, stimulusOn False
t 0.5294889, stimulusOn False
t 0.53302, stimulusOn False
t 0.5370685, stimulusOn False
t 0.5411215, stimulusOn False
t 0.5448948, stimulusOn False
t 0.5488567, stimulusOn False
t 0.5529505, stimulusOn False
t 0.5569191, stimulusOn False
t 0.5610998, stimulusOn False
t 0.5649982, stimulusOn False
t 0.5691045, stimulusOn False
t 0.5733654, stimulusOn False
t 0.5774374, stimulusOn False
t 0.5815741, stimulusOn False
t 0.5857249, stimulusOn False
t 0.5900398, stimulusOn False
t 0.5935915, stimulusOn False
t 0.5975642, stimulusOn False
t 0.6016256, stimulusOn False
t 0.6059126, stimulusOn False
t 0.6094918, stimulusOn False
t 0.6133944, stimulusOn False
t 0.6176953, stimulusOn False
t 0.6211478, stimulusOn False
t 0.6250654, stimulusOn False
t 0.6290988, stimulusOn False
t 0.6329798, stimulusOn False
t 0.6370952, stimulusOn False
t 0.6410155, stimulusOn False
t 0.6450067, stimulusOn False
t 0.6490475, stimulusOn False
t 0.652989, stimulusOn False
t 0.6569982, stimulusOn False
t 0.6609182, stimulusOn False
t 0.6650446, stimulusOn False
t 0.6690471, stimulusOn False
t 0.6731358, stimulusOn False
t 0.6769339, stimulusOn False
t 0.681078, stimulusOn False
t 0.6849221, stimulusOn False
t 0.6889023, stimulusOn False
t 0.6927676, stimulusOn False
