t 0.02, x 18.26352, y 0, z 9.848078, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.70438, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.708409, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.712422, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.716354, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.720363, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.724343, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.728288, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.732409, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.73631, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.740373, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.744678, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.748419, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.752449, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.756195, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.760284, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.764253, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.768381, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.772474, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.776361, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.780322, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.784482, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.788386, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.792395, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.796212, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.800578, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.804379, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.808457, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.812415, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.816381, x 17.19621, y -2.53758, z 9.257399, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.820463, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.824339, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.828499, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.832378, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.836389, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.840397, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.844421, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.848326, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.852461, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.856219, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.860457, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.864257, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.868532, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.872455, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.876391, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.880195, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.884441, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.88838, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.892357, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.896534, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.900298, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.904498, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.908352, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.912426, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.916357, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.920368, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.924423, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.92841, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.932397, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.936412, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.940459, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.9442, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.948256, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.952477, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.956435, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.960415, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.964461, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.968448, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.97243, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.976398, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.980216, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.984454, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.988434, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.99237, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 6.996679, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.000389, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.00442, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.008407, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.012406, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.016366, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.020401, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.02443, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.028396, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.032361, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.036394, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.040392, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.044389, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.048356, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.052471, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.056396, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.060492, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.064322, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.068465, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.072463, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.076353, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.08026, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.084468, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.088407, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.092361, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.096467, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.100196, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.104445, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.108335, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.112455, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.116388, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.120475, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.124343, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.12841, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.132435, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.136469, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.140191, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.144485, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.148415, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.152409, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.156234, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.160413, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.164342, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.168435, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.172422, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.176366, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.180234, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.184419, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.188471, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.192489, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.196397, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.200524, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.204378, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.208377, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.212443, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.216405, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.220362, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.224439, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.228428, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.232296, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.236448, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.240412, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.244396, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.248299, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.252553, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.256197, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.264434, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.272494, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.280216, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.284603, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.288455, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.292472, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.296353, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.300445, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.304446, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.308398, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.312442, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.316363, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.320428, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.324422, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.328481, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.332356, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.336437, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.340399, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.344421, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.348344, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.352571, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.356176, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.360539, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.364319, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.368482, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.372421, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.376438, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.38016, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.384488, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.388423, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.392402, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.39638, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.400381, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.404413, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.408416, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.412434, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.416363, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.420383, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.424421, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.428463, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.43233, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.436326, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.440413, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.44444, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.448243, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.45261, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.456172, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.460655, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.464323, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.468483, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.472264, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.47649, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.480207, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.484511, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.488405, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.492425, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.496314, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.500467, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.504553, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.508414, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.512209, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.516387, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.520243, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.52439, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.528411, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.532567, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.536385, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.540268, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.544213, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.548252, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.552489, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.556503, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.560456, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.564309, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.568422, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.572196, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.576462, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.580175, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.584611, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.588246, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.592616, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.596315, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.600498, x 17.20429, y -2.53758, z 9.259842, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.604397, x 17.21237, y -2.53758, z 9.262278, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.608482, x 17.21237, y -2.53758, z 9.262278, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.612581, x 17.22045, y -2.53758, z 9.264708, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.616387, x 17.22045, y -2.53758, z 9.264708, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.620314, x 17.25218, y -2.529138, z 9.276473, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.624506, x 17.25218, y -2.529138, z 9.276473, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.62853, x 17.29145, y -2.512248, z 9.292598, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.632345, x 17.29145, y -2.512248, z 9.292598, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.636306, x 17.34767, y -2.5038, z 9.311075, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.640289, x 17.34767, y -2.5038, z 9.311075, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.644582, x 17.3796, y -2.495351, z 9.322376, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.648322, x 17.3796, y -2.495351, z 9.322376, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.652469, x 17.47623, y -2.478446, z 9.353497, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.656281, x 17.47623, y -2.478446, z 9.353497, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.660515, x 17.55741, y -2.46999, z 9.377254, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.664272, x 17.55741, y -2.46999, z 9.377254, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.668558, x 17.63933, y -2.46999, z 9.398211, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.6724, x 17.63933, y -2.46999, z 9.398211, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.676533, x 17.68036, y -2.46999, z 9.408422, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.680179, x 17.68036, y -2.46999, z 9.408422, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.684604, x 17.7461, y -2.469991, z 9.424387, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 7.688399, x 17.7461, y -2.469991, z 9.424387, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
