t 0.02, x 18.26352, y 0, z 9.848078, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.884425, x 16.96125, y -3.115059, z 9.003467, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.888428, x 16.96125, y -3.115059, z 9.003467, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.892422, x 16.96125, y -3.115059, z 9.003467, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.896338, x 16.96125, y -3.115059, z 9.003467, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.900462, x 16.96125, y -3.115059, z 9.003467, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.904489, x 16.96038, y -3.106766, z 9.006039, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.908392, x 16.96038, y -3.106766, z 9.006039, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.912508, x 16.97524, y -3.09847, z 9.013897, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.916362, x 16.97524, y -3.09847, z 9.013897, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.920454, x 16.998, y -3.090171, z 9.024347, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.924396, x 16.998, y -3.090171, z 9.024347, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.9285, x 17.02079, y -3.081871, z 9.034733, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.932371, x 17.02079, y -3.081871, z 9.034733, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.93647, x 17.05069, y -3.065263, z 9.050178, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.940383, x 17.05069, y -3.065263, z 9.050178, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.944529, x 17.08066, y -3.048644, z 9.065496, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.94839, x 17.08066, y -3.048644, z 9.065496, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.952524, x 17.11864, y -3.032017, z 9.083206, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.956362, x 17.11864, y -3.032017, z 9.083206, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.960546, x 17.148, y -3.00706, z 9.100752, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.964361, x 17.148, y -3.00706, z 9.100752, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.968252, x 17.19338, y -2.982081, z 9.123054, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.972269, x 17.23894, y -2.957082, z 9.145066, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.976435, x 17.27668, y -2.932063, z 9.164415, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.980355, x 17.31454, y -2.907024, z 9.183547, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.984497, x 17.35254, y -2.881965, z 9.202459, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.988401, x 17.35254, y -2.881965, z 9.202459, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.992565, x 17.38195, y -2.848521, z 9.221266, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 2.996315, x 17.38195, y -2.848521, z 9.221266, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.000618, x 17.40543, y -2.840155, z 9.230478, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.004601, x 17.40543, y -2.840155, z 9.230478, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.008418, x 17.44245, y -2.798292, z 9.253568, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.012449, x 17.47968, y -2.756376, z 9.276334, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.01645, x 17.49524, y -2.747986, z 9.283037, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.020303, x 17.51083, y -2.739594, z 9.289707, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.024417, x 17.54897, y -2.706007, z 9.309671, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.028487, x 17.58726, y -2.672385, z 9.329366, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.032221, x 17.58726, y -2.672385, z 9.329366, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.036542, x 17.61054, y -2.655563, z 9.340155, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.040482, x 17.64203, y -2.638732, z 9.352918, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.044197, x 17.67359, y -2.621894, z 9.365547, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.048264, x 17.69649, y -2.59662, z 9.37824, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.052519, x 17.71945, y -2.57133, z 9.390812, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.05634, x 17.71945, y -2.57133, z 9.390812, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.060476, x 17.75068, y -2.546021, z 9.40523, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.064363, x 17.75068, y -2.546021, z 9.40523, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.068495, x 17.78201, y -2.520695, z 9.41948, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.07232, x 17.78201, y -2.520695, z 9.41948, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.076519, x 17.82165, y -2.495353, z 9.435466, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.080275, x 17.82165, y -2.495353, z 9.435466, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.084494, x 17.86966, y -2.469992, z 9.453083, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.088313, x 17.86966, y -2.469992, z 9.453083, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.092593, x 17.9178, y -2.444615, z 9.47039, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.096353, x 17.9178, y -2.444615, z 9.47039, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.100539, x 17.95736, y -2.410753, z 9.48767, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.104183, x 17.95736, y -2.410753, z 9.48767, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.108487, x 17.99748, y -2.385337, z 9.502636, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.112226, x 17.99748, y -2.385337, z 9.502636, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.116508, x 18.03771, y -2.359904, z 9.517366, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.120196, x 18.03771, y -2.359904, z 9.517366, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.124465, x 18.07013, y -2.342941, z 9.52818, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.128403, x 18.07013, y -2.342941, z 9.52818, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.132424, x 18.11054, y -2.317481, z 9.542495, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.136396, x 18.11054, y -2.317481, z 9.542495, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.140375, x 18.14309, y -2.3005, z 9.552988, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.144196, x 18.14309, y -2.3005, z 9.552988, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.148408, x 18.1757, y -2.283511, z 9.563341, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.152415, x 18.1757, y -2.283511, z 9.563341, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.15628, x 18.19202, y -2.275014, z 9.568465, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.160586, x 18.19202, y -2.275014, z 9.568465, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.16434, x 18.21671, y -2.266515, z 9.575113, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.168486, x 18.21671, y -2.266515, z 9.575113, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.172261, x 18.23271, y -2.249513, z 9.582087, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.17649, x 18.23271, y -2.249513, z 9.582087, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.180414, x 18.25746, y -2.241009, z 9.588609, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.184369, x 18.25746, y -2.241009, z 9.588609, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.188432, x 18.26513, y -2.223996, z 9.59396, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.192417, x 18.26513, y -2.223996, z 9.59396, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.196507, x 18.28154, y -2.215487, z 9.59888, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.200377, x 18.28154, y -2.215487, z 9.59888, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.204396, x 18.29795, y -2.206976, z 9.603765, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.208526, x 18.29795, y -2.206976, z 9.603765, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.212443, x 18.31406, y -2.18995, z 9.6105, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.216398, x 18.31406, y -2.18995, z 9.6105, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.220235, x 18.32212, y -2.181434, z 9.613847, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.224499, x 18.32212, y -2.181434, z 9.613847, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.228533, x 18.34665, y -2.164398, z 9.621944, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.232323, x 18.34665, y -2.164398, z 9.621944, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.236466, x 18.35441, y -2.147355, z 9.627092, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.240393, x 18.35441, y -2.147355, z 9.627092, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.244612, x 18.3625, y -2.138831, z 9.630368, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.248307, x 18.3625, y -2.138831, z 9.630368, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.252624, x 18.3868, y -2.11325, z 9.640112, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.256147, x 18.3868, y -2.11325, z 9.640112, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.260596, x 18.40303, y -2.096187, z 9.646537, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.264234, x 18.40303, y -2.096187, z 9.646537, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.268589, x 18.4277, y -2.079119, z 9.654281, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.272329, x 18.4277, y -2.079119, z 9.654281, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.276609, x 18.44398, y -2.062043, z 9.660579, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.280195, x 18.44398, y -2.062043, z 9.660579, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.2846, x 18.46844, y -2.036419, z 9.669918, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.288425, x 18.46844, y -2.036419, z 9.669918, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.292536, x 18.49321, y -2.019328, z 9.677391, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.296381, x 18.49321, y -2.019328, z 9.677391, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.300554, x 18.52621, y -1.993681, z 9.687785, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.304269, x 18.52621, y -1.993681, z 9.687785, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.308262, x 18.55928, y -1.96802, z 9.698, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.31246, x 18.55928, y -1.96802, z 9.698, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.316456, x 18.5924, y -1.942345, z 9.708036, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.320129, x 18.5924, y -1.942345, z 9.708036, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.324558, x 18.62559, y -1.916657, z 9.717892, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.328394, x 18.62559, y -1.916657, z 9.717892, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.332435, x 18.66711, y -1.882386, z 9.730366, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.336197, x 18.66711, y -1.882386, z 9.730366, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.340597, x 18.70893, y -1.856668, z 9.740941, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.34432, x 18.70893, y -1.856668, z 9.740941, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.348295, x 18.75063, y -1.822357, z 9.752851, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.35244, x 18.79243, y -1.788024, z 9.764462, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.356352, x 18.85137, y -1.753669, z 9.777797, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.360414, x 18.85137, y -1.753669, z 9.777797, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.364386, x 18.93577, y -1.702097, z 9.796442, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.368384, x 18.93577, y -1.702097, z 9.796442, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.372723, x 18.99503, y -1.66769, z 9.808611, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.376173, x 18.99503, y -1.66769, z 9.808611, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.380703, x 19.07142, y -1.624651, z 9.823352, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.384424, x 19.148, y -1.581583, z 9.837311, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.388531, x 19.21626, y -1.547106, z 9.848463, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.392414, x 19.28465, y -1.51261, z 9.85902, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.399853, x 19.3703, y -1.469465, z 9.87138, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.41302, x 19.45612, y -1.426291, z 9.882808, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.416734, x 19.57648, y -1.357158, z 9.898422, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.420416, x 19.57648, y -1.357158, z 9.898422, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.424599, x 19.63674, y -1.313915, z 9.906648, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.428682, x 19.63674, y -1.313915, z 9.906648, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.432406, x 19.75753, y -1.227357, z 9.921432, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.436397, x 19.79209, y -1.20137, z 9.925396, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.44058, x 19.82669, y -1.175376, z 9.929172, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.444554, x 19.82669, y -1.175376, z 9.929172, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.448358, x 19.88729, y -1.132034, z 9.935079, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.452284, x 19.88729, y -1.132034, z 9.935079, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.456199, x 19.95663, y -1.088671, z 9.940469, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.460359, x 19.95663, y -1.088671, z 9.940469, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.464416, x 20.01736, y -1.045287, z 9.945204, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.468486, x 20.01736, y -1.045287, z 9.945204, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.472553, x 20.12161, y -0.9584596, z 9.953218, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.476685, x 20.12161, y -0.9584596, z 9.953218, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.480532, x 20.19117, y -0.9150182, z 9.956214, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.484584, x 20.19117, y -0.9150182, z 9.956214, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.48848, x 20.26079, y -0.8628657, z 9.95929, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.492475, x 20.26079, y -0.8628657, z 9.95929, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.496578, x 20.34785, y -0.8106896, z 9.961013, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.500571, x 20.34785, y -0.8106896, z 9.961013, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.504294, x 20.42624, y -0.7584911, z 9.962078, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.508653, x 20.42624, y -0.7584911, z 9.962078, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.512439, x 20.46977, y -0.7410868, z 9.961431, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.516441, x 20.46977, y -0.7410868, z 9.961431, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.5204, x 20.53944, y -0.7062719, z 9.960431, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.524574, x 20.53944, y -0.7062719, z 9.960431, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.528608, x 20.60911, y -0.6714482, z 9.958822, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.532275, x 20.60911, y -0.6714482, z 9.958822, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.536484, x 20.67874, y -0.645325, z 9.956047, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.540517, x 20.67874, y -0.645325, z 9.956047, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.544479, x 20.7309, y -0.6366163, z 9.952914, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.54865, x 20.7309, y -0.6366163, z 9.952914, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.552504, x 20.79173, y -0.6279072, z 9.948814, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.556427, x 20.79173, y -0.6279072, z 9.948814, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.560588, x 20.86116, y -0.6279072, z 9.943045, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.56425, x 20.86116, y -0.6279072, z 9.943045, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.568582, x 20.92188, y -0.6279072, z 9.937598, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.572456, x 20.92188, y -0.6279072, z 9.937598, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.576507, x 20.99985, y -0.6366164, z 9.929502, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.580219, x 20.99985, y -0.6366164, z 9.929502, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.584802, x 21.0689, y -0.6714482, z 9.920011, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.588468, x 21.0689, y -0.6714482, z 9.920011, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.592611, x 21.12906, y -0.7236805, z 9.909667, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.596802, x 21.12906, y -0.7236805, z 9.909667, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.603329, x 21.19758, y -0.7932924, z 9.896286, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.60874, x 21.29138, y -0.8976367, z 9.875555, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.612595, x 21.29138, y -0.8976367, z 9.875555, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.616686, x 21.3252, y -0.9497727, z 9.866194, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.620194, x 21.3252, y -0.9497727, z 9.866194, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.624905, x 21.37576, y -1.027927, z 9.851428, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.651342, x 21.43105, y -1.313915, z 9.809471, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.676694, x 21.4142, y -1.693497, z 9.753569, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.680506, x 21.35971, y -1.830937, z 9.73647, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.684859, x 21.30518, y -1.96802, z 9.717171, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.688532, x 21.25065, y -2.10472, z 9.695671, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.69258, x 21.19614, y -2.241009, z 9.671977, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.696547, x 21.13375, y -2.359904, z 9.651189, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.700716, x 21.07151, y -2.478448, z 9.62856, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.704327, x 21.00105, y -2.596621, z 9.604971, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.708421, x 21.00105, y -2.596621, z 9.604971, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.732487, x 20.65698, y -3.00706, z 9.514514, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.736238, x 20.65698, y -3.00706, z 9.514514, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.740486, x 20.46379, y -3.139926, z 9.48292, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.74438, x 20.30561, y -3.222659, z 9.461557, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.748458, x 20.14825, y -3.305146, z 9.436845, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.752769, x 19.98357, y -3.370955, z 9.41469, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.756452, x 19.98357, y -3.370955, z 9.41469, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.760699, x 19.80321, y -3.420203, z 9.394865, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.764313, x 19.62361, y -3.469358, z 9.371333, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.768545, x 19.40409, y -3.518418, z 9.341607, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.772645, x 19.18579, y -3.567381, z 9.306495, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.776297, x 18.96779, y -3.591826, z 9.275415, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.780412, x 18.75082, y -3.616247, z 9.239172, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.784512, x 18.75082, y -3.616247, z 9.239172, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.788588, x 18.52645, y -3.632513, z 9.199648, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.792489, x 18.52645, y -3.632513, z 9.199648, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.796304, x 18.30271, y -3.640642, z 9.15778, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.800624, x 18.30271, y -3.640642, z 9.15778, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.804466, x 18.2069, y -3.640642, z 9.139503, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.808239, x 18.02383, y -3.640642, z 9.101675, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.812499, x 17.84156, y -3.640643, z 9.060181, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.816582, x 17.6759, y -3.640643, z 9.019106, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.820504, x 17.51101, y -3.640642, z 8.975002, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.824478, x 17.51101, y -3.640642, z 8.975002, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.828848, x 17.38416, y -3.624381, z 8.94546, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.832346, x 17.38416, y -3.624381, z 8.94546, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.83662, x 17.32866, y -3.616247, z 8.932342, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.840695, x 17.32866, y -3.616247, z 8.932342, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.844316, x 17.2247, y -3.591826, z 8.910471, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.848531, x 17.2247, y -3.591826, z 8.910471, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.852614, x 17.13738, y -3.575532, z 8.889373, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.856186, x 17.13738, y -3.575532, z 8.889373, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.86054, x 17.07441, y -3.567381, z 8.872131, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.864542, x 17.07441, y -3.567381, z 8.872131, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.86846, x 17.05021, y -3.559227, z 8.867393, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.872665, x 17.05021, y -3.559227, z 8.867393, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.87662, x 17.01056, y -3.551071, z 8.857377, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.880366, x 17.01056, y -3.551071, z 8.857377, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.884341, x 16.97766, y -3.53475, z 8.852739, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.888449, x 16.97766, y -3.53475, z 8.852739, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.892299, x 16.94577, y -3.526586, z 8.845048, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.896349, x 16.94577, y -3.526586, z 8.845048, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.90038, x 16.90619, y -3.518418, z 8.834538, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.904476, x 16.90619, y -3.518418, z 8.834538, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.908416, x 16.89746, y -3.510248, z 8.834729, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.912439, x 16.89746, y -3.510248, z 8.834729, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.916366, x 16.88103, y -3.502076, z 8.832186, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.920167, x 16.88103, y -3.502076, z 8.832186, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.924607, x 16.8646, y -3.4939, z 8.829605, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.928255, x 16.8646, y -3.4939, z 8.829605, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.936722, x 16.84817, y -3.485723, z 8.826987, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
t 3.946332, x 16.83174, y -3.477542, z 8.824332, scale_x 0, scale_y 0, scale_z 0, stimulusOn True
