t 0.02, stimulusOn False
t 0.12, stimulusOn False
t 0.22, stimulusOn False
t 0.2941805, stimulusOn False
t 0.2985316, stimulusOn False
t 0.3042969, stimulusOn False
t 0.3107231, stimulusOn False
t 0.3184797, stimulusOn False
t 0.3222325, stimulusOn False
t 0.3271112, stimulusOn False
t 0.330054, stimulusOn False
t 0.3353579, stimulusOn False
t 0.3423184, stimulusOn False
t 0.3480329, stimulusOn False
t 0.3555158, stimulusOn False
t 0.3625706, stimulusOn False
t 0.3688308, stimulusOn False
t 0.3745496, stimulusOn False
t 0.3806069, stimulusOn False
t 0.3864438, stimulusOn False
t 0.3917725, stimulusOn False
t 0.3987008, stimulusOn False
t 0.4031059, stimulusOn False
t 0.4087894, stimulusOn False
t 0.4147229, stimulusOn False
t 0.4201968, stimulusOn False
t 0.4267195, stimulusOn False
t 0.4302494, stimulusOn False
t 0.4355891, stimulusOn False
t 0.44209, stimulusOn False
t 0.4463244, stimulusOn False
t 0.4518659, stimulusOn False
t 0.458465, stimulusOn False
t 0.4622662, stimulusOn False
t 0.4667573, stimulusOn False
t 0.4716371, stimulusOn False
t 0.4785989, stimulusOn False
t 0.4821731, stimulusOn False
t 0.4862537, stimulusOn False
t 0.4910347, stimulusOn False
t 0.4954645, stimulusOn False
t 0.5006068, stimulusOn False
t 0.5064714, stimulusOn False
t 0.5101122, stimulusOn False
t 0.5145761, stimulusOn False
t 0.5186454, stimulusOn False
t 0.5231985, stimulusOn False
t 0.528345, stimulusOn False
t 0.5353408, stimulusOn False
t 0.5380493, stimulusOn False
t 0.5421137, stimulusOn False
t 0.5461632, stimulusOn False
t 0.5502926, stimulusOn False
t 0.5550476, stimulusOn False
t 0.5588921, stimulusOn False
t 0.5636774, stimulusOn False
t 0.5675918, stimulusOn False
t 0.5718977, stimulusOn False
t 0.5785561, stimulusOn False
t 0.5820854, stimulusOn False
t 0.5861796, stimulusOn False
t 0.5904278, stimulusOn False
t 0.5942736, stimulusOn False
t 0.5982348, stimulusOn False
t 0.6022169, stimulusOn False
t 0.6061085, stimulusOn False
t 0.610384, stimulusOn False
t 0.6142501, stimulusOn False
t 0.6181037, stimulusOn False
t 0.6221849, stimulusOn False
t 0.6263309, stimulusOn False
t 0.6301382, stimulusOn False
t 0.6345364, stimulusOn False
t 0.6382579, stimulusOn False
t 0.6421698, stimulusOn False
t 0.6463977, stimulusOn False
t 0.6502288, stimulusOn False
t 0.6541392, stimulusOn False
t 0.6581622, stimulusOn False
t 0.6622324, stimulusOn False
t 0.666331, stimulusOn False
t 0.6702224, stimulusOn False
t 0.6744994, stimulusOn False
t 0.6780972, stimulusOn False
t 0.6821309, stimulusOn False
t 0.6860683, stimulusOn False
t 0.6902764, stimulusOn False
t 0.6941998, stimulusOn False
t 0.6982595, stimulusOn False
