t, x1, y1, z1, scale_x1, scale_y1, scale_z1, x2, y2, z2, scale_x2, scale_y2, scale_z2, stimulusOn
0.02, 2021-08-27T12:17:37.1755180+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.12, 2021-08-27T12:17:37.9866090+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.22, 2021-08-27T12:17:38.2320530+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.227516, 2021-08-27T12:17:38.2396550+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.2398224, 2021-08-27T12:17:38.2520090+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.2577536, 2021-08-27T12:17:38.2699740+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.2726069, 2021-08-27T12:17:38.2856400+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.2882362, 2021-08-27T12:17:38.3006680+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.2995646, 2021-08-27T12:17:38.3117150+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.314261, 2021-08-27T12:17:38.3266520+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.3275669, 2021-08-27T12:17:38.3399470+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.3401335, 2021-08-27T12:17:38.3522480+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.3530518, 2021-08-27T12:17:38.3653060+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.3643535, 2021-08-27T12:17:38.3765750+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.3754884, 2021-08-27T12:17:38.3877060+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.3875778, 2021-08-27T12:17:38.4003530+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.403762, 2021-08-27T12:17:38.4162660+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.4200071, 2021-08-27T12:17:38.4324790+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.4358567, 2021-08-27T12:17:38.4479230+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.4491788, 2021-08-27T12:17:38.4615130+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.4624622, 2021-08-27T12:17:38.4741840+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.4660789, 2021-08-27T12:17:38.4776850+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.470429, 2021-08-27T12:17:38.4820450+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.474181, 2021-08-27T12:17:38.4857920+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.4784416, 2021-08-27T12:17:38.4900850+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.4825964, 2021-08-27T12:17:38.4942780+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.4871846, 2021-08-27T12:17:38.4988220+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.4915681, 2021-08-27T12:17:38.5031850+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.4960409, 2021-08-27T12:17:38.5076760+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.5028027, 2021-08-27T12:17:38.5144980+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.5061752, 2021-08-27T12:17:38.5178060+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.5104875, 2021-08-27T12:17:38.5220910+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.5143065, 2021-08-27T12:17:38.5259390+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.5186144, 2021-08-27T12:17:38.5302840+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.5228688, 2021-08-27T12:17:38.5345540+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.5271902, 2021-08-27T12:17:38.5388200+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.5318431, 2021-08-27T12:17:38.5434880+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.5385813, 2021-08-27T12:17:38.5502020+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
0.54219, 2021-08-27T12:17:38.5538140+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 3.420202, 9.396926, 1, 1, 1, True
