t, stimulusOn
9.155547, 2021-06-08T14:39:57.9558400+08:00, True
9.227986, 2021-06-08T14:39:58.0344350+08:00, True
9.244348, 2021-06-08T14:39:58.0419150+08:00, True
9.343465, 2021-06-08T14:39:58.1419510+08:00, True
9.351253, 2021-06-08T14:39:58.1485160+08:00, True
9.355566, 2021-06-08T14:39:58.1528670+08:00, True
9.359177, 2021-06-08T14:39:58.1563620+08:00, True
9.363343, 2021-06-08T14:39:58.1608040+08:00, True
9.371259, 2021-06-08T14:39:58.1685410+08:00, True
9.375357, 2021-06-08T14:39:58.1725470+08:00, True
9.379109, 2021-06-08T14:39:58.1763130+08:00, True
9.383312, 2021-06-08T14:39:58.1874780+08:00, True
9.39546, 2021-06-08T14:39:58.1926910+08:00, True
9.399142, 2021-06-08T14:39:58.1963390+08:00, True
9.403255, 2021-06-08T14:39:58.2007270+08:00, True
9.40725, 2021-06-08T14:39:58.2044530+08:00, True
9.411051, 2021-06-08T14:39:58.2082170+08:00, True
9.415224, 2021-06-08T14:39:58.2123950+08:00, True
9.419302, 2021-06-08T14:39:58.2164920+08:00, True
9.423875, 2021-06-08T14:39:58.2312990+08:00, True
9.439478, 2021-06-08T14:39:58.2367670+08:00, True
9.443163, 2021-06-08T14:39:58.2406110+08:00, True
9.447364, 2021-06-08T14:39:58.2445500+08:00, True
9.451357, 2021-06-08T14:39:58.2485430+08:00, True
9.455164, 2021-06-08T14:39:58.2523550+08:00, True
9.459108, 2021-06-08T14:39:58.2562780+08:00, True
9.463254, 2021-06-08T14:39:58.2607180+08:00, True
9.468479, 2021-06-08T14:39:58.2656950+08:00, True
9.473979, 2021-06-08T14:39:58.2712330+08:00, True
9.479948, 2021-06-08T14:39:58.2772190+08:00, True
9.48742, 2021-06-08T14:39:58.2874480+08:00, True
9.495501, 2021-06-08T14:39:58.2926860+08:00, True
9.49918, 2021-06-08T14:39:58.2964000+08:00, True
9.503669, 2021-06-08T14:39:58.3011370+08:00, True
9.507999, 2021-06-08T14:39:58.3052270+08:00, True
9.513684, 2021-06-08T14:39:58.3109160+08:00, True
9.51967, 2021-06-08T14:39:58.3168800+08:00, True
9.525832, 2021-06-08T14:39:58.3274650+08:00, True
9.535564, 2021-06-08T14:39:58.3328340+08:00, True
9.543238, 2021-06-08T14:39:58.3406950+08:00, True
9.547319, 2021-06-08T14:39:58.3444930+08:00, True
9.551192, 2021-06-08T14:39:58.3483560+08:00, True
9.555174, 2021-06-08T14:39:58.3523630+08:00, True
9.559796, 2021-06-08T14:39:58.3570340+08:00, True
9.564831, 2021-06-08T14:39:58.3623480+08:00, True
9.571342, 2021-06-08T14:39:58.3685560+08:00, True
9.576417, 2021-06-08T14:39:58.3736430+08:00, True
9.583566, 2021-06-08T14:39:58.3816710+08:00, True
9.591481, 2021-06-08T14:39:58.3886880+08:00, True
9.59519, 2021-06-08T14:39:58.3923670+08:00, True
9.599228, 2021-06-08T14:39:58.3964260+08:00, True
9.603951, 2021-06-08T14:39:58.4014800+08:00, True
9.611189, 2021-06-08T14:39:58.4083860+08:00, True
9.615443, 2021-06-08T14:39:58.4126310+08:00, True
9.620722, 2021-06-08T14:39:58.4183380+08:00, True
9.627396, 2021-06-08T14:39:58.4246080+08:00, True
9.632116, 2021-06-08T14:39:58.4294070+08:00, True
9.63935, 2021-06-08T14:39:58.4365670+08:00, True
9.644201, 2021-06-08T14:39:58.4417150+08:00, True
9.65168, 2021-06-08T14:39:58.4488580+08:00, True
9.655686, 2021-06-08T14:39:58.4529020+08:00, True
9.660848, 2021-06-08T14:39:58.4583110+08:00, True
9.667284, 2021-06-08T14:39:58.4644620+08:00, True
9.671834, 2021-06-08T14:39:58.4690760+08:00, True
9.677467, 2021-06-08T14:39:58.4747280+08:00, True
9.683532, 2021-06-08T14:39:58.4874310+08:00, True
9.695263, 2021-06-08T14:39:58.4924950+08:00, True
9.699426, 2021-06-08T14:39:58.4966340+08:00, True
9.703254, 2021-06-08T14:39:58.5006930+08:00, True
9.707151, 2021-06-08T14:39:58.5043350+08:00, True
9.711695, 2021-06-08T14:39:58.5089080+08:00, True
9.717358, 2021-06-08T14:39:58.5145520+08:00, True
9.723513, 2021-06-08T14:39:58.5265870+08:00, True
9.735368, 2021-06-08T14:39:58.5326170+08:00, True
9.739892, 2021-06-08T14:39:58.5373280+08:00, True
9.74327, 2021-06-08T14:39:58.5407810+08:00, True
9.747219, 2021-06-08T14:39:58.5443940+08:00, True
9.751266, 2021-06-08T14:39:58.5484770+08:00, True
9.756919, 2021-06-08T14:39:58.5541530+08:00, True
9.763352, 2021-06-08T14:39:58.5608750+08:00, True
9.768258, 2021-06-08T14:39:58.5654600+08:00, True
9.773671, 2021-06-08T14:39:58.5709330+08:00, True
9.780012, 2021-06-08T14:39:58.5838380+08:00, True
9.791828, 2021-06-08T14:39:58.5890840+08:00, True
9.799308, 2021-06-08T14:39:58.5965550+08:00, True
9.803333, 2021-06-08T14:39:58.6007770+08:00, True
9.807197, 2021-06-08T14:39:58.6043740+08:00, True
9.811129, 2021-06-08T14:39:58.6083070+08:00, True
9.815261, 2021-06-08T14:39:58.6124760+08:00, True
9.819433, 2021-06-08T14:39:58.6166200+08:00, True
9.824295, 2021-06-08T14:39:58.6234080+08:00, True
9.831353, 2021-06-08T14:39:58.6285630+08:00, True
9.839503, 2021-06-08T14:39:58.6367190+08:00, True
9.843346, 2021-06-08T14:39:58.6408960+08:00, True
9.847292, 2021-06-08T14:39:58.6445270+08:00, True
9.852782, 2021-06-08T14:39:58.6500020+08:00, True
9.859239, 2021-06-08T14:39:58.6564180+08:00, True
9.863418, 2021-06-08T14:39:58.6609180+08:00, True
9.869032, 2021-06-08T14:39:58.6663050+08:00, True
9.875235, 2021-06-08T14:39:58.6724420+08:00, True
9.880414, 2021-06-08T14:39:58.6874430+08:00, True
9.89562, 2021-06-08T14:39:58.6929960+08:00, True
9.903771, 2021-06-08T14:39:58.7012730+08:00, True
9.911161, 2021-06-08T14:39:58.7083440+08:00, True
9.915307, 2021-06-08T14:39:58.7124870+08:00, True
9.919318, 2021-06-08T14:39:58.7166000+08:00, True
9.923071, 2021-06-08T14:39:58.7206230+08:00, True
9.927279, 2021-06-08T14:39:58.7244960+08:00, True
9.93155, 2021-06-08T14:39:58.7288070+08:00, True
9.939553, 2021-06-08T14:39:58.7367860+08:00, True
9.94306, 2021-06-08T14:39:58.7405260+08:00, True
9.947321, 2021-06-08T14:39:58.7445160+08:00, True
9.951175, 2021-06-08T14:39:58.7483540+08:00, True
9.955191, 2021-06-08T14:39:58.7523950+08:00, True
9.95938, 2021-06-08T14:39:58.7566260+08:00, True
9.964334, 2021-06-08T14:39:58.7618040+08:00, True
9.969875, 2021-06-08T14:39:58.7670810+08:00, True
9.97548, 2021-06-08T14:39:58.7727490+08:00, True
9.980776, 2021-06-08T14:39:58.7875260+08:00, True
9.995243, 2021-06-08T14:39:58.7924500+08:00, True
9.99906, 2021-06-08T14:39:58.7962660+08:00, True
10.00377, 2021-06-08T14:39:58.8013590+08:00, True
10.01116, 2021-06-08T14:39:58.8083490+08:00, True
10.01521, 2021-06-08T14:39:58.8124330+08:00, True
10.01927, 2021-06-08T14:39:58.8164470+08:00, True
10.02316, 2021-06-08T14:39:58.8206080+08:00, True
10.02717, 2021-06-08T14:39:58.8244000+08:00, True
10.03136, 2021-06-08T14:39:58.8286130+08:00, True
10.03693, 2021-06-08T14:39:58.8341750+08:00, True
10.04354, 2021-06-08T14:39:58.8410340+08:00, True
10.0482, 2021-06-08T14:39:58.8453870+08:00, True
