t, x1, y1, z1, scale_x1, scale_y1, scale_z1, x2, y2, z2, scale_x2, scale_y2, scale_z2, stimulusOn
0.02, 2021-08-19T16:54:44.4813610+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.12, 2021-08-19T16:54:45.3782140+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.22, 2021-08-19T16:54:45.5951460+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.2673921, 2021-08-19T16:54:45.6422780+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.278693, 2021-08-19T16:54:45.6540050+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.2913584, 2021-08-19T16:54:45.6664970+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.3030074, 2021-08-19T16:54:45.6782400+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.3168097, 2021-08-19T16:54:45.6917220+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.3285261, 2021-08-19T16:54:45.7039910+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.3430835, 2021-08-19T16:54:45.7182950+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.3583533, 2021-08-19T16:54:45.7336340+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.3710082, 2021-08-19T16:54:45.7462600+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.3858675, 2021-08-19T16:54:45.7614320+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.4032164, 2021-08-19T16:54:45.7782650+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.4208265, 2021-08-19T16:54:45.7959210+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.4390095, 2021-08-19T16:54:45.8141960+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.4553707, 2021-08-19T16:54:45.8308050+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.475078, 2021-08-19T16:54:45.8501200+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.4915735, 2021-08-19T16:54:45.8668320+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5018056, 2021-08-19T16:54:45.8763840+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5074487, 2021-08-19T16:54:45.8819760+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5134938, 2021-08-19T16:54:45.8880080+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5178457, 2021-08-19T16:54:45.8924090+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5231085, 2021-08-19T16:54:45.8976750+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5296103, 2021-08-19T16:54:45.9042000+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5343121, 2021-08-19T16:54:45.9088160+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5391698, 2021-08-19T16:54:45.9136890+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5459178, 2021-08-19T16:54:45.9204440+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5496923, 2021-08-19T16:54:45.9241820+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5543557, 2021-08-19T16:54:45.9288860+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.559323, 2021-08-19T16:54:45.9338520+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.565779, 2021-08-19T16:54:45.9402990+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5697743, 2021-08-19T16:54:45.9442870+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5743517, 2021-08-19T16:54:45.9488870+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5792924, 2021-08-19T16:54:45.9538290+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5857308, 2021-08-19T16:54:45.9602310+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.589649, 2021-08-19T16:54:45.9641420+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5946432, 2021-08-19T16:54:45.9691490+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.5999693, 2021-08-19T16:54:45.9744740+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6057817, 2021-08-19T16:54:45.9802800+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6095098, 2021-08-19T16:54:45.9839850+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6141831, 2021-08-19T16:54:45.9886850+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6185545, 2021-08-19T16:54:45.9931420+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6232716, 2021-08-19T16:54:45.9978080+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6294752, 2021-08-19T16:54:46.0039610+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6333914, 2021-08-19T16:54:46.0078700+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6375568, 2021-08-19T16:54:46.0120360+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6424109, 2021-08-19T16:54:46.0169280+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6466636, 2021-08-19T16:54:46.0212270+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6513633, 2021-08-19T16:54:46.0258670+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6580318, 2021-08-19T16:54:46.0325110+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6616694, 2021-08-19T16:54:46.0361850+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6673364, 2021-08-19T16:54:46.0419160+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6738986, 2021-08-19T16:54:46.0484160+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6775655, 2021-08-19T16:54:46.0520510+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6817708, 2021-08-19T16:54:46.0562850+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6862989, 2021-08-19T16:54:46.0608380+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6909146, 2021-08-19T16:54:46.0654600+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.6954542, 2021-08-19T16:54:46.0700240+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7015991, 2021-08-19T16:54:46.0761050+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7056544, 2021-08-19T16:54:46.0801600+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7107259, 2021-08-19T16:54:46.0852720+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7153094, 2021-08-19T16:54:46.0898640+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7216151, 2021-08-19T16:54:46.0961830+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7264429, 2021-08-19T16:54:46.1009540+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7310653, 2021-08-19T16:54:46.1055860+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7354789, 2021-08-19T16:54:46.1100510+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7414541, 2021-08-19T16:54:46.1159690+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7455623, 2021-08-19T16:54:46.1200690+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7497882, 2021-08-19T16:54:46.1243680+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7552145, 2021-08-19T16:54:46.1297830+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7615144, 2021-08-19T16:54:46.1360760+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7655359, 2021-08-19T16:54:46.1400640+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7694923, 2021-08-19T16:54:46.1440040+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7737089, 2021-08-19T16:54:46.1482270+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7783101, 2021-08-19T16:54:46.1528560+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7829463, 2021-08-19T16:54:46.1575250+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7877351, 2021-08-19T16:54:46.1623410+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7935936, 2021-08-19T16:54:46.1681760+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.7980975, 2021-08-19T16:54:46.1726070+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8023499, 2021-08-19T16:54:46.1769390+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8069397, 2021-08-19T16:54:46.1814680+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8113697, 2021-08-19T16:54:46.1859020+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8174534, 2021-08-19T16:54:46.1919510+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8215742, 2021-08-19T16:54:46.1961220+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8256115, 2021-08-19T16:54:46.2001110+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8306481, 2021-08-19T16:54:46.2052620+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8355406, 2021-08-19T16:54:46.2100530+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8419666, 2021-08-19T16:54:46.2165290+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8455185, 2021-08-19T16:54:46.2200270+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8502325, 2021-08-19T16:54:46.2247710+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8546951, 2021-08-19T16:54:46.2292610+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8594422, 2021-08-19T16:54:46.2340110+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8659369, 2021-08-19T16:54:46.2404530+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8698106, 2021-08-19T16:54:46.2443390+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8744066, 2021-08-19T16:54:46.2489790+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8834412, 2021-08-19T16:54:46.2598330+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8901305, 2021-08-19T16:54:46.2646670+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8935705, 2021-08-19T16:54:46.2680950+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.8978079, 2021-08-19T16:54:46.2723010+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9015401, 2021-08-19T16:54:46.2760370+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9057868, 2021-08-19T16:54:46.2802630+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9094906, 2021-08-19T16:54:46.2839890+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.915095, 2021-08-19T16:54:46.2896170+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9191571, 2021-08-19T16:54:46.2936770+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9258327, 2021-08-19T16:54:46.3003500+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9295208, 2021-08-19T16:54:46.3040600+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9336945, 2021-08-19T16:54:46.3082350+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9387039, 2021-08-19T16:54:46.3132510+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9431809, 2021-08-19T16:54:46.3177250+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9505491, 2021-08-19T16:54:46.3250410+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9535799, 2021-08-19T16:54:46.3280820+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9581987, 2021-08-19T16:54:46.3327320+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.962915, 2021-08-19T16:54:46.3375490+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.969515, 2021-08-19T16:54:46.3440070+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9764508, 2021-08-19T16:54:46.3514480+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9814779, 2021-08-19T16:54:46.3560160+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9857885, 2021-08-19T16:54:46.3603020+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.9895446, 2021-08-19T16:54:46.3640600+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
0.993638, 2021-08-19T16:54:46.3681350+08:00, -25.65151, 0, 70.47694, 1, 1, 1, 0, 0, 10, 1, 1, 1, True
