t, stimulusOn
0.02, 2021-08-19T17:05:56.6367320+08:00, True
0.12, 2021-08-19T17:05:57.6388430+08:00, True
0.22, 2021-08-19T17:05:57.9453420+08:00, True
0.2672656, 2021-08-19T17:05:57.9925800+08:00, True
0.3043453, 2021-08-19T17:05:58.0288160+08:00, True
0.3158561, 2021-08-19T17:05:58.0406120+08:00, True
0.3245094, 2021-08-19T17:05:58.0492580+08:00, True
0.3351255, 2021-08-19T17:05:58.0600980+08:00, True
0.3447434, 2021-08-19T17:05:58.0695870+08:00, True
0.3567954, 2021-08-19T17:05:58.0817620+08:00, True
0.3665456, 2021-08-19T17:05:58.0916820+08:00, True
0.3773913, 2021-08-19T17:05:58.1022190+08:00, True
0.3884981, 2021-08-19T17:05:58.1132020+08:00, True
0.4026759, 2021-08-19T17:05:58.1277520+08:00, True
0.4167244, 2021-08-19T17:05:58.1414260+08:00, True
0.4325038, 2021-08-19T17:05:58.1577230+08:00, True
0.4487245, 2021-08-19T17:05:58.1734790+08:00, True
0.4630824, 2021-08-19T17:05:58.1881720+08:00, True
0.4800312, 2021-08-19T17:05:58.2049530+08:00, True
0.4941623, 2021-08-19T17:05:58.2190830+08:00, True
0.5051523, 2021-08-19T17:05:58.2296430+08:00, True
0.5122617, 2021-08-19T17:05:58.2366540+08:00, True
0.515732, 2021-08-19T17:05:58.2401410+08:00, True
0.5205455, 2021-08-19T17:05:58.2449800+08:00, True
0.5250903, 2021-08-19T17:05:58.2494880+08:00, True
0.5296228, 2021-08-19T17:05:58.2540180+08:00, True
0.5359191, 2021-08-19T17:05:58.2603030+08:00, True
0.539826, 2021-08-19T17:05:58.2642340+08:00, True
0.5443988, 2021-08-19T17:05:58.2688130+08:00, True
0.5487485, 2021-08-19T17:05:58.2731580+08:00, True
0.5538418, 2021-08-19T17:05:58.2782360+08:00, True
0.5602953, 2021-08-19T17:05:58.2847120+08:00, True
0.5637197, 2021-08-19T17:05:58.2881210+08:00, True
0.5678915, 2021-08-19T17:05:58.2922700+08:00, True
0.5722519, 2021-08-19T17:05:58.2966610+08:00, True
0.5767891, 2021-08-19T17:05:58.3011930+08:00, True
0.5817048, 2021-08-19T17:05:58.3061280+08:00, True
0.5879222, 2021-08-19T17:05:58.3123080+08:00, True
0.5916913, 2021-08-19T17:05:58.3160540+08:00, True
0.5958308, 2021-08-19T17:05:58.3202180+08:00, True
0.5997647, 2021-08-19T17:05:58.3241440+08:00, True
0.6037701, 2021-08-19T17:05:58.3281950+08:00, True
0.6076334, 2021-08-19T17:05:58.3320160+08:00, True
0.6119155, 2021-08-19T17:05:58.3363160+08:00, True
0.6159555, 2021-08-19T17:05:58.3403590+08:00, True
0.6204667, 2021-08-19T17:05:58.3449140+08:00, True
0.624651, 2021-08-19T17:05:58.3490610+08:00, True
0.6290612, 2021-08-19T17:05:58.3534520+08:00, True
0.6327611, 2021-08-19T17:05:58.3571580+08:00, True
0.6371056, 2021-08-19T17:05:58.3615110+08:00, True
0.6415897, 2021-08-19T17:05:58.3660150+08:00, True
0.6477935, 2021-08-19T17:05:58.3721870+08:00, True
0.6521907, 2021-08-19T17:05:58.3765790+08:00, True
0.6556369, 2021-08-19T17:05:58.3800100+08:00, True
0.6597797, 2021-08-19T17:05:58.3841720+08:00, True
0.6636529, 2021-08-19T17:05:58.3880510+08:00, True
0.6677597, 2021-08-19T17:05:58.3921380+08:00, True
0.671739, 2021-08-19T17:05:58.3961440+08:00, True
0.6756493, 2021-08-19T17:05:58.4000580+08:00, True
0.6797481, 2021-08-19T17:05:58.4041760+08:00, True
0.6879677, 2021-08-19T17:05:58.4160730+08:00, True
0.6957606, 2021-08-19T17:05:58.4201370+08:00, True
0.6998385, 2021-08-19T17:05:58.4242340+08:00, True
0.703659, 2021-08-19T17:05:58.4280510+08:00, True
0.7076524, 2021-08-19T17:05:58.4320510+08:00, True
0.7116402, 2021-08-19T17:05:58.4360110+08:00, True
0.7155853, 2021-08-19T17:05:58.4399830+08:00, True
0.7196953, 2021-08-19T17:05:58.4440760+08:00, True
