t, stimulusOn
19.50878, 2021-08-19T17:08:04.5211280+08:00, True
19.51294, 2021-08-19T17:08:04.5252860+08:00, True
19.5167, 2021-08-19T17:08:04.5290280+08:00, True
19.52082, 2021-08-19T17:08:04.5353180+08:00, True
19.52924, 2021-08-19T17:08:04.5415940+08:00, True
19.53272, 2021-08-19T17:08:04.5450690+08:00, True
19.53684, 2021-08-19T17:08:04.5491900+08:00, True
19.54113, 2021-08-19T17:08:04.5535000+08:00, True
19.57271, 2021-08-19T17:08:04.5850820+08:00, True
19.58093, 2021-08-19T17:08:04.5933760+08:00, True
19.58486, 2021-08-19T17:08:04.5971950+08:00, True
19.58875, 2021-08-19T17:08:04.6011390+08:00, True
19.59286, 2021-08-19T17:08:04.6051960+08:00, True
19.67075, 2021-08-19T17:08:04.6833500+08:00, True
19.67763, 2021-08-19T17:08:04.6901460+08:00, True
19.68065, 2021-08-19T17:08:04.6929860+08:00, True
19.6848, 2021-08-19T17:08:04.6972120+08:00, True
19.68889, 2021-08-19T17:08:04.7012350+08:00, True
19.69305, 2021-08-19T17:08:04.7053890+08:00, True
19.69673, 2021-08-19T17:08:04.7090540+08:00, True
19.70078, 2021-08-19T17:08:04.7131360+08:00, True
19.7048, 2021-08-19T17:08:04.7171370+08:00, True
19.70877, 2021-08-19T17:08:04.7211070+08:00, True
19.71271, 2021-08-19T17:08:04.7250460+08:00, True
19.71684, 2021-08-19T17:08:04.7291650+08:00, True
19.72078, 2021-08-19T17:08:04.7331250+08:00, True
19.72475, 2021-08-19T17:08:04.7370850+08:00, True
19.7289, 2021-08-19T17:08:04.7412510+08:00, True
19.73268, 2021-08-19T17:08:04.7450600+08:00, True
19.73676, 2021-08-19T17:08:04.7491120+08:00, True
19.74097, 2021-08-19T17:08:04.7533710+08:00, True
19.74497, 2021-08-19T17:08:04.7573180+08:00, True
19.74913, 2021-08-19T17:08:04.7615110+08:00, True
19.75273, 2021-08-19T17:08:04.7650830+08:00, True
19.75687, 2021-08-19T17:08:04.7692170+08:00, True
19.76093, 2021-08-19T17:08:04.7733010+08:00, True
19.76495, 2021-08-19T17:08:04.7773650+08:00, True
19.76882, 2021-08-19T17:08:04.7812100+08:00, True
19.77282, 2021-08-19T17:08:04.7851480+08:00, True
19.77683, 2021-08-19T17:08:04.7891630+08:00, True
