t, stimulusOn
13.76075, 2021-08-19T17:07:58.7652020+08:00, True
13.76474, 2021-08-19T17:07:58.7691850+08:00, True
13.7688, 2021-08-19T17:07:58.7733260+08:00, True
13.77273, 2021-08-19T17:07:58.7772300+08:00, True
13.77672, 2021-08-19T17:07:58.7811940+08:00, True
13.7807, 2021-08-19T17:07:58.7851880+08:00, True
13.78483, 2021-08-19T17:07:58.7892960+08:00, True
13.7887, 2021-08-19T17:07:58.7931590+08:00, True
13.79253, 2021-08-19T17:07:58.7969760+08:00, True
13.79668, 2021-08-19T17:07:58.8011340+08:00, True
13.80073, 2021-08-19T17:07:58.8051780+08:00, True
13.8048, 2021-08-19T17:07:58.8092220+08:00, True
13.80857, 2021-08-19T17:07:58.8129930+08:00, True
13.81272, 2021-08-19T17:07:58.8171640+08:00, True
13.81664, 2021-08-19T17:07:58.8210700+08:00, True
13.82072, 2021-08-19T17:07:58.8251690+08:00, True
13.82476, 2021-08-19T17:07:58.8291910+08:00, True
13.8286, 2021-08-19T17:07:58.8330400+08:00, True
13.83277, 2021-08-19T17:07:58.8372200+08:00, True
13.83667, 2021-08-19T17:07:58.8411110+08:00, True
13.84064, 2021-08-19T17:07:58.8451090+08:00, True
13.84471, 2021-08-19T17:07:58.8491600+08:00, True
13.84867, 2021-08-19T17:07:58.8531200+08:00, True
13.85265, 2021-08-19T17:07:58.8570950+08:00, True
13.85663, 2021-08-19T17:07:58.8611550+08:00, True
13.86051, 2021-08-19T17:07:58.8649770+08:00, True
13.86478, 2021-08-19T17:07:58.8692230+08:00, True
13.86868, 2021-08-19T17:07:58.8731690+08:00, True
13.87266, 2021-08-19T17:07:58.8771020+08:00, True
13.87665, 2021-08-19T17:07:58.8810890+08:00, True
13.88071, 2021-08-19T17:07:58.8851680+08:00, True
13.88471, 2021-08-19T17:07:58.8891490+08:00, True
13.88862, 2021-08-19T17:07:58.8930590+08:00, True
13.89267, 2021-08-19T17:07:58.8971140+08:00, True
13.89668, 2021-08-19T17:07:58.9011200+08:00, True
13.9011, 2021-08-19T17:07:58.9055800+08:00, True
14.00111, 2021-08-19T17:07:59.0139860+08:00, True
14.04123, 2021-08-19T17:07:59.0539960+08:00, True
14.04463, 2021-08-19T17:07:59.0569340+08:00, True
14.04883, 2021-08-19T17:07:59.0611520+08:00, True
14.05278, 2021-08-19T17:07:59.0650910+08:00, True
14.05677, 2021-08-19T17:07:59.0690670+08:00, True
14.06065, 2021-08-19T17:07:59.0729770+08:00, True
14.06485, 2021-08-19T17:07:59.0771430+08:00, True
14.0686, 2021-08-19T17:07:59.0808990+08:00, True
14.07287, 2021-08-19T17:07:59.0852010+08:00, True
14.07676, 2021-08-19T17:07:59.0890690+08:00, True
14.08086, 2021-08-19T17:07:59.0932200+08:00, True
14.08485, 2021-08-19T17:07:59.0971520+08:00, True
14.08893, 2021-08-19T17:07:59.1012600+08:00, True
14.09285, 2021-08-19T17:07:59.1051760+08:00, True
14.097, 2021-08-19T17:07:59.1093420+08:00, True
14.10085, 2021-08-19T17:07:59.1132020+08:00, True
14.10479, 2021-08-19T17:07:59.1171120+08:00, True
14.10887, 2021-08-19T17:07:59.1212230+08:00, True
14.11296, 2021-08-19T17:07:59.1252790+08:00, True
14.1168, 2021-08-19T17:07:59.1291290+08:00, True
14.12092, 2021-08-19T17:07:59.1332710+08:00, True
14.12479, 2021-08-19T17:07:59.1371290+08:00, True
14.12895, 2021-08-19T17:07:59.1413250+08:00, True
14.13273, 2021-08-19T17:07:59.1450480+08:00, True
14.13688, 2021-08-19T17:07:59.1492180+08:00, True
14.14086, 2021-08-19T17:07:59.1532050+08:00, True
14.14469, 2021-08-19T17:07:59.1570170+08:00, True
14.14889, 2021-08-19T17:07:59.1611900+08:00, True
14.15269, 2021-08-19T17:07:59.1649880+08:00, True
14.1566, 2021-08-19T17:07:59.1689020+08:00, True
14.16092, 2021-08-19T17:07:59.1732440+08:00, True
14.1648, 2021-08-19T17:07:59.1771050+08:00, True
14.16868, 2021-08-19T17:07:59.1809840+08:00, True
14.17286, 2021-08-19T17:07:59.1851660+08:00, True
14.17679, 2021-08-19T17:07:59.1890980+08:00, True
14.18081, 2021-08-19T17:07:59.1931340+08:00, True
14.18473, 2021-08-19T17:07:59.1970530+08:00, True
14.18877, 2021-08-19T17:07:59.2011090+08:00, True
14.19273, 2021-08-19T17:07:59.2050420+08:00, True
14.19686, 2021-08-19T17:07:59.2091750+08:00, True
14.20072, 2021-08-19T17:07:59.2130650+08:00, True
14.20473, 2021-08-19T17:07:59.2170410+08:00, True
14.20886, 2021-08-19T17:07:59.2211950+08:00, True
14.21278, 2021-08-19T17:07:59.2251010+08:00, True
14.21676, 2021-08-19T17:07:59.2290690+08:00, True
14.22063, 2021-08-19T17:07:59.2329720+08:00, True
14.22479, 2021-08-19T17:07:59.2371140+08:00, True
14.22875, 2021-08-19T17:07:59.2410640+08:00, True
14.23705, 2021-08-19T17:07:59.2526980+08:00, True
14.24513, 2021-08-19T17:07:59.2574950+08:00, True
14.24877, 2021-08-19T17:07:59.2610780+08:00, True
14.25275, 2021-08-19T17:07:59.2650760+08:00, True
14.25684, 2021-08-19T17:07:59.2691920+08:00, True
14.26082, 2021-08-19T17:07:59.2731740+08:00, True
14.26484, 2021-08-19T17:07:59.2771790+08:00, True
14.2686, 2021-08-19T17:07:59.2809100+08:00, True
14.2728, 2021-08-19T17:07:59.2851210+08:00, True
14.27669, 2021-08-19T17:07:59.2890210+08:00, True
14.28083, 2021-08-19T17:07:59.2931820+08:00, True
14.28473, 2021-08-19T17:07:59.2970390+08:00, True
14.28875, 2021-08-19T17:07:59.3010670+08:00, True
14.29274, 2021-08-19T17:07:59.3050550+08:00, True
14.29681, 2021-08-19T17:07:59.3091320+08:00, True
14.30069, 2021-08-19T17:07:59.3130190+08:00, True
14.30473, 2021-08-19T17:07:59.3170570+08:00, True
14.30878, 2021-08-19T17:07:59.3210940+08:00, True
14.3128, 2021-08-19T17:07:59.3251220+08:00, True
14.31675, 2021-08-19T17:07:59.3290710+08:00, True
14.32092, 2021-08-19T17:07:59.3332650+08:00, True
14.32477, 2021-08-19T17:07:59.3370900+08:00, True
14.32879, 2021-08-19T17:07:59.3411150+08:00, True
14.33281, 2021-08-19T17:07:59.3451380+08:00, True
14.33671, 2021-08-19T17:07:59.3490340+08:00, True
14.34077, 2021-08-19T17:07:59.3531090+08:00, True
14.34478, 2021-08-19T17:07:59.3570950+08:00, True
14.34886, 2021-08-19T17:07:59.3611710+08:00, True
14.35273, 2021-08-19T17:07:59.3650450+08:00, True
14.35682, 2021-08-19T17:07:59.3691410+08:00, True
14.36075, 2021-08-19T17:07:59.3730810+08:00, True
