t, stimulusOn
0.02, False
0.12, False
0.22, False
0.3055431, False
0.309209, False
0.3126025, False
0.3164536, False
0.3232048, False
0.3307877, False
0.3390439, False
0.3480617, False
0.3564963, False
0.3648297, False
0.3731924, False
0.3823105, False
0.3902493, False
0.3975185, False
0.404864, False
0.4126213, False
0.4194632, False
0.427079, False
0.4340274, False
0.4411932, False
0.4474365, False
0.4545487, False
0.4613606, False
0.4682455, False
0.4750827, False
0.4810307, False
0.4877855, False
0.4937388, False
0.5003156, False
0.5066689, False
0.5128406, False
0.5193042, False
0.5275844, False
0.5332178, False
0.5397184, False
0.5466146, False
0.5527499, False
0.5582351, False
0.5647973, False
0.5707695, False
0.5765173, False
0.5821248, False
0.5888931, False
0.5947709, False
0.6006362, False
0.6057528, False
0.6119907, False
0.6173056, False
0.6241133, False
0.6290912, False
0.6341875, False
0.6408632, False
0.6446005, False
0.6496935, False
0.6553108, False
0.6605736, False
0.6655897, False
0.6703021, False
0.6764846, False
0.680847, False
0.6852375, False
0.6900263, False
0.6950189, False
0.7008545, False
0.7048073, False
0.7100061, False
0.7144348, False
0.7207985, False
0.7244936, False
0.7288655, False
0.7335952, False
0.7388312, False
0.7447154, False
0.7484905, False
0.7526959, False
0.7576665, False
0.7623007, False
0.7688493, False
0.7726543, False
0.7766935, False
0.7816092, False
0.7860447, False
0.7909557, False
0.796883, False
0.8007146, False
0.805905, False
0.8102881, False
0.8166772, False
0.8207026, False
0.8247322, False
0.829578, False
0.834012, False
0.8391436, False
0.8449926, False
0.8487864, False
0.8531708, False
0.8580072, False
0.8627629, False
0.8688373, False
0.872566, False
0.8768971, False
0.8816713, False
0.8864307, False
0.8925909, False
0.8966696, False
0.9011892, False
0.9054468, False
0.9104289, False
0.9170303, False
0.9206456, False
0.925014, False
0.9302693, False
0.9369172, False
0.9405721, False
0.9448032, False
0.9489981, False
0.9537932, False
0.958673, False
0.9646626, False
0.9686017, False
0.9729572, False
0.9777701, False
0.9825644, False
0.9884544, False
0.9926271, False
0.9971282, False
1.001861, False
1.009299, False
1.022121, False
1.028963, False
1.032495, False
1.036844, False
1.045095, False
1.04843, False
1.052791, False
1.056557, False
1.060701, False
1.06468, False
1.068507, False
1.072587, False
1.07652, False
1.080531, False
1.084632, False
1.088475, False
1.092405, False
1.096549, False
1.100481, False
1.104542, False
1.108799, False
1.113922, False
1.118073, False
1.124668, False
1.128609, False
1.132775, False
1.13794, False
1.141953, False
1.146718, False
1.152871, False
1.156646, False
1.161288, False
1.166095, False
1.171096, False
1.176735, False
1.180837, False
1.184994, False
1.189792, False
1.194656, False
1.201135, False
1.20474, False
1.209239, False
1.214078, False
1.221003, False
1.225, False
1.230427, False
1.236861, False
1.242394, False
1.249107, False
1.253131, False
1.258277, False
1.264978, False
1.269264, False
1.274624, False
1.280773, False
1.286258, False
1.292654, False
1.296867, False
1.303421, False
1.309304, False
1.31446, False
1.321081, False
1.325505, False
1.331353, False
1.337653, False
1.342582, False
1.348901, False
1.354058, False
1.358557, False
1.364903, False
1.370104, False
1.375123, False
1.38107, False
1.386304, False
1.392806, False
1.397237, False
1.402739, False
1.409057, False
1.426699, True
1.464878, True
1.472693, True
1.477918, True
1.484855, True
1.488485, True
1.49267, True
1.496758, True
1.500759, True
1.504671, True
1.508638, True
1.512564, True
1.516632, False
1.524655, False
1.528454, False
1.532872, False
1.53744, False
1.543073, False
1.549141, False
1.55516, False
1.561066, False
1.56627, False
1.572921, False
1.577183, False
1.582362, False
1.588722, False
1.593043, False
1.598954, False
1.604863, False
1.609952, False
1.615717, False
1.621665, False
1.6272, False
1.633014, False
1.638884, False
1.644646, False
1.649346, False
1.656625, False
1.661041, False
1.66681, False
1.67291, False
1.678401, False
1.684983, False
1.689854, False
1.698764, False
1.70483, False
1.708683, False
1.713198, False
1.719459, False
1.724809, False
1.730178, False
1.73698, False
1.741201, False
1.746593, False
1.753066, False
1.75797, False
1.76504, False
1.768646, False
1.774925, False
1.780664, False
1.78601, False
1.792767, False
1.796869, False
1.802482, False
1.808707, False
1.813355, False
1.818548, False
1.825054, False
1.828784, False
1.83362, False
1.83825, False
1.852116, False
1.856855, False
1.862449, True
1.86922, True
1.872503, True
1.876522, True
1.880657, True
1.884619, True
1.888495, True
1.892572, True
1.896486, True
1.900495, True
1.904606, True
1.909125, True
1.914374, True
1.919147, True
1.924953, True
1.930328, True
1.936935, True
1.941547, True
1.946631, True
1.952792, True
1.957368, True
1.96221, False
1.966832, False
1.972608, False
1.976725, False
1.981247, False
1.986126, False
1.990951, False
1.996827, False
2.000673, False
2.005916, False
2.010239, False
2.016539, False
2.0207, False
2.024658, False
2.029746, False
2.033842, False
2.03868, False
2.044825, False
2.048646, False
2.052814, False
2.057818, False
2.062538, False
2.068705, False
2.072418, False
2.076629, False
2.08211, False
2.088827, False
2.092522, False
2.096657, False
2.101487, False
2.105773, False
2.110656, False
2.11663, False
2.120775, False
2.125058, False
2.129963, False
2.136385, True
2.140595, True
2.144881, True
2.160571, True
2.164701, True
2.16847, True
2.172699, True
2.176345, True
2.180518, True
2.184476, True
2.188505, True
2.192536, True
2.196574, True
2.200627, True
2.20448, True
2.208437, True
2.212474, True
2.216617, True
2.220748, True
2.225257, True
2.230005, True
2.23479, False
2.240732, False
2.244659, False
2.249446, False
2.253626, False
2.258651, False
2.264475, False
2.268424, False
2.273309, False
2.277692, False
2.282496, False
2.288498, False
2.292556, False
2.297088, False
2.301604, False
2.306652, False
2.312921, False
2.316738, False
2.320984, False
2.325343, False
2.330162, False
2.336549, False
2.34046, False
2.344615, False
2.348941, False
2.353563, False
2.358425, False
2.364917, False
2.368473, False
2.372716, False
2.377556, False
2.382227, False
2.38882, False
2.392468, False
2.39664, False
2.401331, False
2.406583, False
2.412849, False
2.416692, False
2.420979, False
2.425361, False
2.430072, False
2.436382, True
2.440635, True
2.444641, True
2.449708, True
2.453752, True
2.458731, True
2.464827, True
2.468612, True
2.472927, True
2.477731, True
2.482505, True
2.488802, True
2.492558, True
2.497257, True
2.501637, True
2.50661, True
2.512546, True
2.51664, True
2.521537, True
2.525979, True
2.530745, True
2.536807, False
2.540442, False
2.544908, False
2.549864, False
2.554855, False
2.560588, False
2.56438, False
2.568738, False
2.573464, False
2.578272, False
2.582977, False
2.588995, False
2.593558, False
2.597924, False
2.605044, False
2.608601, False
2.612695, False
2.617405, False
2.621845, False
2.62671, False
2.632942, False
2.640822, False
2.648514, False
2.656723, False
2.660501, False
2.664687, False
2.668517, False
2.672459, False
2.676714, False
2.680533, False
2.68453, False
2.688597, False
2.692568, False
2.697379, False
2.701632, False
2.70657, False
2.712839, False
2.716488, False
2.720696, False
2.725475, False
2.730319, False
2.736536, False
2.740656, False
2.744719, False
2.749608, False
2.754108, False
2.775231, False
2.780902, False
2.784576, False
2.788571, False
2.792532, False
2.796524, False
2.800661, False
2.804392, False
2.808614, False
2.812522, False
2.816477, False
2.82038, False
2.824625, False
2.828591, False
2.83247, False
2.83652, False
2.840593, False
2.844593, False
2.848505, False
2.854125, False
2.860573, False
2.864994, False
2.86997, False
2.87488, False
2.880844, False
2.884574, False
2.888732, False
