t, stimulusOn
0.02, False
0.12, False
0.22, False
0.2949452, False
0.3080754, False
0.3252465, False
0.3445148, False
0.3484375, False
0.352261, False
0.356611, False
0.3601511, False
0.3644645, False
0.3724199, False
0.3798107, False
0.3879898, False
0.3959584, False
0.4036784, False
0.4105833, False
0.4181923, False
0.4254813, False
0.4330156, False
0.4406913, False
0.4467743, False
0.4532352, False
0.4603538, False
0.4676985, False
0.4736428, False
0.4803089, False
0.487294, False
0.4937372, False
0.499835, False
0.5061696, False
0.5127902, False
0.5191918, False
0.5247383, False
0.5308484, False
0.5373244, False
0.54289, False
0.5484875, False
0.5543638, False
0.5607451, False
0.5660707, False
0.5727649, False
0.5781199, False
0.5841777, False
0.5966644, False
0.600288, False
0.6044174, False
0.6081967, False
0.6123669, False
0.6161717, False
0.6217963, False
0.6283786, False
0.6322928, False
0.6370608, False
0.6417682, False
0.6484653, False
0.6524777, False
0.6578425, False
0.6623986, False
0.668604, False
0.672466, False
0.6779778, False
0.6847956, False
0.6883178, False
0.6929193, False
0.6974779, False
0.7024288, False
0.7085817, False
0.7123006, False
0.716543, False
0.7213125, False
0.7266517, False
0.7325251, False
0.7361481, False
0.7404939, False
0.7452308, False
0.749963, False
0.756306, False
0.7602186, False
0.7646726, False
0.7690712, False
0.7744399, False
0.7808632, False
0.7841561, False
0.7884628, False
0.7935625, False
0.7978952, False
0.8044441, False
0.8082759, False
0.8127801, False
0.8171816, False
0.8216608, False
0.8284075, False
0.8322335, False
0.8365631, False
0.853658, True
0.8919569, True
0.900665, True
0.9041984, True
0.9083797, True
0.9121884, True
0.9163288, True
0.9202279, True
0.924419, True
0.9282516, True
0.9322232, True
0.9363567, True
0.940466, True
0.9443833, False
0.9523352, False
0.9563186, False
0.9603208, False
0.9643052, False
0.9683102, False
0.9723222, False
0.9763637, False
0.9800994, False
0.9843922, False
0.9881837, False
0.992421, False
0.9965203, False
1.00098, False
1.005914, False
1.01271, False
1.016261, False
1.020363, False
1.025277, False
1.029626, False
1.03441, False
1.0405, False
1.044477, False
1.048719, False
1.053432, False
1.060663, False
1.064273, False
1.068462, False
1.072342, False
1.077772, False
1.082137, False
1.088495, False
1.092193, False
1.0966, False
1.101244, False
1.105621, False
1.112817, False
1.116296, False
1.120172, False
1.125232, False
1.129551, False
1.134345, False
1.140436, False
1.144483, False
1.148612, False
1.153297, False
1.158635, False
1.164317, False
1.168324, False
1.172412, False
1.177577, False
1.18195, False
1.188397, False
1.19221, False
1.196504, False
1.201276, False
1.205616, False
1.210274, False
1.216729, False
1.220325, False
1.225234, False
1.229722, False
1.234435, False
1.240505, False
1.244341, False
1.249024, False
1.253392, False
1.258662, False
1.264357, False
1.268281, False
1.27259, False
1.277225, False
1.282043, False
1.290185, True
1.297323, True
1.300133, True
1.304247, True
1.30845, True
1.31226, True
1.31631, True
1.32107, True
1.325271, True
1.330279, True
1.336339, True
1.340239, True
1.344434, True
1.349359, True
1.354104, True
1.360321, True
1.364235, True
1.368668, True
1.373459, True
1.378139, True
1.384598, True
1.388286, False
1.393097, False
1.397482, False
1.402266, False
1.408551, False
1.412391, False
1.416617, False
1.421429, False
1.426745, False
1.43252, False
1.436301, False
1.440463, False
1.445784, False
1.450199, False
1.456511, False
1.460405, False
1.464603, False
1.469558, False
1.474797, False
1.480379, False
1.484361, False
1.488443, False
1.49283, False
1.497717, False
1.513355, False
1.516125, False
1.520367, False
1.524126, False
1.528274, False
1.532198, False
1.536399, False
1.540421, False
1.597538, False
1.604986, False
1.612938, False
1.616265, False
1.62046, False
1.624381, False
1.628441, False
1.632243, False
1.636248, False
1.640456, False
1.644306, False
1.648208, False
1.652189, False
1.656455, False
1.660033, False
1.664242, False
1.668245, False
1.672325, False
1.67677, False
1.681623, False
1.686511, False
1.692498, False
1.696729, False
1.701152, False
1.705978, False
1.712679, False
1.716423, False
1.720985, False
1.725427, True
1.730488, True
1.73622, True
1.740265, True
1.744706, True
1.749658, True
1.754433, True
1.760341, True
1.764427, True
1.769028, True
1.773793, True
1.778124, True
1.784623, True
1.788379, True
1.793346, True
1.797652, True
1.802437, True
1.808356, True
1.813022, True
1.817823, True
1.822801, True
1.828777, False
1.83363, False
1.838686, False
1.844779, False
1.849757, False
1.854726, False
1.860463, False
1.864419, False
1.869218, False
1.874602, False
1.880419, False
1.88466, False
1.889571, False
1.894288, False
1.900809, False
1.904357, False
1.909416, False
1.913829, False
1.918636, False
1.924287, False
1.928294, False
1.932915, False
1.937636, False
1.942525, False
1.948446, False
1.952673, False
1.957091, False
1.961812, False
1.96683, False
1.972425, False
1.977543, False
1.982095, False
1.987059, False
1.992851, False
1.997224, False
2.002082, False
2.00856, False
2.012389, False
2.016614, False
2.021411, False
2.026164, False
2.03229, False
2.036221, False
2.040787, False
2.045409, False
2.050124, False
2.056581, False
2.060344, False
2.064648, False
2.06991, False
2.076832, False
2.08065, False
2.086212, False
2.092228, False
2.096546, False
2.10034, False
2.105149, False
2.109594, False
2.114597, False
2.120564, False
2.124547, False
2.130167, False
2.134696, False
2.140357, False
2.144749, False
2.149142, False
2.154037, False
2.158432, False
2.164428, False
2.16858, False
2.172912, False
2.177647, False
2.182631, False
2.188438, False
2.192797, False
2.197257, False
2.202009, False
2.207029, False
2.212598, False
2.217036, False
2.222374, False
2.228513, False
2.244429, False
2.248502, False
2.252499, False
2.256366, False
2.260462, False
2.264471, False
2.268582, False
2.272434, False
2.276362, False
2.28097, False
2.285453, False
2.290138, False
2.297448, False
2.300191, False
2.304651, False
2.310052, False
2.314364, False
2.320241, False
2.324306, False
2.32947, False
2.334066, False
2.340515, True
2.345151, True
2.350008, True
2.356564, True
2.360838, True
2.366013, True
2.371113, True
2.37724, True
2.382132, True
2.388453, True
2.392225, True
2.396757, True
2.401483, True
2.406743, True
2.412837, True
2.417611, True
2.422999, True
2.428972, True
2.433863, True
2.438634, True
2.44435, False
2.448496, False
2.453449, False
2.457869, False
2.462622, False
2.468599, False
2.472761, False
2.477946, False
2.484362, False
2.488504, False
2.493549, False
2.498669, False
2.504529, False
2.509409, False
2.513957, False
2.519737, False
2.525065, False
2.530005, False
2.535253, False
2.540614, False
2.54563, False
2.55108, False
2.556415, False
2.56239, False
2.568856, False
2.573039, False
2.579048, False
2.584598, False
2.589805, False
2.597431, False
2.600215, False
2.604931, False
2.610307, False
2.616415, False
2.620526, False
2.625426, False
2.629722, False
2.634884, False
2.640647, False
2.645254, False
2.6498, False
2.65504, False
2.660829, False
2.666146, False
2.670869, False
2.676838, False
2.681304, False
2.686904, False
2.692674, False
2.69819, False
2.704699, False
2.70945, False
2.713009, False
2.717476, False
2.722295, False
2.728527, False
2.732425, False
2.737077, False
2.741251, False
2.74673, False
2.752824, False
2.757046, False
2.763008, False
2.768688, False
2.77387, False
2.780446, False
2.784682, False
2.790178, False
2.796812, True
2.80101, True
2.806275, True
2.812329, True
2.816451, True
2.82106, True
2.82681, True
2.832764, True
2.83789, True
2.842777, True
2.848603, True
2.853207, True
2.858547, True
2.864912, True
2.869836, True
2.87679, True
2.880666, True
2.886318, True
2.907916, True
2.912508, False
2.916209, False
2.920484, False
