t, stimulusOn
0.02, False
0.12, False
0.22, False
0.2801817, False
0.2977834, False
0.3043509, False
0.308702, False
0.3124719, False
0.3166972, False
0.3203774, False
0.3270085, False
0.3351804, False
0.34413, False
0.3525311, False
0.3593963, False
0.3668886, False
0.3751534, False
0.3837589, False
0.3912635, False
0.3987024, False
0.4056024, False
0.4131546, False
0.420137, False
0.4277716, False
0.4350371, False
0.4416632, False
0.4487641, False
0.4559402, False
0.461729, False
0.4682119, False
0.4927203, True
0.5452148, True
0.6250426, True
0.6564757, False
0.7007765, False
0.7330115, False
0.7604305, False
0.7644782, False
0.7688836, False
0.7725098, False
0.7767888, False
0.7838522, False
0.7909194, False
0.7984952, False
0.8062512, False
0.8132089, False
0.8405522, False
0.8446263, False
0.848803, False
0.8524174, False
0.8567234, False
0.8623956, False
0.8680063, False
0.8745628, False
0.8811037, False
0.8877658, False
0.895283, False
0.9012595, False
0.9088085, True
0.920671, True
0.9651048, True
1.000885, True
1.004817, True
1.032836, False
1.048495, False
1.07687, False
1.108778, False
1.112433, False
1.11653, False
1.148486, False
1.152728, False
1.156395, False
1.160625, False
1.164526, False
1.168565, False
1.172593, False
1.177127, False
1.185508, False
1.192631, False
1.197585, False
1.20485, False
1.210367, False
1.216694, False
1.223111, False
1.229342, False
1.237057, False
1.241382, False
1.248803, False
1.253928, False
1.259684, True
1.272852, True
1.320661, True
1.356727, True
1.360598, False
1.404831, False
1.453494, False
1.476959, False
1.485317, False
1.492786, False
1.496455, False
1.500518, False
1.504704, False
1.508392, False
1.512559, False
1.518574, False
1.524994, False
1.531833, False
1.537432, False
1.544549, False
1.551014, False
1.55664, False
1.562602, False
1.568411, False
1.573378, False
1.581203, False
1.589039, False
1.592949, False
1.599355, False
1.605169, False
1.610208, False
1.616566, True
1.6286, True
1.67271, True
1.708735, True
1.712635, True
1.748855, False
1.760617, False
1.800852, False
1.829196, False
1.836915, False
1.845122, False
1.85252, False
1.856458, False
1.860527, False
1.86473, False
1.868463, False
1.872572, False
1.876659, False
1.880573, False
1.884505, False
1.888799, False
1.89381, False
1.901093, False
1.905964, False
1.912652, False
1.9172, False
1.921931, False
1.928717, False
1.936975, False
1.940826, False
1.94571, False
1.952656, False
1.956699, False
1.961464, False
1.965851, False
1.973019, False
1.976911, False
1.983288, False
1.989404, False
1.996787, False
2.00135, False
2.006073, False
2.01271, False
2.017223, False
2.021949, False
2.027406, False
2.032851, False
2.041085, False
2.044917, False
2.049847, False
2.054974, False
2.060574, False
2.066527, False
2.072503, False
2.076856, False
2.082385, False
2.089055, False
2.094347, False
2.101047, False
2.105841, False
2.110976, False
2.116763, False
2.121582, False
2.12722, False
2.134089, False
2.140857, False
2.144953, False
2.150792, False
2.156499, False
2.16083, False
2.168602, True
2.184736, True
2.235279, True
2.268548, True
2.272834, False
2.289092, False
2.324977, False
2.35665, False
2.360718, False
2.364554, False
2.36863, False
2.372775, False
2.376544, False
2.381626, False
2.38873, False
2.42055, False
2.424607, False
2.429021, False
2.436746, False
2.445063, False
2.452847, False
2.456374, False
2.460478, False
2.464813, False
2.468623, False
2.472475, False
2.47663, False
2.485291, False
2.492951, False
2.500508, False
2.504544, False
2.508494, False
2.512618, False
2.532667, False
2.536588, False
2.540926, False
2.548547, False
2.552541, False
2.556562, False
2.560458, False
2.564747, False
2.568342, False
2.578758, True
2.600583, True
2.652705, True
2.68126, True
2.689291, False
2.705066, False
2.740734, False
2.768439, False
2.772849, False
2.777081, False
2.785277, False
2.79283, False
2.800622, False
2.804559, False
2.808608, False
2.81245, False
2.816514, False
2.82064, False
2.824673, False
2.828752, False
2.834808, False
2.841332, False
2.848544, False
2.85249, False
