t 0.02, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.12, x 0.6945965, y 5.009403, z 49.74358, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.22, x 2.360621, y 8.897177, z 49.14537, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.32, x 1.406917, y 10.60888, z 48.8413, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.42, x 1.406917, y 10.60888, z 48.8413, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4792845, x 1.367075, y 10.13937, z 48.94205, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5420254, x 1.285018, y 9.497615, z 49.07285, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6051912, x 1.201732, y 8.983037, z 49.17175, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6703546, x 1.035073, y 7.563041, z 49.41386, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7703546, x 0.9919506, y 7.56304, z 49.41474, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8495468, x 0.215825, y 7.304151, z 49.46315, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9495468, x -16.41439, y -2.965319, z 47.1357, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.049547, x -16.41439, y -2.965319, z 47.1357, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.139657, x -18.38871, y -2.180969, z 46.44458, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.239657, x -20.76901, y -1.134367, z 45.46825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.310266, x -24.76988, y 0.7853656, z 43.42622, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.375493, x -24.76656, y 1.134367, z 43.4204, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.441184, x -24.68205, y 1.744975, z 43.44826, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.510435, x -24.57259, y 3.139525, z 43.43191, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.574759, x -24.45911, y 4.183892, z 43.40792, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.656193, x -24.4573, y 4.22737, z 43.40472, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.743837, x -24.42476, y 4.096925, z 43.43554, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.81422, x -24.39369, y 3.922955, z 43.46905, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.83866, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.845993, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.85801, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.869712, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.91063, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.925743, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.957606, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.987355, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.008992, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.0444, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.069926, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.109674, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.129901, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.155361, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.175239, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.192174, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.2165, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.251978, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.295328, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.310056, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.334529, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.354781, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.376963, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.398873, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.418719, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.447514, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.467481, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.491354, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.515759, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.539907, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.569597, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.588947, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.617209, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.63843, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.66252, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.687272, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.711219, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.741072, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.760472, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.791408, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.809804, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.833841, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.858491, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.889015, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.975817, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.993519, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.014575, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.034989, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.045679, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.059322, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.081239, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.105762, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.13013, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.159421, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.19214, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.214446, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.238351, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.261786, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.283042, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.371832, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.383022, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.420668, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.442579, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.464507, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.473382, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.481412, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.502873, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.523262, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.552941, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.583392, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.606912, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.62753, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.648545, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.670759, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.690493, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.715279, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.741096, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.766752, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.801691, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.843577, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.858594, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.878434, x -24.36069, y 3.792445, z 43.49913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
