t, x , y, z , scale_x, scale_y, scale_z, stimulusOn
959.8364, 2021-07-05T16:03:08.1136600+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.8819, 2021-07-05T16:03:08.1608940+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.8923, 2021-07-05T16:03:08.1696720+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.8958, 2021-07-05T16:03:08.1730450+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9001, 2021-07-05T16:03:08.1773940+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9037, 2021-07-05T16:03:08.1810360+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9079, 2021-07-05T16:03:08.1852150+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9119, 2021-07-05T16:03:08.1891950+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9158, 2021-07-05T16:03:08.1930510+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9207, 2021-07-05T16:03:08.1980270+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9272, 2021-07-05T16:03:08.2045460+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9341, 2021-07-05T16:03:08.2114440+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9405, 2021-07-05T16:03:08.2178760+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9465, 2021-07-05T16:03:08.2238400+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9535, 2021-07-05T16:03:08.2308480+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9598, 2021-07-05T16:03:08.2371210+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9659, 2021-07-05T16:03:08.2433620+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9725, 2021-07-05T16:03:08.2500170+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9799, 2021-07-05T16:03:08.2572460+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9849, 2021-07-05T16:03:08.2622510+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9918, 2021-07-05T16:03:08.2690710+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
959.9977, 2021-07-05T16:03:08.2751890+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0045, 2021-07-05T16:03:08.2819150+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0121, 2021-07-05T16:03:08.2894500+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0176, 2021-07-05T16:03:08.2948750+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.024, 2021-07-05T16:03:08.3013830+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0299, 2021-07-05T16:03:08.3072490+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0365, 2021-07-05T16:03:08.3138030+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0422, 2021-07-05T16:03:08.3196220+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.049, 2021-07-05T16:03:08.3263140+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0557, 2021-07-05T16:03:08.3330310+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0611, 2021-07-05T16:03:08.3385990+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0684, 2021-07-05T16:03:08.3457030+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0742, 2021-07-05T16:03:08.3515130+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0801, 2021-07-05T16:03:08.3575200+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0869, 2021-07-05T16:03:08.3642360+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0931, 2021-07-05T16:03:08.3734950+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.0997, 2021-07-05T16:03:08.3826770+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
960.1118, 2021-07-05T16:03:08.3892150+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
