t 2.710031, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.714128, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.718197, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.721911, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.725866, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.730191, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.733886, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.737864, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.741913, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.74608, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.75024, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.758305, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.763091, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.765946, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.770091, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.774188, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.778061, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.781803, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.785833, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.790128, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.793893, x 0, y 0.04363323, z 49.99998, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.798125, x 0, y 0.08726642, z 49.99992, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.802072, x 0, y 0.08726642, z 49.99992, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.806076, x 0, y 0.08726642, z 49.99992, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.809768, x 0, y 0.08726642, z 49.99992, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.813906, x 0, y 0.1308995, z 49.99983, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.818523, x 0, y 0.1308995, z 49.99983, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.862228, x 0.26175, y 0.9598722, z 49.9901, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.866317, x 0.26175, y 0.9598722, z 49.9901, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.87004, x 0.3489434, y 1.308848, z 49.98165, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.874194, x 0.3489434, y 1.308848, z 49.98165, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.877927, x 0.4796802, y 1.701367, z 49.96874, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.882132, x 0.4796802, y 1.701367, z 49.96874, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.885945, x 0.6538061, y 2.26815, z 49.94425, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.889951, x 0.6538061, y 2.26815, z 49.94425, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.894053, x 1.001405, y 3.226616, z 49.88573, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.898026, x 1.001405, y 3.226616, z 49.88573, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.902044, x 1.261153, y 4.009946, z 49.82299, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.905932, x 1.261153, y 4.009946, z 49.82299, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.910117, x 1.519638, y 4.879145, z 49.73816, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.913841, x 1.519638, y 4.879145, z 49.73816, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.918016, x 1.648373, y 5.313204, z 49.68956, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.921957, x 1.648373, y 5.313204, z 49.68956, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.926108, x 1.94815, y 6.136773, z 49.58371, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.930058, x 1.94815, y 6.136773, z 49.58371, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.934102, x 2.20318, y 6.915444, z 49.47042, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.937831, x 2.20318, y 6.915444, z 49.47042, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.941979, x 2.287523, y 7.21781, z 49.42338, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.946015, x 2.287523, y 7.21781, z 49.42338, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.949902, x 2.498847, y 7.778624, z 49.32797, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.953945, x 2.498847, y 7.778624, z 49.32797, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.958235, x 2.666858, y 8.25238, z 49.24212, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.961937, x 2.666858, y 8.25238, z 49.24212, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.966003, x 2.79243, y 8.596456, z 49.17625, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.9699, x 2.79243, y 8.596456, z 49.17625, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.974128, x 2.875132, y 8.897177, z 49.11796, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.977838, x 2.875132, y 8.897177, z 49.11796, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.982094, x 2.917069, y 8.983038, z 49.09985, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.98593, x 2.917069, y 8.983038, z 49.09985, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.990086, x 2.95801, y 9.154675, z 49.06569, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.99404, x 2.95801, y 9.154675, z 49.06569, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.998006, x 3.042147, y 9.283331, z 49.03637, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.001995, x 3.042147, y 9.283331, z 49.03637, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.006022, x 3.040632, y 9.411922, z 49.01194, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.009914, x 3.040632, y 9.411922, z 49.01194, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.013945, x 3.040122, y 9.454771, z 49.00372, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.018016, x 3.040122, y 9.454771, z 49.00372, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.021998, x 3.082366, y 9.497614, z 48.9928, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.026173, x 3.082366, y 9.497614, z 48.9928, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.030171, x 3.081844, y 9.540449, z 48.98451, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.034028, x 3.081844, y 9.540449, z 48.98451, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.037933, x 3.08132, y 9.583277, z 48.97618, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.041871, x 3.08132, y 9.583277, z 48.97618, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.046159, x 3.08132, y 9.583277, z 48.97618, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.049975, x 3.08132, y 9.583277, z 48.97618, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.053972, x 3.080793, y 9.626098, z 48.96782, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.058069, x 3.080793, y 9.626098, z 48.96782, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.062118, x 3.080265, y 9.668911, z 48.95941, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.065992, x 3.080265, y 9.668911, z 48.95941, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.069983, x 3.079734, y 9.711719, z 48.95097, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.073881, x 3.079734, y 9.711719, z 48.95097, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.078139, x 2.993775, y 9.754517, z 48.9478, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.082036, x 2.993775, y 9.754517, z 48.9478, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.085984, x 2.993775, y 9.754517, z 48.9478, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.089956, x 2.95003, y 9.840092, z 48.93332, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.093862, x 2.863106, y 9.968397, z 48.91251, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.098195, x 2.776244, y 10.09663, z 48.89121, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.102118, x 2.689447, y 10.2248, z 48.86942, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.106003, x 2.689447, y 10.2248, z 48.86942, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.109945, x 2.560088, y 10.3529, z 48.8494, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.11407, x 2.560088, y 10.3529, z 48.8494, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.120466, x 2.472983, y 10.52359, z 48.8174, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.125937, x 2.256502, y 10.86457, z 48.75315, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.164515, x 1.911906, y 11.33257, z 48.66125, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.170518, x 1.525855, y 11.84191, z 48.55349, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.173977, x 1.48285, y 11.92667, z 48.53407, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.178195, x 1.439876, y 12.0114, z 48.51446, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.181993, x 1.397538, y 12.0114, z 48.5157, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.186059, x 1.3552, y 12.0114, z 48.5169, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.189992, x 1.3552, y 12.0114, z 48.5169, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.194178, x 1.354907, y 12.05375, z 48.5064, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.198009, x 1.354907, y 12.05375, z 48.5064, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.202032, x 1.354907, y 12.05375, z 48.5064, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.206049, x 1.354907, y 12.05375, z 48.5064, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.209927, x 1.312577, y 12.05375, z 48.50757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.214152, x 1.312577, y 12.05375, z 48.50757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.217786, x 1.312577, y 12.05375, z 48.50757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.221819, x 1.312577, y 12.05375, z 48.50757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.226161, x 1.312577, y 12.05375, z 48.50757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.229965, x 1.312577, y 12.05375, z 48.50757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.234068, x 1.312577, y 12.05375, z 48.50757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.237928, x 1.312577, y 12.05375, z 48.50757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.241885, x 1.312577, y 12.05375, z 48.50757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.24609, x 1.312577, y 12.05375, z 48.50757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
