t, x , y, z , scale_x, scale_y, scale_z, stimulusOn
0.02, -1.68489, 0.02617991, 9.857, 1, 1, 1, True
0.12, -1.676292, 0.02618135, 9.858466, 1, 1, 1, True
0.22, 2.608623, -4.360168, 8.613015, 1, 1, 1, True
0.2867576, 2.615204, -4.312987, 8.634747, 1, 1, 1, True
0.3148533, 2.618468, -4.289353, 8.645523, 1, 1, 1, True
0.3346162, 2.619553, -4.281469, 8.649102, 1, 1, 1, True
0.3545174, 2.619552, -4.28147, 8.649102, 1, 1, 1, True
0.3583983, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.3626593, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.3668071, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.370315, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.3758169, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.3824729, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.3882074, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.3956021, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.4020326, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.4079471, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.41549, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.4208033, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.4269828, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.4334952, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.4401461, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.4463637, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.451096, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.4573999, 2.619552, -4.28147, 8.649101, 1, 1, 1, True
0.4627659, 2.620634, -4.273582, 8.652674, 1, 1, 1, True
0.4687265, 2.613082, -4.273583, 8.654958, 1, 1, 1, True
0.4748304, 2.613082, -4.273583, 8.654958, 1, 1, 1, True
0.479669, 2.613082, -4.273584, 8.654957, 1, 1, 1, True
0.4849137, 2.613082, -4.273585, 8.654957, 1, 1, 1, True
0.4911734, 2.613082, -4.273585, 8.654957, 1, 1, 1, True
0.5145806, 2.613082, -4.273586, 8.654957, 1, 1, 1, True
0.5192928, 2.614159, -4.265695, 8.658524, 1, 1, 1, True
0.5355577, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.5512186, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.5543234, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.5675412, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.5846964, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.5925577, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.6049237, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.615056, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.6212155, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.6265897, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.6304235, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.6345441, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.6384387, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.643101, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.707396, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.7385709, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.7424676, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.7468462, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.7605795, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.7783774, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.8157051, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.8521534, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.8847562, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.9186087, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.9557506, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
0.9977812, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.025071, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.03293, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.063728, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.094428, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.106393, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.110373, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.114743, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.13262, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.13852, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.143929, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.154345, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.15841, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.171627, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.184778, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.198382, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.202331, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.206378, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.21054, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.21473, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.218422, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.222548, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.226417, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.230475, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.235196, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.241363, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.247246, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.252273, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.258375, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.263571, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.269687, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.27478, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.280626, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.286783, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.292029, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.298604, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.303014, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.30778, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.313289, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.318473, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.324091, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.330695, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.334308, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.339198, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.343609, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.348553, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
1.354216, 2.614159, -4.265695, 8.658523, 1, 1, 1, True
