t, x , y, z , scale_x, scale_y, scale_z, stimulusOn
0.02, 0, 0, 50, 1, 1, 1, True
0.12, 0, 0, 50, 1, 1, 1, True
0.22, 3.074727, -15.16008, 47.54701, 1, 1, 1, True
0.32, 3.074727, -15.16008, 47.54701, 1, 1, 1, True
0.3381726, 2.907929, -15.20165, 47.54423, 1, 1, 1, True
0.3484057, 2.90793, -15.20165, 47.54423, 1, 1, 1, True
0.3568259, 2.90793, -15.20165, 47.54423, 1, 1, 1, True
0.3676523, 2.90793, -15.20165, 47.54423, 1, 1, 1, True
0.3769316, 2.90793, -15.20165, 47.54423, 1, 1, 1, True
0.3846523, 2.90793, -15.20165, 47.54423, 1, 1, 1, True
0.3950553, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.4048763, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.4132789, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.425554, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.4323742, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.4407366, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.454399, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.4611097, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.4682565, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.4779073, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.484794, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.4926008, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.501872, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.5133702, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.5203658, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.5293926, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.5429674, 2.907931, -15.20165, 47.54423, 1, 1, 1, True
0.5532719, 2.86644, -15.20165, 47.54675, 1, 1, 1, True
0.560342, 2.746498, -14.95203, 47.6329, 1, 1, 1, True
0.5640509, 2.504452, -14.49335, 47.78777, 1, 1, 1, True
0.5679898, 2.260653, -14.03333, 47.93699, 1, 1, 1, True
0.5723277, 2.260653, -14.03333, 47.93699, 1, 1, 1, True
0.6000942, 1.850032, -13.31986, 48.15764, 1, 1, 1, True
0.6045496, 0.6807622, -11.07742, 48.75272, 1, 1, 1, True
0.6083459, 0.6807622, -11.07742, 48.75272, 1, 1, 1, True
0.6120617, 0.2988683, -10.3102, 48.92454, 1, 1, 1, True
0.6162773, 0.04280378, -9.711714, 49.04774, 1, 1, 1, True
0.6202063, -0.4730949, -8.424464, 49.2829, 1, 1, 1, True
