t 0.02, stimulusOn False
t 0.12, stimulusOn False
t 0.22, stimulusOn False
t 0.32, stimulusOn False
t 0.3311811, stimulusOn False
t 0.3385434, stimulusOn False
t 0.3455125, stimulusOn False
t 0.3495873, stimulusOn False
t 0.3533829, stimulusOn False
t 0.3574804, stimulusOn False
t 0.3613858, stimulusOn False
t 0.3653101, stimulusOn False
t 0.3695902, stimulusOn False
t 0.3747838, stimulusOn False
t 0.3801215, stimulusOn False
t 0.3858491, stimulusOn False
t 0.3921361, stimulusOn False
t 0.3980652, stimulusOn False
t 0.4046088, stimulusOn False
t 0.4095675, stimulusOn False
t 0.4149507, stimulusOn False
t 0.4202235, stimulusOn False
t 0.4265142, stimulusOn False
t 0.4314238, stimulusOn False
t 0.4378395, stimulusOn False
t 0.4428096, stimulusOn False
t 0.4494556, stimulusOn False
t 0.453199, stimulusOn False
t 0.458039, stimulusOn False
t 0.4626258, stimulusOn False
t 0.4676387, stimulusOn False
t 0.4737993, stimulusOn False
t 0.4774402, stimulusOn False
t 0.4831307, stimulusOn False
t 0.4875036, stimulusOn False
t 0.4934147, stimulusOn False
t 0.4972607, stimulusOn False
t 0.5013992, stimulusOn False
t 0.506686, stimulusOn False
t 0.5109706, stimulusOn False
t 0.5155827, stimulusOn False
t 0.5214104, stimulusOn False
t 0.5253878, stimulusOn False
t 0.5294809, stimulusOn False
t 0.5343441, stimulusOn False
t 0.5385529, stimulusOn False
t 0.5426114, stimulusOn False
t 0.546912, stimulusOn False
t 0.5516965, stimulusOn False
t 0.5573241, stimulusOn False
t 0.5615041, stimulusOn False
t 0.5654275, stimulusOn False
t 0.5694855, stimulusOn False
t 0.5732977, stimulusOn False
t 0.5772342, stimulusOn False
t 0.5813315, stimulusOn False
t 0.5855752, stimulusOn False
t 0.5894638, stimulusOn False
t 0.5934416, stimulusOn False
t 0.597339, stimulusOn False
t 0.6012834, stimulusOn False
t 0.605384, stimulusOn False
t 0.6093173, stimulusOn False
t 0.6133185, stimulusOn False
t 0.6174124, stimulusOn False
t 0.6212849, stimulusOn False
t 0.625234, stimulusOn False
t 0.629445, stimulusOn False
t 0.6334684, stimulusOn False
t 0.6373851, stimulusOn False
t 0.641332, stimulusOn False
t 0.6454105, stimulusOn False
t 0.6494163, stimulusOn False
t 0.6534134, stimulusOn False
t 0.6573423, stimulusOn False
t 0.6614514, stimulusOn False
t 0.6654277, stimulusOn False
t 0.6694782, stimulusOn False
t 0.6732314, stimulusOn False
t 0.6773774, stimulusOn False
t 0.681289, stimulusOn False
t 0.6852114, stimulusOn False
t 0.6894375, stimulusOn False
t 0.6932716, stimulusOn False
t 0.6974447, stimulusOn False
t 0.7014042, stimulusOn False
t 0.7054002, stimulusOn False
t 0.7093589, stimulusOn False
t 0.7134017, stimulusOn False
t 0.7174458, stimulusOn False
