t 0.02, stimulusOn False
t 0.12, stimulusOn False
t 0.22, stimulusOn False
t 0.2972599, stimulusOn False
t 0.3008861, stimulusOn False
t 0.3105759, stimulusOn False
t 0.3167831, stimulusOn False
t 0.3208477, stimulusOn False
t 0.3267819, stimulusOn False
t 0.3328677, stimulusOn False
t 0.3386898, stimulusOn False
t 0.3469637, stimulusOn False
t 0.3563238, stimulusOn False
t 0.3651785, stimulusOn False
t 0.3728235, stimulusOn False
t 0.381248, stimulusOn False
t 0.3892646, stimulusOn False
t 0.396689, stimulusOn False
t 0.4036191, stimulusOn False
t 0.411007, stimulusOn False
t 0.4185269, stimulusOn False
t 0.4257911, stimulusOn False
t 0.4331361, stimulusOn False
t 0.439684, stimulusOn False
t 0.4466622, stimulusOn False
t 0.4538955, stimulusOn False
t 0.4612576, stimulusOn False
t 0.4669679, stimulusOn False
t 0.4736781, stimulusOn False
t 0.4814399, stimulusOn False
t 0.4870089, stimulusOn False
t 0.493829, stimulusOn False
t 0.4996845, stimulusOn False
t 0.5059952, stimulusOn False
t 0.5128199, stimulusOn False
t 0.5183199, stimulusOn False
t 0.5249374, stimulusOn False
t 0.5304384, stimulusOn False
t 0.5370767, stimulusOn False
t 0.5426729, stimulusOn False
t 0.5488146, stimulusOn False
t 0.554369, stimulusOn False
t 0.5613311, stimulusOn False
t 0.5666763, stimulusOn False
t 0.5728555, stimulusOn False
t 0.5775718, stimulusOn False
t 0.583379, stimulusOn False
t 0.5891475, stimulusOn False
t 0.5941439, stimulusOn False
t 0.6009271, stimulusOn False
t 0.6056541, stimulusOn False
t 0.6106085, stimulusOn False
t 0.6166997, stimulusOn False
t 0.6220266, stimulusOn False
t 0.629038, stimulusOn False
t 0.6327353, stimulusOn False
t 0.6377752, stimulusOn False
t 0.6425235, stimulusOn False
t 0.6487544, stimulusOn False
t 0.6529667, stimulusOn False
t 0.6588716, stimulusOn False
t 0.6646205, stimulusOn False
t 0.6688118, stimulusOn False
t 0.6739978, stimulusOn False
t 0.6785295, stimulusOn False
t 0.6851046, stimulusOn False
t 0.6889057, stimulusOn False
t 0.6940372, stimulusOn False
t 0.6986057, stimulusOn False
t 0.7049782, stimulusOn False
t 0.7087219, stimulusOn False
t 0.7134583, stimulusOn False
t 0.7178825, stimulusOn False
t 0.7250758, stimulusOn False
t 0.7286862, stimulusOn False
t 0.7327344, stimulusOn False
t 0.7368135, stimulusOn False
t 0.7416183, stimulusOn False
t 0.746621, stimulusOn False
t 0.7530472, stimulusOn False
t 0.7565684, stimulusOn False
t 0.760978, stimulusOn False
t 0.7657133, stimulusOn False
t 0.770472, stimulusOn False
t 0.7770637, stimulusOn False
t 0.7806391, stimulusOn False
t 0.7849907, stimulusOn False
t 0.7893974, stimulusOn False
t 0.7943156, stimulusOn False
t 0.8008037, stimulusOn False
