t 0.02, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.12, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.22, x 0, y -9.583278, z 49.07301, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.32, x 0, y -9.454773, z 49.09793, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3274494, x -0.431132, y -7.692408, z 49.40284, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3311236, x -0.5612069, y -7.260984, z 49.46679, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3353015, x -0.6045285, y -7.174632, z 49.47888, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3390789, x -0.6045285, y -7.174632, z 49.47888, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3429688, x -0.6046807, y -7.088256, z 49.49132, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3487156, x -0.6048309, y -7.00186, z 49.50362, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3510379, x -0.6481897, y -6.915444, z 49.51521, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3548751, x -0.6915671, y -6.829004, z 49.52662, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3591273, x -0.7349626, y -6.742546, z 49.53784, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.363112, x -0.7783759, y -6.656067, z 49.54887, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3668382, x -0.7785572, y -6.569567, z 49.56041, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3708883, x -0.7785572, y -6.569567, z 49.56041, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3751465, x -0.7787362, y -6.483047, z 49.5718, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3789118, x -0.7787362, y -6.483047, z 49.5718, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.38314, x -0.8223656, y -6.309948, z 49.59343, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3870284, x -0.8660229, y -6.136773, z 49.61441, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3910504, x -0.8661159, y -6.093467, z 49.61975, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3950756, x -0.8662083, y -6.050156, z 49.62505, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3991808, x -0.8665717, y -5.87687, z 49.64586, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4028412, x -0.8669243, y -5.703511, z 49.66607, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4070602, x -0.8669243, y -5.703511, z 49.66607, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4109598, x -0.8670968, y -5.616806, z 49.67595, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4149999, x -0.8670968, y -5.616806, z 49.67595, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4189549, x -0.8673505, y -5.486715, z 49.69048, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4229599, x -0.8673505, y -5.486715, z 49.69048, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4270197, x -0.8675163, y -5.399968, z 49.69998, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.43104, x -0.8675163, y -5.399968, z 49.69998, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.435284, x -0.8676795, y -5.313204, z 49.70932, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4390867, x -0.8678399, y -5.226424, z 49.71852, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4429204, x -0.8679979, y -5.139627, z 49.72757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4470875, x -0.8679979, y -5.139627, z 49.72757, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4509455, x -0.8682297, y -5.009403, z 49.74085, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4549749, x -0.8682297, y -5.009403, z 49.74085, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4588428, x -0.824966, y -4.922568, z 49.75026, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4630894, x -0.824966, y -4.922568, z 49.75026, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.466843, x -0.7816176, y -4.879146, z 49.75523, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4711741, x -0.7816176, y -4.879146, z 49.75523, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.475067, x -0.7383229, y -4.792288, z 49.76433, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4791282, x -0.7383229, y -4.792288, z 49.76433, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4830607, x -0.6949531, y -4.748853, z 49.76912, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4868743, x -0.6949531, y -4.748853, z 49.76912, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4909938, x -0.6515751, y -4.705416, z 49.77383, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4949975, x -0.6515751, y -4.705416, z 49.77383, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4991057, x -0.6081889, y -4.661974, z 49.77847, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5031044, x -0.6081889, y -4.661974, z 49.77847, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5070986, x -0.5647947, y -4.618529, z 49.78303, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.511049, x -0.5647947, y -4.618529, z 49.78303, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5150129, x -0.5213506, y -4.618529, z 49.7835, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5189871, x -0.5213506, y -4.618529, z 49.7835, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5227901, x -0.477906, y -4.618529, z 49.78394, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5271886, x -0.477906, y -4.618529, z 49.78394, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.531041, x -0.4779445, y -4.57508, z 49.78795, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5351578, x -0.4779445, y -4.57508, z 49.78795, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5388409, x -0.4344963, y -4.57508, z 49.78835, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5431347, x -0.4344963, y -4.57508, z 49.78835, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5468278, x -0.3475986, y -4.57508, z 49.78903, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5510132, x -0.3475986, y -4.57508, z 49.78903, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5550826, x -0.3041493, y -4.57508, z 49.78932, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5590909, x -0.3041493, y -4.57508, z 49.78932, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5629134, x -0.2606998, y -4.57508, z 49.78956, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5669177, x -0.2606998, y -4.57508, z 49.78956, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
