t, x , y, z , scale_x, scale_y, scale_z, stimulusOn
1559.864, 2021-07-05T16:13:08.1462600+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.906, 2021-07-05T16:13:08.1875630+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.912, 2021-07-05T16:13:08.1931790+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.916, 2021-07-05T16:13:08.1975650+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.92, 2021-07-05T16:13:08.2011820+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.924, 2021-07-05T16:13:08.2056440+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.928, 2021-07-05T16:13:08.2094390+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.932, 2021-07-05T16:13:08.2134810+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.939, 2021-07-05T16:13:08.2204620+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.945, 2021-07-05T16:13:08.2265870+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.952, 2021-07-05T16:13:08.2332980+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.958, 2021-07-05T16:13:08.2396420+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.964, 2021-07-05T16:13:08.2459620+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.971, 2021-07-05T16:13:08.2523820+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.977, 2021-07-05T16:13:08.2586640+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.984, 2021-07-05T16:13:08.2654070+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.99, 2021-07-05T16:13:08.2712100+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1559.997, 2021-07-05T16:13:08.2782180+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.004, 2021-07-05T16:13:08.2857280+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.008, 2021-07-05T16:13:08.2899510+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.015, 2021-07-05T16:13:08.2962170+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.021, 2021-07-05T16:13:08.3024380+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.028, 2021-07-05T16:13:08.3096030+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.033, 2021-07-05T16:13:08.3148290+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.04, 2021-07-05T16:13:08.3214760+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.046, 2021-07-05T16:13:08.3272600+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.052, 2021-07-05T16:13:08.3341340+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.061, 2021-07-05T16:13:08.3423980+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.069, 2021-07-05T16:13:08.3503280+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.077, 2021-07-05T16:13:08.3581740+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.084, 2021-07-05T16:13:08.3657990+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.088, 2021-07-05T16:13:08.3692620+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.092, 2021-07-05T16:13:08.3734320+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.096, 2021-07-05T16:13:08.3773510+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.101, 2021-07-05T16:13:08.3832250+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.108, 2021-07-05T16:13:08.3899420+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.115, 2021-07-05T16:13:08.3962250+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.121, 2021-07-05T16:13:08.4023740+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.127, 2021-07-05T16:13:08.4090070+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.134, 2021-07-05T16:13:08.4153490+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.14, 2021-07-05T16:13:08.4216610+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.146, 2021-07-05T16:13:08.4275460+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.152, 2021-07-05T16:13:08.4341740+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.158, 2021-07-05T16:13:08.4399890+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.165, 2021-07-05T16:13:08.4465820+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.172, 2021-07-05T16:13:08.4537220+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.177, 2021-07-05T16:13:08.4589140+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.184, 2021-07-05T16:13:08.4659470+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.193, 2021-07-05T16:13:08.4744610+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.201, 2021-07-05T16:13:08.4823470+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.209, 2021-07-05T16:13:08.4902920+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.216, 2021-07-05T16:13:08.4976240+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.22, 2021-07-05T16:13:08.5013480+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.224, 2021-07-05T16:13:08.5053650+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.228, 2021-07-05T16:13:08.5094510+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.234, 2021-07-05T16:13:08.5154120+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.24, 2021-07-05T16:13:08.5219990+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.248, 2021-07-05T16:13:08.5300590+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.257, 2021-07-05T16:13:08.5383630+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.264, 2021-07-05T16:13:08.5457290+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.268, 2021-07-05T16:13:08.5493100+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.272, 2021-07-05T16:13:08.5533940+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.277, 2021-07-05T16:13:08.5589020+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.284, 2021-07-05T16:13:08.5660730+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.293, 2021-07-05T16:13:08.5746070+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.3, 2021-07-05T16:13:08.5821240+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.308, 2021-07-05T16:13:08.5898790+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.317, 2021-07-05T16:13:08.5984250+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.325, 2021-07-05T16:13:08.6068720+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.332, 2021-07-05T16:13:08.6140500+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.34, 2021-07-05T16:13:08.6222020+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.348, 2021-07-05T16:13:08.6297270+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.352, 2021-07-05T16:13:08.6332790+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.356, 2021-07-05T16:13:08.6372440+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.36, 2021-07-05T16:13:08.6413850+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.364, 2021-07-05T16:13:08.6454000+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.368, 2021-07-05T16:13:08.6493320+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.372, 2021-07-05T16:13:08.6534640+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.378, 2021-07-05T16:13:08.6593050+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.384, 2021-07-05T16:13:08.6657630+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.39, 2021-07-05T16:13:08.6721000+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.397, 2021-07-05T16:13:08.6783810+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.404, 2021-07-05T16:13:08.6858120+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.409, 2021-07-05T16:13:08.6908350+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.416, 2021-07-05T16:13:08.6974150+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.422, 2021-07-05T16:13:08.7031850+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.428, 2021-07-05T16:13:08.7097210+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.434, 2021-07-05T16:13:08.7152600+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.44, 2021-07-05T16:13:08.7218640+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.446, 2021-07-05T16:13:08.7280950+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.452, 2021-07-05T16:13:08.7339130+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.459, 2021-07-05T16:13:08.7405870+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.465, 2021-07-05T16:13:08.7469790+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.472, 2021-07-05T16:13:08.7533800+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.477, 2021-07-05T16:13:08.7590520+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.484, 2021-07-05T16:13:08.7662590+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.493, 2021-07-05T16:13:08.7742090+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.501, 2021-07-05T16:13:08.7824040+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.509, 2021-07-05T16:13:08.7903210+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.516, 2021-07-05T16:13:08.7979290+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.525, 2021-07-05T16:13:08.8065020+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.532, 2021-07-05T16:13:08.8141110+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.541, 2021-07-05T16:13:08.8226990+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.548, 2021-07-05T16:13:08.8299430+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.557, 2021-07-05T16:13:08.8384940+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.564, 2021-07-05T16:13:08.8460540+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.573, 2021-07-05T16:13:08.8541990+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.58, 2021-07-05T16:13:08.8617690+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.589, 2021-07-05T16:13:08.8701610+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.597, 2021-07-05T16:13:08.8784040+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.604, 2021-07-05T16:13:08.8857660+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.608, 2021-07-05T16:13:08.8893540+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.613, 2021-07-05T16:13:08.8942080+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.616, 2021-07-05T16:13:08.8972570+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.62, 2021-07-05T16:13:08.9014240+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.624, 2021-07-05T16:13:08.9056310+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.628, 2021-07-05T16:13:08.9092880+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.632, 2021-07-05T16:13:08.9133450+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.638, 2021-07-05T16:13:08.9193980+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.644, 2021-07-05T16:13:08.9261390+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.65, 2021-07-05T16:13:08.9319520+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.656, 2021-07-05T16:13:08.9380090+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.663, 2021-07-05T16:13:08.9444520+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.669, 2021-07-05T16:13:08.9508290+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.676, 2021-07-05T16:13:08.9577160+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.681, 2021-07-05T16:13:08.9631240+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.688, 2021-07-05T16:13:08.9697690+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.694, 2021-07-05T16:13:08.9752630+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.7, 2021-07-05T16:13:08.9822300+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.708, 2021-07-05T16:13:08.9898310+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.712, 2021-07-05T16:13:08.9938120+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.719, 2021-07-05T16:13:09.0005660+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.725, 2021-07-05T16:13:09.0070310+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.733, 2021-07-05T16:13:09.0143740+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.74, 2021-07-05T16:13:09.0219230+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.748, 2021-07-05T16:13:09.0300940+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.757, 2021-07-05T16:13:09.0384300+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.764, 2021-07-05T16:13:09.0459560+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.772, 2021-07-05T16:13:09.0533310+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.776, 2021-07-05T16:13:09.0572810+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.78, 2021-07-05T16:13:09.0616710+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.788, 2021-07-05T16:13:09.0748030+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.801, 2021-07-05T16:13:09.0822400+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.804, 2021-07-05T16:13:09.0851950+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.808, 2021-07-05T16:13:09.0893840+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.812, 2021-07-05T16:13:09.0940820+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.815, 2021-07-05T16:13:09.0970910+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.82, 2021-07-05T16:13:09.1013910+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.825, 2021-07-05T16:13:09.1068690+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.832, 2021-07-05T16:13:09.1138120+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.838, 2021-07-05T16:13:09.1194630+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.844, 2021-07-05T16:13:09.1262210+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.851, 2021-07-05T16:13:09.1326550+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.857, 2021-07-05T16:13:09.1389280+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.864, 2021-07-05T16:13:09.1457780+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.87, 2021-07-05T16:13:09.1513350+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.876, 2021-07-05T16:13:09.1579980+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.882, 2021-07-05T16:13:09.1638040+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.888, 2021-07-05T16:13:09.1699790+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.895, 2021-07-05T16:13:09.1763470+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.901, 2021-07-05T16:13:09.1823590+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.908, 2021-07-05T16:13:09.1899650+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.916, 2021-07-05T16:13:09.1977360+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.92, 2021-07-05T16:13:09.2021360+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.926, 2021-07-05T16:13:09.2076740+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.932, 2021-07-05T16:13:09.2139930+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.938, 2021-07-05T16:13:09.2201470+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
1560.945, 2021-07-05T16:13:09.2263960+08:00, 0, 12.94095, 48.29629, 1, 1, 1, False
