t, stimulusOn
0.02, False
0.12, False
0.22, False
0.2683734, False
0.2762302, False
0.280278, False
0.2842025, False
0.2894804, False
0.2920098, False
0.3005383, False
0.3084462, False
0.3181043, False
0.3263207, False
0.3342982, False
0.342704, False
0.3515929, False
0.3587597, False
0.3668063, False
0.3740244, False
0.3815813, False
0.3895829, False
0.3979612, False
0.4049423, False
0.4117934, False
0.4185449, False
0.4264013, False
0.4328644, False
0.4408054, False
0.4467547, False
0.4531763, False
0.4601786, False
0.465889, False
0.4727156, False
0.480415, False
0.4867841, False
0.4942626, False
0.500716, False
0.5070302, False
0.5137789, False
0.5217926, False
0.528248, False
0.5325429, False
0.5405142, False
0.545395, False
0.5505458, False
0.5562958, False
0.5623284, False
0.568049, False
0.5760937, False
0.5804422, False
0.5851583, False
0.5923949, False
0.5967952, False
0.60236, False
0.608157, False
0.6130257, False
0.6178003, False
0.6245265, False
0.6323209, False
0.6407345, False
0.6485148, False
0.6521572, False
0.6560211, False
0.6600221, False
0.6641384, False
0.6681507, False
0.672354, False
0.6800584, False
0.6846146, False
0.692278, False
0.6961869, False
0.700304, False
0.7055089, False
0.7122984, False
0.7160804, False
0.7202696, False
0.7286426, False
0.7378739, False
0.7445045, False
0.7481632, False
0.7519336, False
0.7563238, False
0.7599371, False
0.7641723, False
0.7681395, False
0.773398, False
0.7803417, False
0.7885015, False
0.7964845, False
0.8001768, False
0.804107, False
0.8080686, False
0.8120103, False
0.8163164, False
0.8206397, False
0.8286416, False
0.8376133, False
0.8440669, False
0.8481318, False
0.8519811, False
0.8561718, False
0.8600829, False
0.8647546, False
0.8699195, False
0.8764567, False
0.881605, False
0.888373, False
0.8966184, False
0.8999406, False
0.9042305, False
0.9081962, False
0.9129031, False
0.9172913, False
0.9243767, False
0.9323956, False
0.9402386, False
0.9441147, False
0.9481254, False
0.9520323, False
0.9560181, False
0.9606051, False
0.9649954, False
0.9694045, False
0.9760845, False
0.980399, False
0.9842751, False
0.9885879, False
0.9936287, False
1.0005, False
1.004298, False
1.018181, False
1.024086, False
1.028062, False
1.128062, False
1.141897, False
1.150655, False
1.161159, False
1.178306, False
1.187956, False
1.195976, False
1.20391, False
1.207064, False
1.211707, False
1.219765, False
1.225505, False
1.231855, False
1.237271, False
1.244385, False
1.250309, False
1.256123, False
1.263179, False
1.269046, False
1.275179, False
1.280375, False
1.286696, False
1.291796, False
1.29723, False
1.303596, False
1.30906, False
1.315114, False
1.320156, False
1.326134, False
1.332627, False
1.339083, False
1.343004, False
1.34714, False
1.352441, False
1.35952, False
1.363592, False
1.369351, False
1.375258, False
1.379641, False
1.384759, False
1.390998, False
1.395275, False
1.399693, False
1.404688, False
1.411167, False
1.415253, False
1.42027, False
1.424886, False
1.431282, False
1.435243, False
1.439677, False
1.444643, False
1.449414, False
1.455819, False
1.463183, False
1.467017, False
1.471036, False
1.475377, False
1.480412, False
1.485264, False
1.491084, False
1.494988, False
1.499225, False
1.503779, False
1.508982, False
1.515212, False
1.519592, False
1.524749, False
1.531351, False
1.535296, False
1.540427, False
1.544894, False
1.551414, False
1.555183, False
1.559514, False
1.567468, False
1.571068, False
1.575567, False
1.581912, False
1.587273, False
1.591222, False
1.596597, False
1.601023, False
1.607936, False
1.615499, False
1.618996, False
1.623402, False
1.627169, False
1.631812, False
1.63639, False
1.641159, False
1.647324, False
1.651312, False
1.656012, False
1.663189, False
1.667219, False
1.671125, False
1.6761, False
1.681651, False
1.687168, False
1.691066, False
1.696162, False
1.700501, False
1.705271, False
1.71152, False
1.715491, False
1.720516, False
1.725246, False
1.731344, False
1.735375, False
1.7406, False
1.745072, False
1.7515, False
1.755132, False
1.760216, False
1.767178, False
1.771131, False
1.775147, False
1.780249, False
1.78467, False
1.789439, False
1.79512, False
1.799371, False
1.803762, False
1.808909, False
1.815402, False
1.819227, False
1.823848, False
1.828112, False
1.833158, False
1.849183, False
1.855403, False
1.859075, False
1.863349, False
1.867494, False
1.871247, False
1.875151, False
1.87989, False
1.883195, False
1.887154, False
1.891034, False
1.895213, False
1.899068, False
1.903252, False
1.907978, False
1.915494, False
1.919113, False
1.923907, False
1.928254, False
1.933014, False
1.939227, False
1.94308, False
1.947641, False
1.952079, False
1.957006, False
1.963372, False
1.971603, False
1.979665, False
1.982989, False
1.9872, False
1.99101, False
1.995163, False
1.999133, False
2.002952, False
2.007191, False
2.0125, False
2.019434, False
2.023534, False
2.028933, False
2.035114, False
2.039163, False
2.04367, False
2.049152, False
2.055463, False
2.059498, False
2.067289, False
2.070996, False
2.075265, False
2.079136, False
2.083539, False
2.087983, False
2.093158, False
2.099161, False
2.103251, False
2.10743, False
2.112788, False
2.119469, False
2.123739, False
2.128628, False
2.135056, False
2.139358, False
2.143321, False
2.148694, False
2.153139, False
2.159345, False
2.167556, False
2.171244, False
2.175274, False
2.180517, False
2.185473, False
2.191102, False
2.195515, False
2.200395, False
2.204766, False
2.211425, False
2.215471, False
2.220488, False
2.227172, False
2.231748, False
2.236796, False
2.243064, False
2.247004, False
2.251348, False
2.256469, False
2.26326, False
2.267186, False
2.271871, False
2.276787, False
2.283102, False
2.297761, True
2.338154, True
2.343824, True
2.347198, True
2.351181, True
2.355017, True
2.359458, True
2.367045, True
2.370962, True
2.375146, True
2.379297, True
2.382942, True
2.387154, True
2.391065, False
2.399467, False
2.403077, False
2.40696, False
2.410999, False
2.415004, False
2.419246, False
2.423575, False
2.428714, False
2.433109, False
2.439095, False
2.443094, False
2.447225, False
2.451749, False
2.456507, False
2.463161, False
2.467167, False
2.471545, False
2.479493, False
2.482913, False
2.487244, False
2.491347, False
2.495464, False
2.500382, False
2.505127, False
2.511321, False
2.515332, False
2.520439, False
2.527408, False
2.531307, False
2.536291, False
2.540676, False
2.545468, False
2.551312, False
2.555208, False
2.560463, False
2.567291, False
2.571192, False
2.575882, False
2.580384, False
2.58751, False
2.591196, False
2.596452, False
2.600739, False
2.605531, False
2.611172, False
2.615428, False
2.620881, False
2.627632, False
2.631998, False
2.637447, False
2.643117, False
2.647048, False
2.651902, False
2.662218, True
2.671209, True
2.679363, True
2.683003, True
2.687024, True
2.691113, True
2.695162, True
2.698999, True
2.703144, True
2.707078, True
2.711209, True
2.715123, True
2.71907, True
2.72326, True
2.727267, True
2.731487, True
2.73674, True
2.743093, True
2.747032, True
2.751227, True
2.7557, True
2.760839, False
2.767116, False
2.771249, False
2.776411, False
2.782989, False
2.787155, False
2.792004, False
2.796146, False
2.800938, False
2.80773, False
2.811135, False
2.815338, False
2.820343, False
2.825001, False
2.831063, False
2.835244, False
2.83941, False
2.844131, False
2.849454, False
2.855396, False
2.859104, False
2.863491, False
2.868447, False
2.873233, False
2.879361, False
2.883274, False
2.888055, False
2.89248, False
2.899401, False
2.903188, False
2.907303, False
2.913112, False
2.91939, False
2.923582, False
2.928511, False
2.935421, False
2.939357, False
2.943804, False
2.948003, False
2.95288, False
2.959434, False
2.979935, False
2.982991, False
2.987473, False
2.991079, False
2.995201, False
2.999192, False
3.003062, False
3.00719, False
3.011083, False
3.015021, False
3.019135, False
3.023499, False
3.027118, False
3.031956, False
3.037678, False
3.043184, False
