t, stimulusOn
0.02, True
0.12, True
0.22, False
0.2970684, True
0.3083648, False
0.3273247, True
0.3317736, False
0.3356541, True
0.3396346, False
0.3435789, True
0.3504657, False
0.3597518, True
0.3678586, False
0.3762149, True
0.3846319, False
0.3929109, True
0.4020467, False
0.4094807, True
0.417464, False
0.4251086, True
0.4322597, False
0.4399572, True
0.4473889, False
0.4549659, True
0.4622658, False
0.4692468, True
0.4758962, False
0.4827857, True
0.4895955, False
0.4972373, True
0.5035028, False
0.5099659, True
0.5165127, False
0.522896, True
0.5294098, False
0.5364084, True
0.5428215, False
0.5485299, True
0.554556, False
0.5613838, True
0.567669, False
0.5737855, True
0.5797795, False
0.58556, True
0.591482, False
0.596629, True
0.6022996, False
0.608117, True
0.613781, False
0.6193851, True
0.6250051, False
0.6308945, True
0.6363862, False
0.6414567, True
0.6476318, False
0.6531421, True
0.6599969, False
0.6634709, True
0.6693397, False
0.6757116, True
0.6795221, False
0.684993, True
0.689644, False
0.6953678, True
0.6996419, False
0.7045863, True
0.709592, False
0.7157382, True
0.7199412, False
0.7246172, True
0.7297161, False
0.7356673, True
0.7395893, False
0.7448219, True
0.7520314, False
0.7561129, True
0.7615992, False
0.7676587, True
0.772549, False
0.7797142, True
0.7842491, False
0.7897018, True
0.7960513, False
0.8013754, True
0.8079386, False
0.8133003, True
0.8196715, False
0.8243061, True
0.8303818, False
0.8360012, True
0.8415688, False
0.8479436, True
0.852472, False
0.8586273, True
0.8638106, False
0.8697206, True
0.8754479, False
0.8802729, True
0.8877367, False
0.8916292, True
0.8972013, False
0.9037845, True
0.9081645, False
0.9138687, True
0.9202126, False
0.9254878, True
0.9317757, False
0.9368651, True
0.9438829, False
0.9481511, True
0.9535229, False
0.9600145, True
0.9646745, False
0.9698462, True
0.9759266, False
0.9812493, True
0.9874209, False
0.9916444, True
0.9970573, False
1.003535, True
1.007448, False
1.012801, True
1.019578, False
1.024029, True
1.029246, False
1.035934, True
1.040475, False
1.046078, True
1.052497, False
1.057408, True
1.06359, False
1.067887, True
1.073375, False
1.091263, True
1.095645, False
1.099615, True
1.103466, False
1.10775, True
1.111455, False
1.115576, True
1.119532, False
1.123781, True
1.13197, False
1.140229, True
1.147577, False
1.151609, True
1.15567, False
1.163722, True
1.167508, False
1.171377, True
1.175334, False
1.180017, True
1.185408, False
1.191563, True
1.196506, False
1.201693, True
1.207885, False
1.213122, True
1.219697, False
1.223844, True
1.229342, False
1.23597, True
1.239887, False
1.245678, True
1.251623, False
1.257048, True
1.263603, False
1.268178, True
1.274309, False
1.279628, True
1.285614, False
1.291945, True
1.296427, False
1.302453, True
1.307666, False
1.313283, True
1.322687, False
1.327579, True
1.348397, False
1.351395, True
1.3555, False
1.359421, True
1.363385, False
1.367516, True
1.371434, False
1.375484, True
1.379797, False
1.383713, True
1.387434, False
1.391443, True
1.395362, False
1.399679, True
1.404342, False
1.409029, True
1.415378, False
1.419448, True
1.423483, False
1.427957, True
1.432512, False
1.437385, True
1.443827, False
1.44756, True
1.452287, False
1.457402, True
1.463712, False
1.467572, True
1.471712, False
1.476922, True
1.481311, False
1.487406, True
1.491578, False
1.496104, True
1.500533, False
1.505526, True
1.511725, False
1.51559, True
1.519939, False
1.525146, True
1.531902, False
1.536939, True
1.543816, False
1.547602, True
1.553417, False
1.559852, True
1.563652, False
1.569321, True
1.57587, False
1.579359, True
1.584688, False
1.589096, True
1.595976, False
1.600241, True
1.605929, False
1.611777, True
1.615815, False
1.620356, True
1.625595, False
1.632036, True
1.636738, False
1.641508, True
1.648063, False
1.653163, True
1.657731, False
1.663456, True
1.667573, False
1.672426, True
1.677184, False
1.682024, True
1.687779, False
1.692443, True
1.697508, False
1.703546, True
1.708332, False
1.712857, True
1.719395, False
1.723589, True
1.727674, False
1.732602, True
1.737045, False
1.741858, True
1.747685, False
1.75201, True
1.756598, False
1.761326, True
1.76732, False
1.771377, True
1.776104, False
1.780557, True
1.787534, False
1.79156, True
1.795473, False
1.799662, True
1.804495, False
1.809716, True
1.815477, False
1.819355, True
1.823722, False
