t 0.02, x 18.26352, y 0, z 9.848078, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.346912, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.350157, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.35435, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.35832, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.362856, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.366153, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.370306, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.374195, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.378758, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.382585, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.386394, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.390223, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.394758, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.398186, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.402319, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.406231, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.410765, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.41422, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.418288, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.422206, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.426854, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.430212, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.43419, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.438484, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.442262, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.446915, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.450197, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.454292, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.458262, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.462926, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.466171, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.47033, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.474258, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.47877, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.48255, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.486267, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.490238, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.494736, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.498243, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.50229, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.506194, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.510942, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.514169, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.51828, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.522188, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.52714, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.530133, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.534344, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.538253, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.542413, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.546862, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.550105, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.554375, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.558355, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.562836, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.56612, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.570341, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.574193, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.578764, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.582193, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.586278, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.590185, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.594864, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.598129, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.602273, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.60629, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.610316, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.614318, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.618242, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.62232, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.626265, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.630351, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.63417, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.638218, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.642233, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.646238, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.650204, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.654354, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.658248, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.662208, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.666206, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.670348, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.674189, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.678283, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.682337, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.686263, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.69032, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.694261, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.698227, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.702311, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.706203, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.710348, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.714244, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.718188, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.722352, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.726283, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.730264, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.734288, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.738137, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.742342, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.746214, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.750306, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.754111, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.758357, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.762224, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.770481, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.782533, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.786233, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.790302, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.794201, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.798144, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.802343, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.806251, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.81039, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.814221, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.818271, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.822276, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.826202, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.830371, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.834159, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.83847, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.84235, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.846252, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.850289, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.854219, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.858216, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.862136, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.866219, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.870218, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.874234, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.878707, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.882219, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.886751, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.8902, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.894926, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.898137, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.902901, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.906145, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.910868, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.91421, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.918812, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.922183, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.926891, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.930125, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.934795, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.938184, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.942892, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.946115, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.950915, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.954124, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.958779, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.962244, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.966235, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.97031, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.974223, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.978317, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.982234, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.986991, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.990131, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.994399, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.998864, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.002181, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.006266, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.010275, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.014407, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.018704, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.022239, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.026302, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.030331, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.034641, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.038411, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.042244, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.046247, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.050721, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.054219, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.058203, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.062202, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.066729, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.070188, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.074316, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.078131, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.082345, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.086244, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.090196, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.094209, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.098238, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.102183, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.106292, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.110307, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.11423, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.118181, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.122303, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.126808, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.13021, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.13487, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.138158, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.143042, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.146215, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.15093, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.15421, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.158877, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.162228, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.166509, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.170981, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.175041, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.17812, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.182573, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.186918, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.19131, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.199321, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.206479, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.210794, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.218991, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.22224, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.263295, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.270252, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.278297, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.282244, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.286227, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.290182, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.294247, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.298231, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.302166, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.306411, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.31024, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.314245, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.318219, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.322201, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.32633, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.330258, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.334113, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.338463, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.342213, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.346246, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.350288, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.35419, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.358291, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.362236, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.366623, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.370198, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
