t, stimulusOn
0.02, 2021-08-19T17:07:43.9820840+08:00, True
0.12, 2021-08-19T17:07:44.9429110+08:00, True
0.22, 2021-08-19T17:07:45.2246490+08:00, True
0.261104, 2021-08-19T17:07:45.2655700+08:00, True
0.2664777, 2021-08-19T17:07:45.2710110+08:00, True
0.273065, 2021-08-19T17:07:45.2774930+08:00, True
0.276571, 2021-08-19T17:07:45.2809810+08:00, True
0.2807161, 2021-08-19T17:07:45.2851290+08:00, True
0.2847941, 2021-08-19T17:07:45.2892030+08:00, True
0.2896792, 2021-08-19T17:07:45.2940860+08:00, True
0.2948896, 2021-08-19T17:07:45.2993610+08:00, True
0.3014791, 2021-08-19T17:07:45.3060090+08:00, True
0.3085278, 2021-08-19T17:07:45.3130540+08:00, True
0.3155344, 2021-08-19T17:07:45.3200240+08:00, True
0.3238191, 2021-08-19T17:07:45.3283560+08:00, True
0.3305196, 2021-08-19T17:07:45.3351020+08:00, True
0.3371859, 2021-08-19T17:07:45.3416700+08:00, True
0.3439817, 2021-08-19T17:07:45.3485020+08:00, True
0.3504058, 2021-08-19T17:07:45.3549260+08:00, True
0.3569526, 2021-08-19T17:07:45.3615090+08:00, True
0.3637111, 2021-08-19T17:07:45.3682240+08:00, True
0.3697946, 2021-08-19T17:07:45.3742860+08:00, True
0.3767368, 2021-08-19T17:07:45.3811960+08:00, True
0.3820908, 2021-08-19T17:07:45.3865910+08:00, True
0.3887253, 2021-08-19T17:07:45.3931890+08:00, True
0.3941207, 2021-08-19T17:07:45.3985870+08:00, True
0.4011277, 2021-08-19T17:07:45.4056180+08:00, True
0.4090003, 2021-08-19T17:07:45.4134630+08:00, True
0.4126792, 2021-08-19T17:07:45.4170950+08:00, True
0.4183635, 2021-08-19T17:07:45.4228030+08:00, True
0.4248704, 2021-08-19T17:07:45.4293220+08:00, True
0.4289073, 2021-08-19T17:07:45.4333440+08:00, True
0.4347387, 2021-08-19T17:07:45.4391820+08:00, True
0.4410995, 2021-08-19T17:07:45.4455570+08:00, True
0.4465046, 2021-08-19T17:07:45.4509350+08:00, True
0.4530957, 2021-08-19T17:07:45.4575370+08:00, True
0.4571785, 2021-08-19T17:07:45.4616290+08:00, True
0.4629541, 2021-08-19T17:07:45.4674550+08:00, True
0.4690515, 2021-08-19T17:07:45.4735250+08:00, True
0.4732775, 2021-08-19T17:07:45.4777880+08:00, True
0.4783966, 2021-08-19T17:07:45.4828370+08:00, True
0.4851402, 2021-08-19T17:07:45.4895970+08:00, True
0.488648, 2021-08-19T17:07:45.4931760+08:00, True
0.4939242, 2021-08-19T17:07:45.4983640+08:00, True
0.4979601, 2021-08-19T17:07:45.5024150+08:00, True
0.5028804, 2021-08-19T17:07:45.5073270+08:00, True
0.508545, 2021-08-19T17:07:45.5129830+08:00, True
0.5126755, 2021-08-19T17:07:45.5170930+08:00, True
0.5176713, 2021-08-19T17:07:45.5220920+08:00, True
0.5222381, 2021-08-19T17:07:45.5267890+08:00, True
0.5289154, 2021-08-19T17:07:45.5333290+08:00, True
