t, stimulusOn
5.984476, False
5.988261, False
5.992249, False
5.996758, False
6.000414, False
6.004473, False
6.00859, False
6.012413, False
6.01636, False
6.020203, False
6.024316, False
6.029305, False
6.034002, False
6.040341, False
6.044405, False
6.048757, False
6.053186, False
6.058407, False
6.064283, False
6.068475, False
6.072492, False
6.077545, False
6.081954, False
6.091778, False
6.097185, False
6.104775, False
6.108317, False
6.112484, False
6.116446, False
6.120201, False
6.124123, False
6.128362, False
6.132308, False
6.1363, False
6.140726, False
6.14581, False
6.15059, False
6.156457, False
6.160359, False
6.164675, False
6.169394, False
6.174078, False
6.18022, False
6.184365, False
6.18841, False
6.193698, False
6.198085, False
6.204677, False
6.208206, False
6.212771, False
6.217178, False
6.222175, False
6.228535, False
6.232467, False
6.237057, False
6.241623, False
6.24848, False
6.252326, False
6.26803, False
6.272777, False
6.276384, False
6.280271, False
6.284339, False
6.288221, False
6.292643, False
6.296465, False
6.300467, False
6.304176, False
6.308228, False
6.312395, False
6.316277, False
6.320227, False
6.324313, False
6.32941, False
6.334245, False
6.34043, False
6.344496, False
6.351584, False
6.360815, False
6.364791, False
6.368274, False
6.372339, False
6.376303, False
6.380364, False
6.385324, False
6.39017, False
6.396734, False
6.400431, False
6.405262, False
6.40951, False
6.41494, False
6.420701, False
6.424493, False
6.432467, False
6.436325, False
6.440341, False
6.44528, False
6.457972, False
6.464402, False
6.468646, False
6.476821, False
6.480475, False
6.484608, False
6.488322, False
6.492795, False
6.496855, False
6.502437, False
6.5096, False
6.513426, False
6.520608, False
6.524448, False
6.52913, False
6.533618, False
6.538554, False
6.544866, False
6.549575, False
6.555026, False
6.561076, False
6.566158, False
6.572958, False
6.57698, False
6.582709, False
6.588685, False
6.594247, False
6.600784, False
6.604888, False
6.611145, False
6.620163, False
6.6287
