t 300.0752, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.0867, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.0952, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1033, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1069, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1106, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1146, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.119, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1226, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1273, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1306, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1347, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1389, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1425, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1468, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1512, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1557, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1632, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1712, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.179, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1869, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.1952, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.2394, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.2616, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.2842, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.299, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.3071, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.3235, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.3307, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.3347, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.3387, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.3426, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.355, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.3632, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.3712, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.3792, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.3868, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.3951, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4034, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4108, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4192, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4387, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4426, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4467, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4506, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4579, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4629, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4708, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4788, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4908, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4947, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.4987, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5027, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5072, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5107, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5147, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5187, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5227, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5267, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5307, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5346, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5395, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5473, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5588, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5625, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5668, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5709, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5789, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5829, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5911, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5948, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.5988, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6027, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6071, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6122, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6192, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6269, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6348, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6428, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6467, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6507, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6547, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6586, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6628, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6665, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6707, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6747, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6785, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6828, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.688, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6951, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.6986, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.7028, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.708, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.7186, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.7228, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.7265, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.7307, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.7387, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 300.7433, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
