t, x , y, z , scale_x, scale_y, scale_z, stimulusOn
0.02, 2021-07-05T15:11:41.5084500+08:00, 0, 0, 50, 1, 1, 1, True
0.12, 2021-07-05T15:11:43.0482060+08:00, -1.701315, 0.392695, 49.96951, 1, 1, 1, True
0.22, 2021-07-05T15:11:43.2427930+08:00, 4.631972, -5.660162, 49.46218, 1, 1, 1, True
0.3042316, 2021-07-05T15:11:43.3285770+08:00, -5.270172, -6.353232, 49.31391, 1, 1, 1, True
0.3234197, 2021-07-05T15:11:43.3464760+08:00, -15.30092, -2.878203, 47.51419, 1, 1, 1, True
0.3512897, 2021-07-05T15:11:43.3747630+08:00, -16.21187, -2.791077, 47.21637, 1, 1, 1, True
0.3757067, 2021-07-05T15:11:43.3994610+08:00, -18.90652, -2.6168, 46.21359, 1, 1, 1, True
0.3979489, 2021-07-05T15:11:43.4213640+08:00, -19.18847, -2.6168, 46.09723, 1, 1, 1, True
0.4228521, 2021-07-05T15:11:43.4459410+08:00, -19.6683, -2.703943, 45.8895, 1, 1, 1, True
0.4486713, 2021-07-05T15:11:43.4713520+08:00, -19.86741, -2.747511, 45.80106, 1, 1, 1, True
0.4633334, 2021-07-05T15:11:43.4857290+08:00, -19.90639, -2.791077, 45.7815, 1, 1, 1, True
0.4692911, 2021-07-05T15:11:43.4916060+08:00, -19.94534, -2.834642, 45.76186, 1, 1, 1, True
0.4765722, 2021-07-05T15:11:43.4988190+08:00, -19.94534, -2.834642, 45.76186, 1, 1, 1, True
0.483101, 2021-07-05T15:11:43.5053900+08:00, -19.94534, -2.834643, 45.76186, 1, 1, 1, True
0.4926544, 2021-07-05T15:11:43.5149180+08:00, -19.94534, -2.834643, 45.76186, 1, 1, 1, True
0.5015632, 2021-07-05T15:11:43.5238660+08:00, -19.94534, -2.834643, 45.76186, 1, 1, 1, True
0.5093269, 2021-07-05T15:11:43.5316840+08:00, -19.90639, -2.79108, 45.7815, 1, 1, 1, True
0.518039, 2021-07-05T15:11:43.5403630+08:00, -19.82742, -2.747514, 45.81839, 1, 1, 1, True
0.5266538, 2021-07-05T15:11:43.5491520+08:00, -19.74836, -2.703946, 45.85511, 1, 1, 1, True
0.5352195, 2021-07-05T15:11:43.5575990+08:00, -19.5891, -2.660375, 45.92591, 1, 1, 1, True
0.5434445, 2021-07-05T15:11:43.5658820+08:00, -19.27063, -2.529652, 46.06782, 1, 1, 1, True
0.5516747, 2021-07-05T15:11:43.5740910+08:00, -18.94938, -2.486074, 46.20325, 1, 1, 1, True
0.5596067, 2021-07-05T15:11:43.5819930+08:00, -18.54781, -2.355329, 46.37274, 1, 1, 1, True
0.5678408, 2021-07-05T15:11:43.5902160+08:00, -18.06406, -2.180976, 46.5718, 1, 1, 1, True
0.5758829, 2021-07-05T15:11:43.5984590+08:00, -17.41462, -2.006596, 46.82632, 1, 1, 1, True
0.5838715, 2021-07-05T15:11:43.6062660+08:00, -16.84297, -1.875795, 47.04036, 1, 1, 1, True
0.5914907, 2021-07-05T15:11:43.6137020+08:00, -16.18656, -1.701374, 47.27685, 1, 1, 1, True
