t, stimulusOn
0.02, 2021-06-08T15:05:09.3000110+08:00, False
0.12, 2021-06-08T15:05:10.5627800+08:00, False
0.22, 2021-06-08T15:05:10.8507550+08:00, False
0.32, 2021-06-08T15:05:10.9602380+08:00, False
0.3322735, 2021-06-08T15:05:10.9666920+08:00, False
0.3361067, 2021-06-08T15:05:10.9705200+08:00, False
0.3399988, 2021-06-08T15:05:10.9744010+08:00, False
0.3441261, 2021-06-08T15:05:10.9787650+08:00, False
0.3480647, 2021-06-08T15:05:10.9824760+08:00, False
0.353197, 2021-06-08T15:05:10.9876180+08:00, False
0.3607605, 2021-06-08T15:05:11.0054510+08:00, False
0.3762031, 2021-06-08T15:05:11.0106500+08:00, False
0.3799605, 2021-06-08T15:05:11.0143620+08:00, False
0.3867816, 2021-06-08T15:05:11.0214700+08:00, False
0.3941317, 2021-06-08T15:05:11.0285610+08:00, False
0.4032549, 2021-06-08T15:05:11.0380140+08:00, False
0.4119617, 2021-06-08T15:05:11.0463890+08:00, False
0.4201012, 2021-06-08T15:05:11.0549390+08:00, False
0.4270199, 2021-06-08T15:05:11.0614290+08:00, False
0.4335537, 2021-06-08T15:05:11.0679590+08:00, False
0.4409953, 2021-06-08T15:05:11.0756370+08:00, False
0.4481485, 2021-06-08T15:05:11.0825600+08:00, False
0.4559966, 2021-06-08T15:05:11.0904770+08:00, False
0.4630919, 2021-06-08T15:05:11.0977260+08:00, False
0.4691584, 2021-06-08T15:05:11.1035830+08:00, False
0.4758119, 2021-06-08T15:05:11.1102280+08:00, False
0.4831727, 2021-06-08T15:05:11.1178310+08:00, False
0.4891646, 2021-06-08T15:05:11.1235890+08:00, False
0.4966226, 2021-06-08T15:05:11.1310480+08:00, False
0.5026786, 2021-06-08T15:05:11.1373530+08:00, False
0.5088565, 2021-06-08T15:05:11.1432800+08:00, False
0.5154344, 2021-06-08T15:05:11.1498930+08:00, False
0.5215206, 2021-06-08T15:05:11.1562170+08:00, False
0.5283781, 2021-06-08T15:05:11.1627820+08:00, False
0.5346475, 2021-06-08T15:05:11.1690730+08:00, False
0.540223, 2021-06-08T15:05:11.1748780+08:00, False
0.5463225, 2021-06-08T15:05:11.1807340+08:00, False
0.5523046, 2021-06-08T15:05:11.1867380+08:00, False
0.5580795, 2021-06-08T15:05:11.1925080+08:00, False
0.5643899, 2021-06-08T15:05:11.2089900+08:00, False
0.5802205, 2021-06-08T15:05:11.2148560+08:00, False
0.5839412, 2021-06-08T15:05:11.2183420+08:00, False
0.5881599, 2021-06-08T15:05:11.2225770+08:00, False
0.5921367, 2021-06-08T15:05:11.2265420+08:00, False
0.5961736, 2021-06-08T15:05:11.2305970+08:00, False
0.6010066, 2021-06-08T15:05:11.2357000+08:00, False
0.6044564, 2021-06-08T15:05:11.2388780+08:00, False
0.6095786, 2021-06-08T15:05:11.2440170+08:00, False
0.6160274, 2021-06-08T15:05:11.2504590+08:00, False
0.6214141, 2021-06-08T15:05:11.2593480+08:00, False
0.627948, 2021-06-08T15:05:11.2623470+08:00, False
0.6321498, 2021-06-08T15:05:11.2665680+08:00, False
0.6364183, 2021-06-08T15:05:11.2708270+08:00, False
0.6417704, 2021-06-08T15:05:11.2764380+08:00, False
0.6484388, 2021-06-08T15:05:11.2828500+08:00, False
0.6519827, 2021-06-08T15:05:11.2863920+08:00, False
0.6576056, 2021-06-08T15:05:11.2920560+08:00, False
0.6640677, 2021-06-08T15:05:11.3030030+08:00, False
0.6720233, 2021-06-08T15:05:11.3064530+08:00, False
0.6760182, 2021-06-08T15:05:11.3104240+08:00, False
0.6800649, 2021-06-08T15:05:11.3147230+08:00, False
0.6841088, 2021-06-08T15:05:11.3185220+08:00, False
0.6882231, 2021-06-08T15:05:11.3226310+08:00, False
0.6919878, 2021-06-08T15:05:11.3264000+08:00, False
0.696838, 2021-06-08T15:05:11.3313240+08:00, False
0.7021787, 2021-06-08T15:05:11.3368650+08:00, False
0.7081859, 2021-06-08T15:05:11.3425900+08:00, False
0.7121147, 2021-06-08T15:05:11.3465420+08:00, False
0.7163497, 2021-06-08T15:05:11.3507730+08:00, False
0.7202929, 2021-06-08T15:05:11.3549560+08:00, False
0.7252089, 2021-06-08T15:05:11.3596690+08:00, False
0.7293024, 2021-06-08T15:05:11.3637210+08:00, False
0.7345436, 2021-06-08T15:05:11.3689700+08:00, False
0.7402476, 2021-06-08T15:05:11.3749330+08:00, False
0.7441565, 2021-06-08T15:05:11.3785950+08:00, False
0.7480991, 2021-06-08T15:05:11.3825290+08:00, False
0.7528365, 2021-06-08T15:05:11.3872510+08:00, False
0.7568735, 2021-06-08T15:05:11.3913090+08:00, False
0.7613587, 2021-06-08T15:05:11.3961690+08:00, False
0.7680407, 2021-06-08T15:05:11.4024520+08:00, False
0.7721187, 2021-06-08T15:05:11.4065310+08:00, False
0.7760878, 2021-06-08T15:05:11.4104870+08:00, False
0.7800758, 2021-06-08T15:05:11.4147490+08:00, False
0.783929, 2021-06-08T15:05:11.4183650+08:00, False
0.7882257, 2021-06-08T15:05:11.4226530+08:00, False
0.7928287, 2021-06-08T15:05:11.4272550+08:00, False
0.7967252, 2021-06-08T15:05:11.4311570+08:00, False
0.8013754, 2021-06-08T15:05:11.4361160+08:00, False
0.8081863, 2021-06-08T15:05:11.4425930+08:00, False
0.812011, 2021-06-08T15:05:11.4464320+08:00, False
0.8160843, 2021-06-08T15:05:11.4505180+08:00, False
0.8200352, 2021-06-08T15:05:11.4548120+08:00, False
0.8240426, 2021-06-08T15:05:11.4584610+08:00, False
0.8282281, 2021-06-08T15:05:11.4626690+08:00, False
0.8323809, 2021-06-08T15:05:11.4668190+08:00, False
0.8369191, 2021-06-08T15:05:11.4713690+08:00, False
0.8412997, 2021-06-08T15:05:11.4759900+08:00, False
0.8484939, 2021-06-08T15:05:11.4829190+08:00, False
0.8519495, 2021-06-08T15:05:11.4863760+08:00, False
0.8560373, 2021-06-08T15:05:11.4904500+08:00, False
0.8600265, 2021-06-08T15:05:11.5046380+08:00, False
0.8763332, 2021-06-08T15:05:11.5107870+08:00, False
0.87988, 2021-06-08T15:05:11.5142990+08:00, False
0.8839531, 2021-06-08T15:05:11.5186170+08:00, False
0.8879837, 2021-06-08T15:05:11.5224080+08:00, False
0.8919897, 2021-06-08T15:05:11.5264350+08:00, False
0.8961203, 2021-06-08T15:05:11.5305820+08:00, False
0.9007871, 2021-06-08T15:05:11.5354400+08:00, False
0.9039573, 2021-06-08T15:05:11.5383980+08:00, False
0.9080948, 2021-06-08T15:05:11.5425230+08:00, False
0.9121161, 2021-06-08T15:05:11.5465420+08:00, False
0.9282506, 2021-06-08T15:05:11.5629810+08:00, False
0.9320043, 2021-06-08T15:05:11.5664320+08:00, False
0.935941, 2021-06-08T15:05:11.5703830+08:00, False
0.940006, 2021-06-08T15:05:11.5746780+08:00, False
0.944029, 2021-06-08T15:05:11.5784510+08:00, False
0.9479249, 2021-06-08T15:05:11.5823560+08:00, False
0.9521974, 2021-06-08T15:05:11.5866310+08:00, False
0.9561075, 2021-06-08T15:05:11.5905180+08:00, False
