t 0.02, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.12, x 5.029953, y -8.037127, z 49.09281, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.22, x 3.579113, y -7.347314, z 49.32755, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.32, x 1.55448, y -7.131446, z 49.46439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.328678, x 0.7778174, y -6.915444, z 49.51335, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3360859, x 0.6482679, y -6.872226, z 49.52123, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3436933, x 0.5619039, y -6.829005, z 49.52826, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3474403, x 0.4755736, y -6.742547, z 49.54101, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3516314, x 0.4755736, y -6.742547, z 49.54101, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3597561, x 0.4323919, y -6.699308, z 49.54727, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3633487, x 0.3892449, y -6.61282, z 49.55925, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3672063, x 0.3892449, y -6.61282, z 49.55925, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3715541, x 0.3460363, y -6.569565, z 49.56532, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3753528, x 0.3460363, y -6.569565, z 49.56532, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3795083, x 0.3460762, y -6.52631, z 49.57103, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3837128, x 0.3460762, y -6.52631, z 49.57103, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3873726, x 0.3461158, y -6.483046, z 49.57671, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3913555, x 0.3461158, y -6.483046, z 49.57671, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3954557, x 0.3462331, y -6.353229, z 49.59351, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3994232, x 0.3462331, y -6.353229, z 49.59351, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4034054, x 0.34631, y -6.266661, z 49.60453, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4072543, x 0.34631, y -6.266661, z 49.60453, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4114517, x 0.3464234, y -6.136772, z 49.62076, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4151282, x 0.3464234, y -6.136772, z 49.62076, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4193563, x 0.3465343, y -6.006841, z 49.63666, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4233353, x 0.3465343, y -6.006841, z 49.63666, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4273977, x 0.4767768, y -5.746856, z 49.66635, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4314192, x 0.4767768, y -5.746856, z 49.66635, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4354177, x 0.6504638, y -5.530082, z 49.68898, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4394332, x 0.6504638, y -5.530082, z 49.68898, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4432458, x 0.9111428, y -5.269814, z 49.71317, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4478378, x 1.172061, y -5.009401, z 49.73462, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4513308, x 1.476729, y -4.705414, z 49.75619, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4552873, x 1.781638, y -4.401251, z 49.77404, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4594403, x 1.781638, y -4.401251, z 49.77404, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4634657, x 2.130342, y -4.053436, z 49.78987, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4673597, x 2.522853, y -3.661908, z 49.80186, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
