t, stimulusOn
0.02, 2021-06-08T14:39:20.7551310+08:00, True
0.12, 2021-06-08T14:39:21.7874240+08:00, True
0.22, 2021-06-08T14:39:22.0662090+08:00, True
0.32, 2021-06-08T14:39:22.1881600+08:00, True
0.3404845, 2021-06-08T14:39:22.1946370+08:00, True
0.3450662, 2021-06-08T14:39:22.1989580+08:00, True
0.3482369, 2021-06-08T14:39:22.2021210+08:00, True
0.3552125, 2021-06-08T14:39:22.2090910+08:00, True
0.3604994, 2021-06-08T14:39:22.2146080+08:00, True
0.3672272, 2021-06-08T14:39:22.2212150+08:00, True
0.3784318, 2021-06-08T14:39:22.2324250+08:00, True
0.391506, 2021-06-08T14:39:22.2456920+08:00, True
0.4013815, 2021-06-08T14:39:22.2555140+08:00, True
0.4113666, 2021-06-08T14:39:22.2652810+08:00, True
0.4216458, 2021-06-08T14:39:22.2857210+08:00, True
0.4363778, 2021-06-08T14:39:22.2902670+08:00, True
0.4414349, 2021-06-08T14:39:22.2956030+08:00, True
0.4504919, 2021-06-08T14:39:22.3044000+08:00, True
0.4605758, 2021-06-08T14:39:22.3147260+08:00, True
0.469238, 2021-06-08T14:39:22.3231580+08:00, True
0.4786078, 2021-06-08T14:39:22.3326640+08:00, True
0.4871579, 2021-06-08T14:39:22.3414850+08:00, True
0.4955441, 2021-06-08T14:39:22.3494500+08:00, True
0.503997, 2021-06-08T14:39:22.3582230+08:00, True
0.5126393, 2021-06-08T14:39:22.3665170+08:00, True
0.5220976, 2021-06-08T14:39:22.3861850+08:00, True
0.5363165, 2021-06-08T14:39:22.3902290+08:00, True
0.5401936, 2021-06-08T14:39:22.3942770+08:00, True
0.5457013, 2021-06-08T14:39:22.3996100+08:00, True
0.5540407, 2021-06-08T14:39:22.4079740+08:00, True
0.5612643, 2021-06-08T14:39:22.4154440+08:00, True
0.5688853, 2021-06-08T14:39:22.4228200+08:00, True
0.5762036, 2021-06-08T14:39:22.4302240+08:00, True
0.5837404, 2021-06-08T14:39:22.4381430+08:00, True
0.5917883, 2021-06-08T14:39:22.4457220+08:00, True
0.5986651, 2021-06-08T14:39:22.4525700+08:00, True
0.6057863, 2021-06-08T14:39:22.4599340+08:00, True
0.6127338, 2021-06-08T14:39:22.4666440+08:00, True
0.6198235, 2021-06-08T14:39:22.4737980+08:00, True
0.6267145, 2021-06-08T14:39:22.4869220+08:00, True
0.6405923, 2021-06-08T14:39:22.4947700+08:00, True
0.644347, 2021-06-08T14:39:22.4982280+08:00, True
0.6485047, 2021-06-08T14:39:22.5023700+08:00, True
0.6548051, 2021-06-08T14:39:22.5087480+08:00, True
0.6617231, 2021-06-08T14:39:22.5158720+08:00, True
0.6683262, 2021-06-08T14:39:22.5222190+08:00, True
0.6747304, 2021-06-08T14:39:22.5286510+08:00, True
0.6808833, 2021-06-08T14:39:22.5369670+08:00, True
0.6883255, 2021-06-08T14:39:22.5421910+08:00, True
0.694519, 2021-06-08T14:39:22.5484200+08:00, True
0.7006136, 2021-06-08T14:39:22.5547640+08:00, True
0.7072855, 2021-06-08T14:39:22.5612260+08:00, True
0.713082, 2021-06-08T14:39:22.5670020+08:00, True
0.7193356, 2021-06-08T14:39:22.5733010+08:00, True
0.736608, 2021-06-08T14:39:22.5908470+08:00, True
