t, x1, y1, z1, scale_x1, scale_y1, scale_z1, x2, y2, z2, scale_x2, scale_y2, scale_z2, stimulusOn
0.02, -3.420201, 0, 9.396926, 1, 1, 1, 3.420202, 0, -9.396925, 2, 2, 2, False
0.12, -3.420201, 0, 9.396926, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.22, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.28986, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.3000094, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.3071682, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.3150725, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.3189154, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.3328382, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.3386373, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.3489093, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.3625422, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.3730268, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.3843344, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.3960493, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.4073405, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.4196361, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.4303847, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.4416078, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.4532196, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.4658262, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.930462, -2.663973, -9.182356, 2, 2, 2, False
0.4789379, -2.930463, -2.663973, 9.182354, 1, 1, 1, 2.931167, -2.655561, -9.184566, 2, 2, 2, False
0.4876681, -2.931169, -2.655561, 9.184566, 1, 1, 1, 2.933968, -2.621892, -9.19334, 2, 2, 2, False
0.5001716, -2.933969, -2.621892, 9.19334, 1, 1, 1, 2.944074, -2.596619, -9.197281, 2, 2, 2, False
0.5105633, -2.944073, -2.596619, 9.197283, 1, 1, 1, 2.963568, -2.554458, -9.202826, 2, 2, 2, False
0.5221446, -2.963566, -2.554458, 9.202826, 1, 1, 1, 3.02187, -2.427685, -9.218169, 2, 2, 2, False
0.533532, -3.021868, -2.427685, 9.21817, 1, 1, 1, 3.079253, -2.308989, -9.229668, 2, 2, 2, False
0.5458636, -3.07925, -2.308989, 9.229669, 1, 1, 1, 3.153721, -2.172915, -9.237558, 2, 2, 2, False
0.5549726, -3.153719, -2.172915, 9.237558, 1, 1, 1, 3.264722, -1.968018, -9.244919, 2, 2, 2, False
0.5591927, -3.26472, -1.968018, 9.244918, 1, 1, 1, 3.264722, -1.968018, -9.244919, 2, 2, 2, False
0.5653663, -3.26472, -1.968018, 9.244918, 1, 1, 1, 3.292884, -1.90809, -9.247492, 2, 2, 2, False
0.5708852, -3.292884, -1.90809, 9.247492, 1, 1, 1, 3.329575, -1.839514, -9.248249, 2, 2, 2, False
0.5762352, -3.329574, -1.839514, 9.24825, 1, 1, 1, 3.366148, -1.770847, -9.248412, 2, 2, 2, False
0.5829505, -3.366147, -1.770847, 9.248413, 1, 1, 1, 3.402595, -1.702095, -9.247984, 2, 2, 2, False
0.5863706, -3.402596, -1.702095, 9.247984, 1, 1, 1, 3.457996, -1.581581, -9.248829, 2, 2, 2, False
0.5912668, -3.457996, -1.581581, 9.248831, 1, 1, 1, 3.457996, -1.581581, -9.248829, 2, 2, 2, False
0.5966035, -3.457996, -1.581581, 9.248831, 1, 1, 1, 3.486006, -1.512609, -9.249855, 2, 2, 2, False
0.6025046, -3.486006, -1.512608, 9.249853, 1, 1, 1, 3.522392, -1.434927, -9.248443, 2, 2, 2, False
0.6065503, -3.522393, -1.434927, 9.248445, 1, 1, 1, 3.522392, -1.434927, -9.248443, 2, 2, 2, False
