t 0.02, stimulusOn False
t 0.12, stimulusOn False
t 0.22, stimulusOn False
t 0.2952422, stimulusOn False
t 0.2993672, stimulusOn False
t 0.3049056, stimulusOn False
t 0.3114601, stimulusOn False
t 0.3196055, stimulusOn False
t 0.3229737, stimulusOn False
t 0.3273544, stimulusOn False
t 0.3311221, stimulusOn False
t 0.3352702, stimulusOn False
t 0.3417839, stimulusOn False
t 0.3476105, stimulusOn False
t 0.3535443, stimulusOn False
t 0.3591508, stimulusOn False
t 0.3648667, stimulusOn False
t 0.371614, stimulusOn False
t 0.376973, stimulusOn False
t 0.3835472, stimulusOn False
t 0.3892295, stimulusOn False
t 0.3955591, stimulusOn False
t 0.3997203, stimulusOn False
t 0.4048738, stimulusOn False
t 0.411321, stimulusOn False
t 0.4162496, stimulusOn False
t 0.4211388, stimulusOn False
t 0.4272359, stimulusOn False
t 0.431767, stimulusOn False
t 0.4363778, stimulusOn False
t 0.4413914, stimulusOn False
t 0.4475334, stimulusOn False
t 0.4521545, stimulusOn False
t 0.4567563, stimulusOn False
t 0.4633016, stimulusOn False
t 0.4671331, stimulusOn False
t 0.4716916, stimulusOn False
t 0.476014, stimulusOn False
t 0.4809596, stimulusOn False
t 0.4870768, stimulusOn False
t 0.4911652, stimulusOn False
t 0.4952675, stimulusOn False
t 0.500421, stimulusOn False
t 0.5043148, stimulusOn False
t 0.5089248, stimulusOn False
t 0.5152467, stimulusOn False
t 0.5190353, stimulusOn False
t 0.5230619, stimulusOn False
t 0.5271972, stimulusOn False
t 0.5310867, stimulusOn False
t 0.5350291, stimulusOn False
t 0.5395573, stimulusOn False
t 0.5435519, stimulusOn False
t 0.547787, stimulusOn False
t 0.5519175, stimulusOn False
t 0.5561042, stimulusOn False
t 0.5603839, stimulusOn False
t 0.5677746, stimulusOn False
t 0.5709914, stimulusOn False
t 0.5750043, stimulusOn False
t 0.5792838, stimulusOn False
t 0.5830405, stimulusOn False
t 0.5872678, stimulusOn False
t 0.5911352, stimulusOn False
t 0.5951434, stimulusOn False
t 0.5991405, stimulusOn False
t 0.603171, stimulusOn False
t 0.6070778, stimulusOn False
t 0.6110221, stimulusOn False
t 0.6149537, stimulusOn False
t 0.6192759, stimulusOn False
t 0.6230426, stimulusOn False
t 0.627286, stimulusOn False
t 0.6312109, stimulusOn False
t 0.6351041, stimulusOn False
t 0.6394682, stimulusOn False
t 0.6429678, stimulusOn False
t 0.6472684, stimulusOn False
t 0.6511998, stimulusOn False
t 0.6552207, stimulusOn False
t 0.6590618, stimulusOn False
t 0.6630291, stimulusOn False
t 0.6672333, stimulusOn False
t 0.6712266, stimulusOn False
t 0.674997, stimulusOn False
t 0.6792095, stimulusOn False
t 0.6831502, stimulusOn False
t 0.6871694, stimulusOn False
t 0.6910536, stimulusOn False
t 0.6952677, stimulusOn False
