t 0.02, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.12, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.22, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.2961119, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3020805, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3063352, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3137797, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3216912, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3254989, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3306667, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3380364, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.343521, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3493479, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3542887, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3601106, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3654145, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3715326, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3771537, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3820661, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3872588, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3919015, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.397397, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4018336, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4070846, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4132467, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4171759, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4224445, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4276436, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4332416, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4373781, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4416286, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4462978, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4515181, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4575294, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.461177, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4652168, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.469491, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4734263, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4781014, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4821028, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4866418, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4909741, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4954405, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5015443, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5050952, x 0.6037406, y -7.60617, z 49.41439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5092753, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5131648, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5170657, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5213494, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5253121, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5292386, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5331661, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5373479, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5411345, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5452412, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5489952, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.553019, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5574005, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5611811, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5650774, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5692706, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5731091, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5772281, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5811644, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5852259, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5892405, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5932283, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5971788, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.601015, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.60522, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6090781, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6130645, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6172465, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6212686, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6253861, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6291624, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6332585, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6370148, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6413112, x 0.6036593, y -7.649292, z 49.40773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6451055, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6492757, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.652955, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6573265, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6612567, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6649916, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6692912, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6732064, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6772428, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6811121, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6851938, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6892096, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6932224, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6971737, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.701264, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7051541, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7089761, x 0.6035775, y -7.692408, z 49.40104, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7132704, x 0.5604668, y -7.692408, z 49.40155, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7171312, x 0.5604668, y -7.692408, z 49.40155, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7210292, x 0.5604668, y -7.692408, z 49.40155, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7252924, x 0.5603904, y -7.735519, z 49.39481, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7291518, x 0.5603904, y -7.735519, z 49.39481, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7331267, x 0.5603904, y -7.735519, z 49.39481, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7372762, x 0.5603904, y -7.735519, z 49.39481, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7409485, x 0.5603904, y -7.735519, z 49.39481, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7453363, x 0.5603904, y -7.735519, z 49.39481, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7491422, x 0.5603904, y -7.735519, z 49.39481, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7531308, x 0.5603904, y -7.735519, z 49.39481, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7572673, x 0.5603904, y -7.735519, z 49.39481, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7610295, x 0.5603904, y -7.735519, z 49.39481, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7650247, x 0.5603904, y -7.735519, z 49.39481, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7694708, x 0.5603136, y -7.778625, z 49.38805, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7730899, x 0.5603136, y -7.778625, z 49.38805, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7772847, x 0.5603136, y -7.778625, z 49.38805, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7811831, x 0.5603136, y -7.778625, z 49.38805, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
