t 60.07348, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.1452, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.15023, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.15648, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.16413, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.1699, x 0, y -0.04363323, z 49.99998, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.18206, x 0, y -0.04363323, z 49.99998, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.19019, x 0.0436332, y -0.04363322, z 49.99996, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.19857, x 0.08726638, y -0.04363323, z 49.9999, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.20625, x 0.2181634, y -0.2181655, z 49.99905, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.21437, x 0.3926801, y -0.4363268, z 49.99656, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.22216, x 0.6980492, y -0.6544798, z 49.99084, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.2313, x 1.003344, y -0.8726202, z 49.98232, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.23799, x 1.352061, y -1.221609, z 49.96679, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.242, x 1.352061, y -1.221609, z 49.96679, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.24987, x 1.61348, y -1.439698, z 49.95322, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.254, x 1.61348, y -1.439698, z 49.95322, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.2621, x 2.092376, y -1.832185, z 49.92259, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.266, x 2.092376, y -1.832185, z 49.92259, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.27165, x 2.657632, y -2.268149, z 49.87778, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.27879, x 3.438925, y -2.791075, z 49.80345, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.28539, x 3.438925, y -2.791075, z 49.80345, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.29246, x 4.995302, y -3.748936, z 49.60839, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.30785, x 5.684739, y -4.053437, z 49.51014, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.31378, x 7.869485, y -4.922567, z 49.13084, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.31781, x 7.869485, y -4.922567, z 49.13084, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.32225, x 7.869485, y -4.922567, z 49.13084, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.3345, x 9.396765, y -5.530083, z 48.79671, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.34241, x 10.493, y -5.876869, z 48.53204, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.35011, x 11.41304, y -6.22337, z 48.28056, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.35616, x 11.41304, y -6.22337, z 48.28056, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.36325, x 12.28621, y -6.526309, z 48.02558, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.37065, x 13.19663, y -6.785779, z 47.74727, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.37837, x 13.19663, y -6.785779, z 47.74727, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.38643, x 15.1149, y -7.433622, z 47.0774, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.39427, x 16.36066, y -7.864816, z 46.58834, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.39924, x 16.36066, y -7.864816, z 46.58834, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.4065, x 17.03553, y -8.123246, z 46.30122, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.41423, x 18.25198, y -8.596455, z 45.74895, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.42074, x 18.25198, y -8.596455, z 45.74895, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.42797, x 19.33405, y -9.025956, z 45.21865, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.43444, x 19.33405, y -9.025956, z 45.21865, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.44232, x 20.59423, y -9.454773, z 44.57, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.44849, x 21.16151, y -9.626098, z 44.26657, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.45578, x 21.72411, y -9.797307, z 43.95539, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.4627, x 22.02272, y -9.882867, z 43.78731, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.47026, x 22.54404, y -10.01115, z 43.49187, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.47684, x 23.06128, y -10.13936, z 43.18994, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.48466, x 23.27865, y -10.2248, z 43.05297, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.4907, x 23.27865, y -10.2248, z 43.05297, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.49839, x 23.35376, y -10.2248, z 43.01227, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.50493, x 23.38701, y -10.26751, z 42.98402, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.5127, x 23.42021, y -10.31021, z 42.95571, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 60.51927, x 23.42021, y -10.31021, z 42.95571, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
