t, stimulusOn
13.45233, 2021-06-08T14:39:35.3063620+08:00, True
13.45648, 2021-06-08T14:39:35.3105800+08:00, True
13.46031, 2021-06-08T14:39:35.3146630+08:00, True
13.46427, 2021-06-08T14:39:35.3183100+08:00, True
13.46848, 2021-06-08T14:39:35.3225520+08:00, True
13.47228, 2021-06-08T14:39:35.3263620+08:00, True
13.47634, 2021-06-08T14:39:35.3303920+08:00, True
13.48019, 2021-06-08T14:39:35.3371530+08:00, True
13.48855, 2021-06-08T14:39:35.3426590+08:00, True
13.49222, 2021-06-08T14:39:35.3462530+08:00, True
13.49641, 2021-06-08T14:39:35.3504420+08:00, True
13.50088, 2021-06-08T14:39:35.3552430+08:00, True
13.50686, 2021-06-08T14:39:35.3609660+08:00, True
13.5127, 2021-06-08T14:39:35.3667930+08:00, True
13.51835, 2021-06-08T14:39:35.3724360+08:00, True
13.52449, 2021-06-08T14:39:35.3870940+08:00, True
13.54069, 2021-06-08T14:39:35.3950510+08:00, True
13.54425, 2021-06-08T14:39:35.3983200+08:00, True
13.54842, 2021-06-08T14:39:35.4024590+08:00, True
13.55255, 2021-06-08T14:39:35.4066540+08:00, True
13.55636, 2021-06-08T14:39:35.4104110+08:00, True
13.56039, 2021-06-08T14:39:35.4147130+08:00, True
13.56444, 2021-06-08T14:39:35.4184730+08:00, True
13.56894, 2021-06-08T14:39:35.4230430+08:00, True
13.57675, 2021-06-08T14:39:35.4308160+08:00, True
13.58472, 2021-06-08T14:39:35.4391100+08:00, True
13.59299, 2021-06-08T14:39:35.4470900+08:00, True
13.60032, 2021-06-08T14:39:35.4546780+08:00, True
13.60855, 2021-06-08T14:39:35.4626560+08:00, True
13.61231, 2021-06-08T14:39:35.4663830+08:00, True
13.61637, 2021-06-08T14:39:35.4704830+08:00, True
13.6213, 2021-06-08T14:39:35.4856020+08:00, True
13.63627, 2021-06-08T14:39:35.4903450+08:00, True
13.64029, 2021-06-08T14:39:35.4945960+08:00, True
13.64444, 2021-06-08T14:39:35.4985230+08:00, True
13.64838, 2021-06-08T14:39:35.5024260+08:00, True
13.65645, 2021-06-08T14:39:35.5104910+08:00, True
13.66047, 2021-06-08T14:39:35.5148060+08:00, True
13.66422, 2021-06-08T14:39:35.5182800+08:00, True
