t 0.02, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.12, x 1.216678, y -4.488174, z 49.78329, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.22, x -14.10913, y -6.829006, z 47.47944, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.32, x -1.648063, y -5.399968, z 49.68022, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.42, x 2.780874, y -4.270846, z 49.73959, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4730907, x 10.11528, y -3.444296, z 48.84484, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5239017, x 11.22083, y -3.444296, z 48.60278, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5872726, x 10.76309, y -2.747509, z 48.75046, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6564406, x 10.30154, y -2.050187, z 48.8843, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7468135, x 6.828794, y 0.3926949, z 49.52992, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8303754, x 2.920397, y 1.526926, z 49.89128, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9303755, x 1.482267, y 1.875789, z 49.94281, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.024423, x 1.482267, y 1.875789, z 49.94281, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.118816, x 1.482267, y 1.875789, z 49.94281, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.213445, x 1.482452, y 1.701367, z 49.94905, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.313445, x 1.308762, y -0.5672202, z 49.97965, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.413445, x 1.678277, y -8.209343, z 49.2929, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.475581, x 1.761407, y -8.682409, z 49.20887, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.540384, x 1.80351, y -8.811291, z 49.18443, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.60116, x 1.803227, y -8.854238, z 49.17673, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.70116, x 1.803227, y -8.854238, z 49.17673, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.783501, x -0.1302191, y -5.096223, z 49.73944, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.841933, x -2.267694, y -1.003497, z 49.93847, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.8993, x -3.505029, y -6.093468, z 49.50338, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.95715, x -3.813876, y -5.356588, z 49.56573, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.023255, x -4.343445, y -4.053438, z 49.64579, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.078524, x -4.696131, y -3.139526, z 49.67987, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.117692, x -5.047615, y -2.26815, z 49.69283, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.131265, x -5.22308, y -1.788581, z 49.69427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.139638, x -5.223551, y -1.657759, z 49.69876, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.147361, x -5.223987, y -1.526926, z 49.7029, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.156007, x -5.267762, y -1.396083, z 49.70213, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.18042, x -5.267888, y -1.352466, z 49.70332, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.201833, x -5.311731, y -1.177989, z 49.7031, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.226532, x -5.35551, y -1.003497, z 49.70223, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.249725, x -5.399147, y -0.8726206, z 49.69998, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.273035, x -5.399147, y -0.8726206, z 49.69998, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.295352, x -5.399227, y -0.8289938, z 49.70071, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.322822, x -5.442674, y -0.7853664, z 49.69669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.338362, x -5.442674, y -0.7853664, z 49.69669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.364735, x -5.442674, y -0.7853664, z 49.69669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.380193, x -5.442674, y -0.7853664, z 49.69669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.409268, x -5.442674, y -0.7853664, z 49.69669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.421236, x -5.442674, y -0.7853664, z 49.69669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.44044, x -5.442674, y -0.7853664, z 49.69669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.45963, x -5.442674, y -0.7853664, z 49.69669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.47985, x -5.442674, y -0.7853664, z 49.69669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.499812, x -5.442674, y -0.7853664, z 49.69669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.519134, x -5.442674, y -0.7853664, z 49.69669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.538559, x -5.442431, y -0.9162469, z 49.69447, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.561888, x -5.35463, y -1.352466, z 49.69405, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.600039, x -5.086445, y -3.095978, z 49.64417, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.611433, x -4.907056, y -3.966452, z 49.60028, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.642007, x -4.639727, y -4.879145, z 49.54459, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.652285, x -4.462346, y -5.356588, z 49.51156, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.665585, x -4.372963, y -5.660161, z 49.48575, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.683444, x -4.195412, y -6.136773, z 49.4443, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.702907, x -3.795775, y -7.217812, z 49.33047, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.727887, x -3.662302, y -7.60617, z 49.28218, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.743106, x -3.572853, y -7.907905, z 49.24124, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.768886, x -3.571343, y -8.037129, z 49.22042, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.78423, x -3.481899, y -8.338439, z 49.17669, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.803784, x -3.394549, y -8.467477, z 49.16074, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.822963, x -3.303655, y -8.897179, z 49.091, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.847248, x -3.171038, y -9.240454, z 49.0363, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.867291, x -3.126172, y -9.411923, z 49.00656, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.882674, x -3.082887, y -9.454771, z 49.00105, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.90274, x -3.082887, y -9.454771, z 49.00105, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
