t 6.337163, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.901097, x 2.54973, y 11.24755, z 48.65174, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.905336, x 2.54973, y 11.24755, z 48.65174, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.909107, x 2.507272, y 11.24755, z 48.65394, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.913186, x 2.464813, y 11.24755, z 48.65611, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.917079, x 2.464813, y 11.24755, z 48.65611, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.921203, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.925077, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.929279, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.933108, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.937259, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.941161, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.945096, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.94926, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.953143, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.957221, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.961147, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.965004, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.969166, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.973145, x 2.422351, y 11.24755, z 48.65825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.977196, x 2.379888, y 11.24755, z 48.66034, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.98099, x 2.379888, y 11.24755, z 48.66034, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.985211, x 2.379888, y 11.24755, z 48.66034, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.989172, x 2.379888, y 11.24755, z 48.66034, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.993156, x 2.379888, y 11.24755, z 48.66034, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.997208, x 2.379888, y 11.24755, z 48.66034, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.001067, x 2.379888, y 11.24755, z 48.66034, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.005144, x 2.379888, y 11.24755, z 48.66034, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.009027, x 2.379888, y 11.24755, z 48.66034, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.013208, x 2.337423, y 11.24755, z 48.6624, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.017173, x 2.337423, y 11.24755, z 48.6624, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.020992, x 2.337423, y 11.24755, z 48.6624, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.025008, x 2.337423, y 11.24755, z 48.6624, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.029229, x 2.337423, y 11.24755, z 48.6624, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.033083, x 2.295418, y 11.20504, z 48.67421, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.037383, x 2.253392, y 11.16251, z 48.68594, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.040999, x 2.253392, y 11.16251, z 48.68594, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.04518, x 2.253392, y 11.16251, z 48.68594, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.04972, x 2.253392, y 11.16251, z 48.68594, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.05312, x 2.253392, y 11.16251, z 48.68594, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.057245, x 2.169279, y 11.07743, z 48.70919, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.061154, x 2.169279, y 11.07743, z 48.70919, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.065207, x 2.169279, y 11.07743, z 48.70919, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.069159, x 2.169279, y 11.07743, z 48.70919, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.073315, x 2.169279, y 11.07743, z 48.70919, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.077116, x 2.169279, y 11.07743, z 48.70919, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.081283, x 2.085086, y 10.99231, z 48.73214, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.085104, x 2.085086, y 10.99231, z 48.73214, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.089133, x 2.085495, y 10.94974, z 48.74171, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.093208, x 2.085903, y 10.90716, z 48.75123, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.097152, x 2.085903, y 10.90716, z 48.75123, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.101261, x 2.043756, y 10.86457, z 48.76253, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.105137, x 2.043756, y 10.86457, z 48.76253, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.108995, x 2.043756, y 10.86457, z 48.76253, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.113388, x 2.043756, y 10.86457, z 48.76253, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.117009, x 2.043756, y 10.86457, z 48.76253, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.121324, x 2.043756, y 10.86457, z 48.76253, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.125037, x 2.043756, y 10.86457, z 48.76253, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.129314, x 2.043756, y 10.86457, z 48.76253, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.133147, x 2.043756, y 10.86457, z 48.76253, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.137309, x 2.00159, y 10.82198, z 48.77375, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.140997, x 2.00159, y 10.82198, z 48.77375, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.145152, x 2.00159, y 10.82198, z 48.77375, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.149114, x 2.00159, y 10.82198, z 48.77375, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.153102, x 2.00159, y 10.82198, z 48.77375, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.157102, x 2.00159, y 10.82198, z 48.77375, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.161152, x 2.00159, y 10.82198, z 48.77375, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.165316, x 2.00159, y 10.82198, z 48.77375, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.169234, x 2.001976, y 10.77938, z 48.78316, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.173185, x 2.001976, y 10.77938, z 48.78316, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.177108, x 2.001976, y 10.77938, z 48.78316, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.181167, x 2.001976, y 10.77938, z 48.78316, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.185138, x 2.001976, y 10.77938, z 48.78316, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.189196, x 2.001976, y 10.77938, z 48.78316, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.193133, x 2.001976, y 10.77938, z 48.78316, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.197322, x 2.001976, y 10.77938, z 48.78316, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.201198, x 2.001976, y 10.77938, z 48.78316, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.205313, x 1.959781, y 10.73677, z 48.79427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.20901, x 1.959781, y 10.73677, z 48.79427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.212962, x 1.959781, y 10.73677, z 48.79427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.217138, x 1.959781, y 10.73677, z 48.79427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.221181, x 1.959781, y 10.73677, z 48.79427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.225068, x 1.959781, y 10.73677, z 48.79427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.229215, x 1.959781, y 10.73677, z 48.79427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.233218, x 1.959781, y 10.73677, z 48.79427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.237249, x 1.959781, y 10.73677, z 48.79427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.241048, x 1.959781, y 10.73677, z 48.79427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.245155, x 1.959781, y 10.73677, z 48.79427, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.24925, x 1.960156, y 10.69415, z 48.80362, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.253151, x 1.960156, y 10.69415, z 48.80362, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.257241, x 1.960156, y 10.69415, z 48.80362, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.261182, x 1.960156, y 10.69415, z 48.80362, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.265304, x 1.960156, y 10.69415, z 48.80362, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.269062, x 1.960156, y 10.69415, z 48.80362, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.273312, x 1.960156, y 10.69415, z 48.80362, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.277134, x 1.960156, y 10.69415, z 48.80362, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.281144, x 1.960156, y 10.69415, z 48.80362, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.292476, x 1.917567, y 10.69415, z 48.80531, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.297925, x 1.874975, y 10.69415, z 48.80696, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.30552, x 1.874975, y 10.69415, z 48.80696, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.309062, x 1.874975, y 10.69415, z 48.80696, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.313226, x 1.874975, y 10.69415, z 48.80696, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.31707, x 1.874975, y 10.69415, z 48.80696, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.321275, x 1.874975, y 10.69415, z 48.80696, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.324971, x 1.874975, y 10.69415, z 48.80696, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.329196, x 1.874975, y 10.69415, z 48.80696, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.333163, x 1.874975, y 10.69415, z 48.80696, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.337198, x 1.874975, y 10.69415, z 48.80696, scale_x 1, scale_y 1, scale_z 
