t, stimulusOn
0.02, True
0.12, True
0.22, True
0.310049, True
0.3169469, True
0.3200736, True
0.3242672, True
0.3282854, True
0.3369699, True
0.344504, True
0.3532676, True
0.3630273, True
0.3705274, True
0.3785796, True
0.3865116, True
0.394481, True
0.4021757, True
0.409433, True
0.4167201, True
0.4240958, True
0.4322301, True
0.4401133, True
0.4457148, True
0.4528133, True
0.4646179, True
0.4681377, True
0.4741339, True
0.4810858, True
0.4867573, True
0.4932458, True
0.499972, True
0.5065811, True
0.5126119, True
0.5186842, True
0.5254487, True
0.5311053, True
0.5371161, True
0.5433416, True
0.5499807, True
0.5555544, True
0.5615362, True
0.5676153, True
0.5729665, True
0.578899, True
0.5850084, True
0.5903422, True
0.5961546, True
0.6015939, True
0.6071749, True
0.6125576, True
0.6179184, True
0.623522, True
0.6294084, True
0.6343883, True
0.6402782, True
0.6448358, True
0.6499693, True
0.6566787, True
0.6602914, True
0.6653563, True
0.6705437, True
0.6765077, True
0.6806952, True
0.6856556, True
0.690697, True
0.6963837, True
0.700349, True
0.7055091, True
0.7109734, True
0.7163851, True
0.7203656, True
0.7256713, True
0.7322044, True
0.7362105, True
0.7407816, True
0.7451057, True
0.7506387, True
0.7564641, True
0.7602778, True
0.7642846, True
0.7695614, True
0.7738697, True
0.7786816, True
0.784408, True
0.7889196, True
0.7932575, True
0.7985422, True
0.8045316, True
0.8084394, True
0.812557, True
0.817541, True
0.8218819, True
0.8284636, True
0.8322827, True
0.8363115, True
0.8415035, True
0.8458713, True
0.8525108, True
0.856327, True
0.8608228, True
0.8651255, True
0.8701288, True
0.8765263, True
0.8802936, True
0.884701, True
0.890138, True
0.896169, True
0.9003678, True
0.9055184, True
0.9112043, True
0.9167801, True
0.9224318, True
0.9284141, True
0.9335829, True
0.9406594, True
0.9442747, True
0.9501209, True
0.9565568, True
0.9602053, True
0.9644423, True
0.969621, True
0.9742656, True
0.9804829, True
0.9847011, True
0.9894701, True
0.9945498, True
1.000126, True
1.00458, True
1.008992, True
1.013393, True
1.018851, True
1.034876, True
1.040417, True
1.044183, True
1.048175, True
1.052273, True
1.056328, True
1.06024, True
1.064157, True
1.068226, True
1.072301, True
1.076223, True
1.08028, True
1.084206, True
1.088298, True
1.092109, True
1.096122, True
1.10032, True
1.104283, True
1.109164, True
1.11354, True
1.12041, True
1.124208, True
1.128232, True
1.133383, True
1.137828, True
1.1425, True
1.14816, True
1.152623, True
1.156989, True
1.161808, True
1.168473, True
1.172277, True
1.176324, True
1.181203, True
1.18624, True
1.19219, True
1.196189, True
1.200373, True
1.205035, True
1.209869, True
1.214629, True
1.220206, True
1.224319, True
1.229118, True
1.234356, True
1.240591, True
1.244223, True
1.248247, True
1.253206, True
1.25804, True
1.26273, True
1.268525, True
1.27242, True
1.277201, True
1.282489, True
1.288512, True
1.292108, True
1.296333, True
1.301092, True
1.306038, True
1.312364, True
1.316169, True
1.320517, True
1.325301, True
1.330156, True
1.336464, True
1.340218, True
1.34494, True
1.349177, True
1.354218, True
1.360306, True
1.364325, True
1.368398, True
1.373433, True
1.378004, True
1.382815, True
1.388292, True
1.392308, True
1.397053, True
1.401615, True
1.406542, True
1.412202, True
1.416434, True
1.421, True
1.426202, True
1.432229, True
1.436472, True
1.440765, True
1.445978, True
1.452398, True
1.456321, True
1.460796, True
1.466178, True
1.472466, True
1.476318, True
1.480293, True
1.484569, True
1.489507, True
1.494265, True
1.50015, True
1.504341, True
1.508952, True
1.514089, True
1.520103, True
1.524143, True
1.52913, True
1.533322, True
1.538319, True
1.544548, True
1.548239, True
1.552317, True
1.557342, True
1.56209, True
1.568527, True
1.572372, True
1.576397, True
1.581245, True
1.585962, True
1.592562, True
1.596249, True
1.601001, True
1.605481, True
1.610259, True
1.616506, True
1.62025, True
1.62488, True
1.629241, True
1.633887, True
1.65003, True
1.65657, True
1.660058, True
1.664253, True
1.668295, True
1.672267, True
1.676201, True
1.680283, True
1.68412, True
1.688171, True
1.692258, True
1.696223, True
1.700274, True
1.704269, True
1.708162, True
1.712139, True
1.716133, True
1.720846, True
