t 7.493619, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.593619, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.67294, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.682921, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.720748, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.727296, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.730536, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.735276, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.743528, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.751019, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.75455, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.758706, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.762575, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.766361, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.770612, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.774622, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.778542, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.782519, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.78635, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.790722, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.794415, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.798578, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.802581, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.806551, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.810533, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.814551, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.818354, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.822629, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.826524, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.830268, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.834653, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.838559, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.842496, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.846562, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.850353, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.854567, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.85844, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.862597, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.866399, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.870629, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.874563, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.878362, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.882806, x 29.86976, y -21.99696, z 33.52509, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
