t, stimulusOn
2.847319, False
2.851274, False
2.855704, False
2.859515, False
2.863533, False
2.86737, False
2.871486, False
2.875371, False
2.879582, False
2.883347, False
2.887553, False
2.891414, False
2.895468, False
2.899243, False
2.903547, False
2.907426, False
2.91216, False
2.923828, False
2.931832, False
2.935496, False
2.939486, False
2.943527, False
2.947875, False
2.95144, False
2.955858, False
3.001701, False
3.007871, False
3.011404, False
3.015373, False
3.01942, False
3.023561, False
3.027452, False
3.031466, False
3.035314, False
3.039618, False
3.081644, False
3.087818, False
3.091344, False
3.095594, False
3.09955, False
3.103627, False
3.107592, False
3.11157, False
3.115484, False
3.119473, False
3.123483, False
3.127419, False
3.131572, False
3.135575, False
3.139466, False
3.143541, False
3.147496, False
3.151495, False
3.155647, False
3.160178, False
3.165462, False
3.171807, False
3.175338, False
3.179701, False
3.187858, False
3.191429, False
3.195408, False
3.20148, False
3.207467, False
3.211451, False
3.215434, False
3.219636, False
3.223806, False
3.228472, False
3.233791, False
3.239683, False
3.243433, False
3.247655, False
3.252444, False
3.257144, False
3.263761, False
3.26754, False
3.272057, False
3.276466, False
3.281906, False
3.287604, False
3.291919, False
3.297327, False
3.304138, False
3.308585, False
3.315883, False
3.319345, False
3.323433, False
3.328181, False
3.33242, False
3.337368, False
3.343919, False
3.34745, False
3.351327, False
3.35607, False
3.36131, False
3.367473, False
3.371485, False
3.375421, False
3.380225, False
3.384386, False
3.389316, False
3.395823, False
3.39946, False
3.403912, False
3.40824, False
3.412923, False
3.419782, False
3.423422, False
3.427531, False
3.432595, False
3.436922, False
3.44168, False
3.447733, False
3.451585, False
3.455649, False
3.460387, False
3.46508, False
3.471805, False
3.475459, False
3.479663, False
3.487942, False
3.491536, False
3.495425, False
3.499409, False
3.503593, False
3.508694, False
3.513012, False
3.519633, False
3.523414, False
3.527561, False
3.627562, False
3.640879, False
3.646238, False
3.654901, False
3.662929, False
3.670523, False
3.679518, False
3.686973, False
3.69433, False
3.703427, False
3.715257, False
3.727495, False
3.738658, False
3.745307, False
3.75198, False
3.758232, False
3.764399, False
3.770373, False
3.776565, False
3.78277, False
3.789688, False
3.795352, False
3.8017, False
3.807833, False
3.814101, False
3.81883, False
3.824154, False
3.830065, False
3.836518, False
3.842185, False
3.847608, False
3.854122, False
3.857983, False
3.863489, False
3.870233, False
3.874339, False
3.880368, False
3.886188, False
3.890422, False
3.896011, False
3.902012, False
3.906209, False
3.911376, False
3.916512, False
3.922354, False
3.926885, False
3.931791, False
3.938089, False
3.941974, False
3.947011, False
3.951612, False
3.956779, False
3.962388, False
3.967046, False
3.97141, False
3.978444, False
3.982171, False
3.98616, False
3.990845, False
3.995326, False
3.999902, False
4.006458, False
4.010029, False
4.0146, False
4.019019, False
4.023857, False
4.030056, False
4.033861, False
4.038257, False
4.043497, False
4.047897, False
4.054253, False
4.057981, False
4.062531, False
4.066827, False
4.071659, False
4.078553, False
4.083001, False
4.086418, False
4.090769, False
4.095557, False
4.101957, False
4.106109, False
4.110136, False
4.114922, False
4.119302, False
4.124255, False
4.13025, False
4.134191, False
4.138841, False
4.144004, False
4.15034, False
4.153968, False
4.15815, False
