t, x , y, z , scale_x, scale_y, scale_z, stimulusOn
0.02, 2021-08-27T14:45:21.4545990+08:00, 628, 353, 0, 1, 1, 1, True
0.12, 2021-08-27T14:45:22.2223700+08:00, 628, 353, 0, 1, 1, 1, True
0.22, 2021-08-27T14:45:22.4891270+08:00, 628, 353, 0, 1, 1, 1, True
0.3069316, 2021-08-27T14:45:22.5749480+08:00, 628, 353, 0, 1, 1, 1, True
0.3157968, 2021-08-27T14:45:22.5833230+08:00, 628, 353, 0, 1, 1, 1, True
0.3242718, 2021-08-27T14:45:22.5918620+08:00, 628, 353, 0, 1, 1, 1, True
0.3327259, 2021-08-27T14:45:22.6000310+08:00, 628, 353, 0, 1, 1, 1, True
0.3403605, 2021-08-27T14:45:22.6078920+08:00, 628, 353, 0, 1, 1, 1, True
0.3479451, 2021-08-27T14:45:22.6153090+08:00, 628, 353, 0, 1, 1, 1, True
0.3561989, 2021-08-27T14:45:22.6235930+08:00, 628, 353, 0, 1, 1, 1, True
0.3639371, 2021-08-27T14:45:22.6316620+08:00, 628, 353, 0, 1, 1, 1, True
0.3721087, 2021-08-27T14:45:22.6394670+08:00, 628, 353, 0, 1, 1, 1, True
0.3798544, 2021-08-27T14:45:22.6472150+08:00, 628, 353, 0, 1, 1, 1, True
0.3884511, 2021-08-27T14:45:22.6559590+08:00, 628, 353, 0, 1, 1, 1, True
0.3959857, 2021-08-27T14:45:22.6636150+08:00, 628, 353, 0, 1, 1, 1, True
0.4041075, 2021-08-27T14:45:22.6715730+08:00, 628, 353, 0, 1, 1, 1, True
0.411866, 2021-08-27T14:45:22.6792170+08:00, 628, 353, 0, 1, 1, 1, True
0.4199283, 2021-08-27T14:45:22.6874320+08:00, 628, 353, 0, 1, 1, 1, True
0.4282714, 2021-08-27T14:45:22.6958380+08:00, 628, 353, 0, 1, 1, 1, True
0.4357776, 2021-08-27T14:45:22.7032800+08:00, 628, 353, 0, 1, 1, 1, True
0.4439898, 2021-08-27T14:45:22.7116810+08:00, 628, 353, 0, 1, 1, 1, True
