t, stimulusOn
12.17966, 2021-06-08T14:40:00.9769020+08:00, True
12.18322, 2021-06-08T14:40:00.9875690+08:00, True
12.19539, 2021-06-08T14:40:00.9926890+08:00, True
12.20335, 2021-06-08T14:40:01.0008750+08:00, True
12.21125, 2021-06-08T14:40:01.0084780+08:00, True
12.21543, 2021-06-08T14:40:01.0127380+08:00, True
12.21937, 2021-06-08T14:40:01.0165910+08:00, True
12.2233, 2021-06-08T14:40:01.0208290+08:00, True
12.22716, 2021-06-08T14:40:01.0244030+08:00, True
12.23145, 2021-06-08T14:40:01.0287230+08:00, True
12.23527, 2021-06-08T14:40:01.0325050+08:00, True
12.23927, 2021-06-08T14:40:01.0365100+08:00, True
12.24319, 2021-06-08T14:40:01.0407420+08:00, True
12.24735, 2021-06-08T14:40:01.0446330+08:00, True
12.25364, 2021-06-08T14:40:01.0508970+08:00, True
12.25958, 2021-06-08T14:40:01.0568210+08:00, True
12.26447, 2021-06-08T14:40:01.0619760+08:00, True
12.2713, 2021-06-08T14:40:01.0685640+08:00, True
12.27524, 2021-06-08T14:40:01.0725220+08:00, True
12.28091, 2021-06-08T14:40:01.0875780+08:00, True
12.29598, 2021-06-08T14:40:01.0932010+08:00, True
12.34757, 2021-06-08T14:40:01.1456600+08:00, True
12.35532, 2021-06-08T14:40:01.1525880+08:00, True
12.3593, 2021-06-08T14:40:01.1565660+08:00, True
12.36328, 2021-06-08T14:40:01.1608010+08:00, True
12.36718, 2021-06-08T14:40:01.1644020+08:00, True
12.37123, 2021-06-08T14:40:01.1685250+08:00, True
12.37526, 2021-06-08T14:40:01.1725320+08:00, True
12.37932, 2021-06-08T14:40:01.1766110+08:00, True
12.38325, 2021-06-08T14:40:01.1808540+08:00, True
12.3876, 2021-06-08T14:40:01.1849040+08:00, True
12.39259, 2021-06-08T14:40:01.1898300+08:00, True
12.39969, 2021-06-08T14:40:01.1969290+08:00, True
12.40364, 2021-06-08T14:40:01.2011960+08:00, True
12.40846, 2021-06-08T14:40:01.2058050+08:00, True
12.41561, 2021-06-08T14:40:01.2128440+08:00, True
12.42011, 2021-06-08T14:40:01.2178890+08:00, True
12.42734, 2021-06-08T14:40:01.2246050+08:00, True
12.43141, 2021-06-08T14:40:01.2287000+08:00, True
12.43682, 2021-06-08T14:40:01.2340730+08:00, True
12.4433, 2021-06-08T14:40:01.2408360+08:00, True
12.44824, 2021-06-08T14:40:01.2455360+08:00, True
12.45538, 2021-06-08T14:40:01.2526870+08:00, True
12.45987, 2021-06-08T14:40:01.2571400+08:00, True
