t 17.53054, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.53466, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.53858, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.54259, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.55063, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.55456, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.55864, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.56256, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.56658, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.57039, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.57469, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.57897, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.58245, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.58663, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.59056, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.59453, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.59851, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.60241, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.60648, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.61855, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.62268, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.62668, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.63063, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.63468, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.63838, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.64271, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.64647, x -0.08726642, y 0, z 49.99992, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.65072, x -0.08726642, y 0, z 49.99992, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.65456, x -0.2617982, y 0, z 49.99931, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.65861, x -0.2617982, y 0, z 49.99931, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.66249, x -0.4363268, y 0, z 49.9981, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.66657, x -0.4363268, y 0, z 49.9981, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.67033, x -0.7853646, y 0.08726642, z 49.99376, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.67479, x -0.7853646, y 0.08726642, z 49.99376, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.71544, x -1.134356, y 0.2181655, z 49.98666, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.76253, x -2.833668, y 1.308848, z 49.90248, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.76651, x -3.355287, y 1.701368, z 49.85827, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.77258, x -5.983061, y 4.444715, z 49.44135, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.77863, x -6.280368, y 4.835718, z 49.36773, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.78495, x -6.576593, y 5.226423, z 49.28928, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.7909, x -6.828051, y 5.66016, z 49.20712, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.79647, x -7.328916, y 6.43978, z 49.03893, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.80272, x -7.453848, y 6.612821, z 48.99705, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.80755, x -7.578519, y 6.785779, z 48.95426, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.81485, x -7.784407, y 7.131447, z 48.87275, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.81838, x -7.991437, y 7.390471, z 48.8008, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.82267, x -8.156334, y 7.60617, z 48.74034, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.82663, x -8.320748, y 7.821723, z 48.67839, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.83047, x -8.320748, y 7.821723, z 48.67839, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.83454, x -8.48346, y 8.080191, z 48.60804, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.83857, x -8.48346, y 8.080191, z 48.60804, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.84263, x -8.564581, y 8.209343, z 48.57216, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 17.84706, x -8.564581, y 8.209343, z 48.57216, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
