t 0.02, x -25, y 0, z 43.30127, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.792533, x -7.222865, y 0, z 49.47555, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.796691, x -7.181289, y 0, z 49.4816, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.800692, x -7.140852, y 0, z 49.48745, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.80461, x -7.09776, y 0, z 49.49365, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.808565, x -7.056286, y 0, z 49.49958, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.8126, x -7.015661, y 0, z 49.50536, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.816683, x -6.974648, y 0, z 49.51115, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.820621, x -6.932803, y 0, z 49.51703, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.824592, x -6.89046, y 0, z 49.52294, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.828643, x -6.849617, y 0, z 49.52861, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.832662, x -6.808422, y 0, z 49.53429, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.836653, x -6.766387, y 0, z 49.54004, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.840606, x -6.724686, y 0, z 49.54572, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.844601, x -6.683272, y 0, z 49.55133, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.848709, x -6.642239, y 0, z 49.55684, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.85258, x -6.600771, y 0, z 49.56238, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.856644, x -6.558128, y 0, z 49.56804, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.860608, x -6.517943, y 0, z 49.57335, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.868618, x -6.47574, y 0, z 49.57887, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.872632, x -6.434585, y 0, z 49.58423, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.876662, x -6.351384, y 0, z 49.59496, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.880645, x -6.309692, y 0, z 49.60028, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.884979, x -6.267829, y 0, z 49.60559, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.888582, x -6.226444, y 0, z 49.6108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.892527, x -6.181409, y 0, z 49.61643, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.89664, x -6.14396, y 0, z 49.62108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.900662, x -6.102968, y 0, z 49.62614, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.904595, x -6.060208, y 0, z 49.63138, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.908527, x -6.018405, y 0, z 49.63647, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.912687, x -5.977511, y 0, z 49.64141, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.916625, x -5.936635, y 0, z 49.64631, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.920655, x -5.893374, y 0, z 49.65147, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.924724, x -5.852423, y 0, z 49.65631, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.928656, x -5.810504, y 0, z 49.66123, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.932635, x -5.76819, y 0, z 49.66616, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.936619, x -5.72728, y 0, z 49.6709, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.940628, x -5.685889, y 0, z 49.67566, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.94461, x -5.644437, y 0, z 49.68038, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.948723, x -5.602721, y 0, z 49.6851, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.952617, x -5.561284, y 0, z 49.68976, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.956663, x -5.518471, y 0, z 49.69453, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.960704, x -5.477947, y 0, z 49.69902, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.964674, x -5.435826, y 0, z 49.70364, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.968617, x -5.393754, y 0, z 49.70822, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.972648, x -5.352423, y 0, z 49.71269, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.976697, x -5.311366, y 0, z 49.71709, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.980537, x -5.269401, y 0, z 49.72156, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.985038, x -5.227221, y 0, z 49.72601, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.988549, x -5.18723, y 0, z 49.7302, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.992551, x -5.140357, y 0, z 49.73507, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.996644, x -5.103782, y 0, z 49.73883, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.000649, x -5.06209, y 0, z 49.74309, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.004654, x -5.019445, y 0, z 49.74741, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.008546, x -4.977712, y 0, z 49.75161, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.012626, x -4.935984, y 0, z 49.75576, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.016698, x -4.895423, y 0, z 49.75977, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.020617, x -4.852904, y 0, z 49.76394, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.024622, x -4.810456, y 0, z 49.76806, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.028615, x -4.769611, y 0, z 49.77199, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.032646, x -4.727856, y 0, z 49.77597, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.036555, x -4.686231, y 0, z 49.77991, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.04065, x -4.644195, y 0, z 49.78385, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.044535, x -4.603433, y 0, z 49.78763, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.048773, x -4.560736, y 0, z 49.79156, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.052627, x -4.52022, y 0, z 49.79526, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.056632, x -4.476016, y 0, z 49.79925, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.060641, x -4.435826, y 0, z 49.80285, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.068752, x -4.39405, y 0, z 49.80655, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.072572, x -4.35222, y 0, z 49.81022, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.076709, x -4.267601, y 0, z 49.81754, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.080646, x -4.227741, y 0, z 49.82094, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.084966, x -4.184572, y 0, z 49.82458, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.088624, x -4.143491, y 0, z 49.82802, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.092546, x -4.098408, y 0, z 49.83175, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.096638, x -4.060219, y 0, z 49.83487, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.100616, x -4.019284, y 0, z 49.83819, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.104625, x -3.976573, y 0, z 49.84162, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.108536, x -3.935045, y 0, z 49.84491, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.112604, x -3.893196, y 0, z 49.8482, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.116683, x -3.852365, y 0, z 49.85137, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.120655, x -3.809892, y 0, z 49.85464, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.124668, x -3.767288, y 0, z 49.85787, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.128664, x -3.725822, y 0, z 49.86099, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.132644, x -3.68391, y 0, z 49.86411, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.136655, x -3.642176, y 0, z 49.86717, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.140667, x -3.600609, y 0, z 49.87019, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.1446, x -3.558716, y 0, z 49.8732, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.14867, x -3.516803, y 0, z 49.87617, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.152668, x -3.475716, y 0, z 49.87905, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.156663, x -3.433202, y 0, z 49.88199, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.160569, x -3.391431, y 0, z 49.88485, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.16467, x -3.349694, y 0, z 49.88767, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.168613, x -3.308881, y 0, z 49.89039, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.17264, x -3.266024, y 0, z 49.89322, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.17666, x -3.224825, y 0, z 49.8959, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.180646, x -3.182737, y 0, z 49.8986, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.184962, x -3.140724, y 0, z 49.90126, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.188637, x -3.099065, y 0, z 49.90387, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.192498, x -3.053954, y 0, z 49.90665, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.196608, x -3.015543, y 0, z 49.90898, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.200758, x -2.975181, y 0, z 49.9114, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.204595, x -2.932214, y 0, z 49.91395, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.208514, x -2.88884, y 0, z 49.91648, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.212608, x -2.848725, y 0, z 49.91878, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.216729, x -2.807741, y 0, z 49.9211, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.220725, x -2.764935, y 0, z 49.92349, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.224686, x -2.721853, y 0, z 49.92586, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.228642, x -2.680064, y 0, z 49.92812, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.23266, x -2.638644, y 0, z 49.93033, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.236645, x -2.597281, y 0, z 49.9325, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.240619, x -2.555251, y 0, z 49.93467, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.244646, x -2.513575, y 0, z 49.93678, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.248633, x -2.472015, y 0, z 49.93885, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.252608, x -2.4299, y 0, z 49.94092, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.25662, x -2.388192, y 0, z 49.94293, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.26067, x -2.34661, y 0, z 49.9449, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.268657, x -2.304641, y 0, z 49.94686, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.272586, x -2.262278, y 0, z 49.9488, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.276706, x -2.178721, y 0, z 49.95251, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.280601, x -2.137613, y 0, z 49.95428, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.284985, x -2.094509, y 0, z 49.95611, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.288557, x -2.053755, y 0, z 49.9578, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.292505, x -2.007882, y 0, z 49.95967, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.296649, x -1.970516, y 0, z 49.96115, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.300625, x -1.929196, y 0, z 49.96277, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.304716, x -1.885829, y 0, z 49.96442, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.308526, x -1.844219, y 0, z 49.96598, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.312536, x -1.801417, y 0, z 49.96754, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.316718, x -1.761538, y 0, z 49.96896, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.320577, x -1.719572, y 0, z 49.97042, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.32466, x -1.675808, y 0, z 49.97191, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.328677, x -1.635414, y 0, z 49.97325, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.332664, x -1.59268, y 0, z 49.97463, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.336623, x -1.550632, y 0, z 49.97595, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.340653, x -1.5089, y 0, z 49.97723, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.344632, x -1.467467, y 0, z 49.97846, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.34868, x -1.425281, y 0, z 49.97968, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.352609, x -1.383632, y 0, z 49.98085, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.356674, x -1.341248, y 0, z 49.98201, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.360811, x -1.300122, y 0, z 49.98309, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.364632, x -1.25757, y 0, z 49.98418, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.368629, x -1.214257, y 0, z 49.98525, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.372679, x -1.174259, y 0, z 49.98621, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.376804, x -1.132408, y 0, z 49.98717, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.38066, x -1.090011, y 0, z 49.98812, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.384955, x -1.046825, y 0, z 49.98904, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.388615, x -1.006457, y 0, z 49.98987, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.39264, x -0.9614828, y 0, z 49.99075, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.39666, x -0.9231667, y 0, z 49.99148, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.400659, x -0.8810166, y 0, z 49.99224, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.404632, x -0.8389266, y 0, z 49.99296, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.408533, x -0.7970576, y 0, z 49.99364, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.412626, x -0.7554565, y 0, z 49.99429, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.416652, x -0.7146131, y 0, z 49.99489, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.420618, x -0.6717502, y 0, z 49.99549, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.424685, x -0.6295874, y 0, z 49.99604, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.428748, x -0.5880623, y 0, z 49.99654, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.43263, x -0.5454836, y 0, z 49.99702, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.436606, x -0.5029326, y 0, z 49.99747, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.44067, x -0.4622802, y 0, z 49.99786, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.444582, x -0.420646, y 0, z 49.99823, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.448647, x -0.3780862, y 0, z 49.99857, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.452608, x -0.3371256, y 0, z 49.99886, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.456636, x -0.2945637, y 0, z 49.99913, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.460607, x -0.253083, y 0, z 49.99936, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.464719, x -0.2108999, y 0, z 49.99955, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.473099, x -0.1693174, y 0, z 49.99971, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.478292, x -0.1262555, y 0, z 49.99984, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.485638, x -0.03850244, y 0, z 49.99998, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.492826, x 0.01588222, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.501122, x 0.09280279, y 0, z 49.99991, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.508853, x 0.1680816, y 0, z 49.99972, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.517247, x 0.2549601, y 0, z 49.99935, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.525407, x 0.3359115, y 0, z 49.99887, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.533239, x 0.4238089, y 0, z 49.9982, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.541235, x 0.5092615, y 0, z 49.99741, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.548767, x 0.5912704, y 0, z 49.99651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.557492, x 0.6750004, y 0, z 49.99545, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.565075, x 0.7538604, y 0, z 49.99432, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.57315, x 0.845219, y 0, z 49.99286, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.580739, x 0.9246177, y 0, z 49.99145, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.589332, x 1.009156, y 0, z 49.98981, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.597072, x 1.088621, y 0, z 49.98815, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.605237, x 1.178577, y 0, z 49.98611, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.61297, x 1.259602, y 0, z 49.98413, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.620884, x 1.345076, y 0, z 49.9819, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.628881, x 1.426032, y 0, z 49.97966, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.632731, x 1.508872, y 0, z 49.97723, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.636588, x 1.592574, y 0, z 49.97463, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.640623, x 1.632875, y 0, z 49.97333, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.644617, x 1.673238, y 0, z 49.972, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.648703, x 1.715461, y 0, z 49.97056, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.652594, x 1.757268, y 0, z 49.96911, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.656652, x 1.800035, y 0, z 49.96759, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.660542, x 1.840748, y 0, z 49.96611, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.664735, x 1.883219, y 0, z 49.96452, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.672827, x 1.923917, y 0, z 49.96297, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.676627, x 1.967794, y 0, z 49.96126, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.680641, x 2.052471, y 0, z 49.95786, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.684666, x 2.092228, y 0, z 49.95621, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.688674, x 2.134222, y 0, z 49.95443, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.692552, x 2.176334, y 0, z 49.95261, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.696907, x 2.218266, y 0, z 49.95077, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.700629, x 2.258825, y 0, z 49.94895, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.704661, x 2.304387, y 0, z 49.94687, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.708548, x 2.34333, y 0, z 49.94506, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.712572, x 2.385503, y 0, z 49.94306, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.716671, x 2.426162, y 0, z 49.9411, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.720653, x 2.468243, y 0, z 49.93904, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.724665, x 2.511118, y 0, z 49.9369, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.728628, x 2.552762, y 0, z 49.93479, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.732704, x 2.594723, y 0, z 49.93263, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.736633, x 2.636162, y 0, z 49.93046, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.740617, x 2.678783, y 0, z 49.92819, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.744628, x 2.719868, y 0, z 49.92597, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.748707, x 2.761529, y 0, z 49.92368, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.752608, x 2.803468, y 0, z 49.92134, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.756649, x 2.846116, y 0, z 49.91893, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.760631, x 2.886901, y 0, z 49.91659, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.764626, x 2.929142, y 0, z 49.91413, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.768643, x 2.970774, y 0, z 49.91167, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.772626, x 3.012528, y 0, z 49.90916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.776637, x 3.054523, y 0, z 49.90661, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.780671, x 3.096159, y 0, z 49.90405, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.784951, x 3.138072, y 0, z 49.90143, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.788538, x 3.180231, y 0, z 49.89876, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.792607, x 3.224958, y 0, z 49.89589, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.796675, x 3.262442, y 0, z 49.89345, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.800611, x 3.304966, y 0, z 49.89065, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.80462, x 3.347469, y 0, z 49.88782, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.8085, x 3.388602, y 0, z 49.88504, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.812615, x 3.430478, y 0, z 49.88218, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.816656, x 3.471021, y 0, z 49.87938, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.820619, x 3.514003, y 0, z 49.87637, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.824634, x 3.556213, y 0, z 49.87337, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.828693, x 3.597605, y 0, z 49.8704, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.832612, x 3.639542, y 0, z 49.86736, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.8366, x 3.681935, y 0, z 49.86425, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.840657, x 3.722856, y 0, z 49.86121, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.844619, x 3.764503, y 0, z 49.85809, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.848731, x 3.806868, y 0, z 49.85487, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.852639, x 3.848239, y 0, z 49.85169, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.856664, x 3.891169, y 0, z 49.84836, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.860519, x 3.931971, y 0, z 49.84516, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.864662, x 3.973986, y 0, z 49.84182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.868652, x 4.014229, y 0, z 49.8386, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.877053, x 4.057471, y 0, z 49.8351, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.880508, x 4.099111, y 0, z 49.83169, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.885, x 4.18679, y 0, z 49.8244, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.888684, x 4.222845, y 0, z 49.82136, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.892523, x 4.269713, y 0, z 49.81736, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.896639, x 4.308145, y 0, z 49.81405, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.900655, x 4.348201, y 0, z 49.81057, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.904628, x 4.391142, y 0, z 49.8068, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.908544, x 4.433022, y 0, z 49.8031, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.912614, x 4.474464, y 0, z 49.79939, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.916671, x 4.51531, y 0, z 49.7957, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
