t 0.02, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.12, x 4.292897, y -8.596456, z 49.06804, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.22, x -0.5964858, y -10.77938, z 48.82058, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.32, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3464947, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3662776, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3706765, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3746619, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3791949, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3824203, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3863287, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3905123, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3945586, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.3995143, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4051515, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4116791, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4179528, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4234328, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4290712, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4353236, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4409361, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4465036, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4512543, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4565702, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4623696, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4664459, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4713969, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4763556, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4810643, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4866935, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4905108, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4954345, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5006117, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5065674, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5105712, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5153206, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.519556, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5244996, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5305703, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5343421, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5392571, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5436916, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5485938, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.554237, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5584894, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5621985, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5663416, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5702825, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5744793, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5783009, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5825921, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5863798, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.59062, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5948053, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5989069, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6038106, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.607435, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6115732, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6161319, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6227713, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6262317, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6305758, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6345888, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.638361, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6425452, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6465575, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.650211, x -1.407184, y -10.56624, z 48.85053, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
