t, stimulusOn
0.02, 2021-06-08T15:04:20.3585420+08:00, False
0.12, 2021-06-08T15:04:21.6770250+08:00, False
0.22, 2021-06-08T15:04:21.9742620+08:00, False
0.32, 2021-06-08T15:04:22.0902980+08:00, False
0.3256374, 2021-06-08T15:04:22.0948290+08:00, False
0.3307372, 2021-06-08T15:04:22.0999310+08:00, False
0.3377696, 2021-06-08T15:04:22.1069740+08:00, False
0.3413247, 2021-06-08T15:04:22.1107300+08:00, False
0.3455365, 2021-06-08T15:04:22.1146700+08:00, False
0.3493412, 2021-06-08T15:04:22.1185030+08:00, False
0.3573471, 2021-06-08T15:04:22.1265820+08:00, False
0.3645524, 2021-06-08T15:04:22.1340260+08:00, False
0.3732564, 2021-06-08T15:04:22.1424560+08:00, False
0.3797643, 2021-06-08T15:04:22.1489510+08:00, False
0.3893462, 2021-06-08T15:04:22.1590210+08:00, False
0.3977014, 2021-06-08T15:04:22.1668550+08:00, False
0.404677, 2021-06-08T15:04:22.1740850+08:00, False
0.4124903, 2021-06-08T15:04:22.1816880+08:00, False
0.4195539, 2021-06-08T15:04:22.1887560+08:00, False
0.4268289, 2021-06-08T15:04:22.1963250+08:00, False
0.4341407, 2021-06-08T15:04:22.2033380+08:00, False
0.4417181, 2021-06-08T15:04:22.2111740+08:00, False
0.4481035, 2021-06-08T15:04:22.2172920+08:00, False
0.4548212, 2021-06-08T15:04:22.2240150+08:00, False
0.4616307, 2021-06-08T15:04:22.2310550+08:00, False
0.4688803, 2021-06-08T15:04:22.2380640+08:00, False
0.4749195, 2021-06-08T15:04:22.2441040+08:00, False
0.4818283, 2021-06-08T15:04:22.2586390+08:00, False
0.4933665, 2021-06-08T15:04:22.2625600+08:00, False
0.4973209, 2021-06-08T15:04:22.2664840+08:00, False
0.5014321, 2021-06-08T15:04:22.2717490+08:00, False
0.5095627, 2021-06-08T15:04:22.2787130+08:00, False
0.5138655, 2021-06-08T15:04:22.2830830+08:00, False
0.5199802, 2021-06-08T15:04:22.2891920+08:00, False
0.5261692, 2021-06-08T15:04:22.3055120+08:00, False
0.5415292, 2021-06-08T15:04:22.3109930+08:00, False
0.5453042, 2021-06-08T15:04:22.3144760+08:00, False
0.5493989, 2021-06-08T15:04:22.3185540+08:00, False
0.5533584, 2021-06-08T15:04:22.3225150+08:00, False
0.5573265, 2021-06-08T15:04:22.3265280+08:00, False
0.5614486, 2021-06-08T15:04:22.3309140+08:00, False
0.5668727, 2021-06-08T15:04:22.3360590+08:00, False
0.5733269, 2021-06-08T15:04:22.3425050+08:00, False
0.5779004, 2021-06-08T15:04:22.3471040+08:00, False
0.5833459, 2021-06-08T15:04:22.3529210+08:00, False
0.5894647, 2021-06-08T15:04:22.3587810+08:00, False
0.5947831, 2021-06-08T15:04:22.3639690+08:00, False
0.5996941, 2021-06-08T15:04:22.3688460+08:00, False
0.6054106, 2021-06-08T15:04:22.3748330+08:00, False
0.610963, 2021-06-08T15:04:22.3801800+08:00, False
0.6175704, 2021-06-08T15:04:22.3867590+08:00, False
0.6258202, 2021-06-08T15:04:22.3969750+08:00, False
0.6336854, 2021-06-08T15:04:22.4028810+08:00, False
0.6374416, 2021-06-08T15:04:22.4066330+08:00, False
0.6413982, 2021-06-08T15:04:22.4108410+08:00, False
0.6454075, 2021-06-08T15:04:22.4145920+08:00, False
0.6493175, 2021-06-08T15:04:22.4184580+08:00, False
0.6533574, 2021-06-08T15:04:22.4224980+08:00, False
0.65749, 2021-06-08T15:04:22.4266400+08:00, False
0.6615925, 2021-06-08T15:04:22.4310750+08:00, False
0.6662147, 2021-06-08T15:04:22.4353560+08:00, False
0.6706426, 2021-06-08T15:04:22.4398510+08:00, False
0.6779687, 2021-06-08T15:04:22.4471690+08:00, False
0.6813567, 2021-06-08T15:04:22.4508260+08:00, False
0.6854601, 2021-06-08T15:04:22.4546570+08:00, False
0.6896617, 2021-06-08T15:04:22.4588740+08:00, False
0.6943048, 2021-06-08T15:04:22.4635840+08:00, False
0.6992054, 2021-06-08T15:04:22.4684190+08:00, False
0.7057363, 2021-06-08T15:04:22.4752500+08:00, False
0.7092669, 2021-06-08T15:04:22.4784360+08:00, False
0.7133831, 2021-06-08T15:04:22.4825650+08:00, False
0.7175099, 2021-06-08T15:04:22.4866770+08:00, False
0.7216559, 2021-06-08T15:04:22.4913420+08:00, False
0.72657, 2021-06-08T15:04:22.4958250+08:00, False
0.7334574, 2021-06-08T15:04:22.5026620+08:00, False
0.7374393, 2021-06-08T15:04:22.5066460+08:00, False
0.7413533, 2021-06-08T15:04:22.5107970+08:00, False
0.7454416, 2021-06-08T15:04:22.5146140+08:00, False
0.7493597, 2021-06-08T15:04:22.5185450+08:00, False
0.7534571, 2021-06-08T15:04:22.5226360+08:00, False
0.7580456, 2021-06-08T15:04:22.5272960+08:00, False
0.7622867, 2021-06-08T15:04:22.5317550+08:00, False
0.7662885, 2021-06-08T15:04:22.5354960+08:00, False
0.770633, 2021-06-08T15:04:22.5398330+08:00, False
0.7774044, 2021-06-08T15:04:22.5465870+08:00, False
0.7815075, 2021-06-08T15:04:22.5586650+08:00, False
0.7935252, 2021-06-08T15:04:22.5627220+08:00, False
0.7974387, 2021-06-08T15:04:22.5666120+08:00, False
0.8014018, 2021-06-08T15:04:22.5708470+08:00, False
0.8057861, 2021-06-08T15:04:22.5749690+08:00, False
0.8094108, 2021-06-08T15:04:22.5785830+08:00, False
0.8133385, 2021-06-08T15:04:22.5825240+08:00, False
0.8173832, 2021-06-08T15:04:22.5865610+08:00, False
0.8214054, 2021-06-08T15:04:22.5915160+08:00, False
0.8254491, 2021-06-08T15:04:22.5946240+08:00, False
0.8296502, 2021-06-08T15:04:22.5988620+08:00, False
0.8374068, 2021-06-08T15:04:22.6066120+08:00, False
0.8415068, 2021-06-08T15:04:22.6109450+08:00, False
0.8456114, 2021-06-08T15:04:22.6148510+08:00, False
0.8493977, 2021-06-08T15:04:22.6185730+08:00, False
0.8534455, 2021-06-08T15:04:22.6226240+08:00, False
0.8573869, 2021-06-08T15:04:22.6265490+08:00, False
0.8614479, 2021-06-08T15:04:22.6308730+08:00, False
0.8657775, 2021-06-08T15:04:22.6349650+08:00, False
0.8693206, 2021-06-08T15:04:22.6386570+08:00, False
0.8736507, 2021-06-08T15:04:22.6428640+08:00, False
0.877341, 2021-06-08T15:04:22.6465240+08:00, False
0.8813726, 2021-06-08T15:04:22.6566420+08:00, False
0.8935868, 2021-06-08T15:04:22.6627880+08:00, False
0.8972708, 2021-06-08T15:04:22.6664440+08:00, False
0.9014005, 2021-06-08T15:04:22.6708290+08:00, False
0.9060655, 2021-06-08T15:04:22.6752430+08:00, False
0.9093047, 2021-06-08T15:04:22.6784930+08:00, False
0.9135751, 2021-06-08T15:04:22.6827720+08:00, False
0.9173983, 2021-06-08T15:04:22.6865650+08:00, False
0.9214043, 2021-06-08T15:04:22.6908960+08:00, False
0.9254569, 2021-06-08T15:04:22.6946410+08:00, False
0.9295744, 2021-06-08T15:04:22.6987730+08:00, False
0.9337285, 2021-06-08T15:04:22.7029890+08:00, False
0.9373974, 2021-06-08T15:04:22.7066170+08:00, False
0.9413563, 2021-06-08T15:04:22.7107760+08:00, False
0.9455118, 2021-06-08T15:04:22.7146860+08:00, False
0.9492726, 2021-06-08T15:04:22.7184190+08:00, False
0.9533947, 2021-06-08T15:04:22.7225720+08:00, False
0.957471, 2021-06-08T15:04:22.7266280+08:00, False
0.9613651, 2021-06-08T15:04:22.7308090+08:00, False
0.9656529, 2021-06-08T15:04:22.7348460+08:00, False
0.9693815, 2021-06-08T15:04:22.7385450+08:00, False
0.9733634, 2021-06-08T15:04:22.7425500+08:00, False
0.9774805, 2021-06-08T15:04:22.7466710+08:00, False
0.9814104, 2021-06-08T15:04:22.7509110+08:00, False
0.9853243, 2021-06-08T15:04:22.7545560+08:00, False
0.9896673, 2021-06-08T15:04:22.7588540+08:00, False
0.9933795, 2021-06-08T15:04:22.7625490+08:00, False
0.9974064, 2021-06-08T15:04:22.7665770+08:00, False
1.001377, 2021-06-08T15:04:22.7707600+08:00, False
1.00624, 2021-06-08T15:04:22.7754390+08:00, False
1.009283, 2021-06-08T15:04:22.7785330+08:00, False
1.013553, 2021-06-08T15:04:22.7827480+08:00, False
1.017479, 2021-06-08T15:04:22.7866430+08:00, False
1.021639, 2021-06-08T15:04:22.7910990+08:00, False
1.026264, 2021-06-08T15:04:22.7955060+08:00, False
1.033491, 2021-06-08T15:04:22.8027470+08:00, False
1.037537, 2021-06-08T15:04:22.8067360+08:00, False
1.041256, 2021-06-08T15:04:22.8106830+08:00, False
1.045419, 2021-06-08T15:04:22.8145850+08:00, False
1.049377, 2021-06-08T15:04:22.8185280+08:00, False
1.05337, 2021-06-08T15:04:22.8225410+08:00, False
1.057725, 2021-06-08T15:04:22.8269940+08:00, False
1.062162, 2021-06-08T15:04:22.8316380+08:00, False
1.066557, 2021-06-08T15:04:22.8357650+08:00, False
1.071457, 2021-06-08T15:04:22.8406650+08:00, False
1.077425, 2021-06-08T15:04:22.8466130+08:00, False
1.081332, 2021-06-08T15:04:22.8508640+08:00, False
1.085306, 2021-06-08T15:04:22.8545230+08:00, False
1.089921, 2021-06-08T15:04:22.8591200+08:00, False
1.093407, 2021-06-08T15:04:22.8626240+08:00, False
1.097857, 2021-06-08T15:04:22.8670650+08:00, False
1.10269, 2021-06-08T15:04:22.8722660+08:00, False
1.109295, 2021-06-08T15:04:22.8784750+08:00, False
1.113506, 2021-06-08T15:04:22.8826980+08:00, False
1.117354, 2021-06-08T15:04:22.8865350+08:00, False
1.121476, 2021-06-08T15:04:22.8909220+08:00, False
1.125397, 2021-06-08T15:04:22.8945860+08:00, False
1.129321, 2021-06-08T15:04:22.8985070+08:00, False
1.133421, 2021-06-08T15:04:22.9026470+08:00, False
1.137533, 2021-06-08T15:04:22.9067470+08:00, False
1.142033, 2021-06-08T15:04:22.9115590+08:00, False
1.146329, 2021-06-08T15:04:22.9155300+08:00, False
1.150399, 2021-06-08T15:04:22.9196180+08:00, False
1.154581, 2021-06-08T15:04:22.9238120+08:00, False
1.161814, 2021-06-08T15:04:22.9312020+08:00, False
1.165694, 2021-06-08T15:04:22.9348350+08:00, False
1.169405, 2021-06-08T15:04:22.9385470+08:00, False
1.174285, 2021-06-08T15:04:22.9434720+08:00, False
1.177292, 2021-06-08T15:04:22.9464720+08:00, False
1.181895, 2021-06-08T15:04:22.9596580+08:00, False
1.197652, 2021-06-08T15:04:22.9668220+08:00, False
1.201442, 2021-06-08T15:04:22.9709080+08:00, False
1.222282, 2021-06-08T15:04:22.9919270+08:00, False
1.229931, 2021-06-08T15:04:22.9991910+08:00, False
1.237834, 2021-06-08T15:04:23.0070840+08:00, False
1.24123, 2021-06-08T15:04:23.0106400+08:00, False
1.245412, 2021-06-08T15:04:23.0145640+08:00, False
1.249421, 2021-06-08T15:04:23.0185610+08:00, False
1.253733, 2021-06-08T15:04:23.0229410+08:00, False
1.257504, 2021-06-08T15:04:23.0266640+08:00, False
1.261319, 2021-06-08T15:04:23.0307330+08:00, False
1.265802, 2021-06-08T15:04:23.0349530+08:00, False
1.269375, 2021-06-08T15:04:23.0385220+08:00, False
1.273311, 2021-06-08T15:04:23.0425020+08:00, False
1.277459, 2021-06-08T15:04:23.0466560+08:00, False
1.281346, 2021-06-08T15:04:23.0507880+08:00, False
1.285456, 2021-06-08T15:04:23.0546430+08:00, False
1.290308, 2021-06-08T15:04:23.0594720+08:00, False
1.293291, 2021-06-08T15:04:23.0624700+08:00, False
1.297601, 2021-06-08T15:04:23.0667800+08:00, False
1.301385, 2021-06-08T15:04:23.0708000+08:00, False
1.305596, 2021-06-08T15:04:23.0748050+08:00, False
1.309405, 2021-06-08T15:04:23.0785580+08:00, False
1.313437, 2021-06-08T15:04:23.0825880+08:00, False
1.31752, 2021-06-08T15:04:23.0866770+08:00, False
1.321327, 2021-06-08T15:04:23.0907220+08:00, False
1.325467, 2021-06-08T15:04:23.0946530+08:00, False
1.329382, 2021-06-08T15:04:23.0986030+08:00, False
1.333392, 2021-06-08T15:04:23.1026230+08:00, False
1.337412, 2021-06-08T15:04:23.1065890+08:00, False
1.341325, 2021-06-08T15:04:23.1107980+08:00, False
1.345539, 2021-06-08T15:04:23.1147500+08:00, False
1.350264, 2021-06-08T15:04:23.1194750+08:00, False
