t, stimulusOn
3.228567, False
3.235363, False
3.240829, False
3.248605, False
3.2527, False
3.256699, False
3.260547, False
3.264634, False
3.268494, False
3.272487, False
3.276505, False
3.280769, False
3.285641, False
3.292774, False
3.297009, False
3.303877, False
3.308697, False
3.408696, False
3.415897, False
3.423804, False
3.427967, False
3.431777, False
3.435629, False
3.439574, False
3.443652, False
3.447803, False
3.451549, False
3.455934, False
3.463892, False
3.471735, False
3.475528, False
3.479872, False
3.484834, False
3.490164, False
3.497103, False
3.501961, False
3.508349, False
3.5159, False
3.523907, False
3.527907, False
3.531895, False
3.536757, False
3.542138, False
3.54807, False
3.556077, False
3.617795, False
3.623784, False
3.627573, False
3.631788, False
3.639688, False
3.643495, False
3.647767, False
3.651467, False
3.655932, False
3.664117, False
3.671905, False
3.675849, False
3.679673, False
3.683889, False
3.687608, False
3.691885, False
3.695912, False
3.699779, False
3.70523
