t, x , y, z , scale_x, scale_y, scale_z, stimulusOn
120.0017, 2021-06-23T13:35:12.4130090+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.0135, 2021-06-23T13:35:12.4216420+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.0218, 2021-06-23T13:35:12.4299090+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.0301, 2021-06-23T13:35:12.4381850+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.0941, 2021-06-23T13:35:12.5022160+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.1699, 2021-06-23T13:35:12.5780960+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.1817, 2021-06-23T13:35:12.5898810+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.1898, 2021-06-23T13:35:12.5979020+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.1975, 2021-06-23T13:35:12.6056420+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.2058, 2021-06-23T13:35:12.6140300+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.2135, 2021-06-23T13:35:12.6216250+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.222, 2021-06-23T13:35:12.6301740+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.2376, 2021-06-23T13:35:12.6457180+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.246, 2021-06-23T13:35:12.6541120+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.2538, 2021-06-23T13:35:12.6619180+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.2616, 2021-06-23T13:35:12.6697040+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.2697, 2021-06-23T13:35:12.6778460+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.2778, 2021-06-23T13:35:12.6859020+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.2855, 2021-06-23T13:35:12.6936060+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.2938, 2021-06-23T13:35:12.7018460+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3015, 2021-06-23T13:35:12.7095920+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3099, 2021-06-23T13:35:12.7180010+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3179, 2021-06-23T13:35:12.7260050+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3258, 2021-06-23T13:35:12.7338800+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3335, 2021-06-23T13:35:12.7416770+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3415, 2021-06-23T13:35:12.7496690+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3498, 2021-06-23T13:35:12.7578650+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3578, 2021-06-23T13:35:12.7658930+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3657, 2021-06-23T13:35:12.7738240+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3739, 2021-06-23T13:35:12.7819710+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3815, 2021-06-23T13:35:12.7895780+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3858, 2021-06-23T13:35:12.7939400+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.3937, 2021-06-23T13:35:12.8018100+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.4016, 2021-06-23T13:35:12.8097100+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.41, 2021-06-23T13:35:12.8180290+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.4178, 2021-06-23T13:35:12.8259050+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.4257, 2021-06-23T13:35:12.8338200+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.4339, 2021-06-23T13:35:12.8419500+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.4416, 2021-06-23T13:35:12.8497210+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.4494, 2021-06-23T13:35:12.8575050+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.458, 2021-06-23T13:35:12.8660620+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.4658, 2021-06-23T13:35:12.8738600+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.4737, 2021-06-23T13:35:12.8818270+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.4894, 2021-06-23T13:35:12.9037210+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.5017, 2021-06-23T13:35:12.9098480+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.5098, 2021-06-23T13:35:12.9179290+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.5177, 2021-06-23T13:35:12.9257920+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.5259, 2021-06-23T13:35:12.9340220+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.5335, 2021-06-23T13:35:12.9415610+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.5376, 2021-06-23T13:35:12.9457030+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.5457, 2021-06-23T13:35:12.9538270+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.5539, 2021-06-23T13:35:12.9619690+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.6176, 2021-06-23T13:35:13.0257290+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.6255, 2021-06-23T13:35:13.0336160+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.6335, 2021-06-23T13:35:13.0416040+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.6419, 2021-06-23T13:35:13.0499870+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.6499, 2021-06-23T13:35:13.0579750+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.6579, 2021-06-23T13:35:13.0659830+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.6655, 2021-06-23T13:35:13.0736520+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.6739, 2021-06-23T13:35:13.0819500+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.6816, 2021-06-23T13:35:13.0897030+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.6898, 2021-06-23T13:35:13.0978220+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.6976, 2021-06-23T13:35:13.1056870+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7016, 2021-06-23T13:35:13.1097330+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7099, 2021-06-23T13:35:13.1180470+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7179, 2021-06-23T13:35:13.1260120+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7255, 2021-06-23T13:35:13.1336430+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7338, 2021-06-23T13:35:13.1419190+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7418, 2021-06-23T13:35:13.1499720+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7498, 2021-06-23T13:35:13.1579130+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7579, 2021-06-23T13:35:13.1659890+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7655, 2021-06-23T13:35:13.1735950+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7739, 2021-06-23T13:35:13.1819280+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7817, 2021-06-23T13:35:13.1898510+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.7976, 2021-06-23T13:35:13.2056760+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8059, 2021-06-23T13:35:13.2141270+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8135, 2021-06-23T13:35:13.2216180+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8218, 2021-06-23T13:35:13.2298920+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8299, 2021-06-23T13:35:13.2380180+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8374, 2021-06-23T13:35:13.2455670+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8457, 2021-06-23T13:35:13.2538480+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8539, 2021-06-23T13:35:13.2619480+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8617, 2021-06-23T13:35:13.2697770+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8698, 2021-06-23T13:35:13.2778850+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8779, 2021-06-23T13:35:13.2859370+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8859, 2021-06-23T13:35:13.2940620+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.8937, 2021-06-23T13:35:13.3018100+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9018, 2021-06-23T13:35:13.3099080+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9098, 2021-06-23T13:35:13.3179350+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9177, 2021-06-23T13:35:13.3257520+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9255, 2021-06-23T13:35:13.3335890+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9337, 2021-06-23T13:35:13.3418020+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9416, 2021-06-23T13:35:13.3497420+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9496, 2021-06-23T13:35:13.3576580+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9578, 2021-06-23T13:35:13.3658990+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9657, 2021-06-23T13:35:13.3738930+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9738, 2021-06-23T13:35:13.3819070+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9817, 2021-06-23T13:35:13.3898420+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9899, 2021-06-23T13:35:13.3979640+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
120.9974, 2021-06-23T13:35:13.4055350+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.0057, 2021-06-23T13:35:13.4138020+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.0145, 2021-06-23T13:35:13.4225980+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.0217, 2021-06-23T13:35:13.4297910+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.0301, 2021-06-23T13:35:13.4382290+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.0379, 2021-06-23T13:35:13.4459890+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.0538, 2021-06-23T13:35:13.4620780+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.0616, 2021-06-23T13:35:13.4697210+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.0694, 2021-06-23T13:35:13.4774950+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.0778, 2021-06-23T13:35:13.4859260+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.0858, 2021-06-23T13:35:13.4939090+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.0937, 2021-06-23T13:35:13.5017670+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.1021, 2021-06-23T13:35:13.5102150+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.1098, 2021-06-23T13:35:13.5179150+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.1178, 2021-06-23T13:35:13.5258740+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.126, 2021-06-23T13:35:13.5340870+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.1337, 2021-06-23T13:35:13.5418480+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.1414, 2021-06-23T13:35:13.5495570+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.1497, 2021-06-23T13:35:13.5577490+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.1603, 2021-06-23T13:35:13.5684230+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.1777, 2021-06-23T13:35:13.5857300+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.1856, 2021-06-23T13:35:13.5937390+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.1937, 2021-06-23T13:35:13.6018080+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2017, 2021-06-23T13:35:13.6098440+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2099, 2021-06-23T13:35:13.6180410+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2176, 2021-06-23T13:35:13.6256250+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2254, 2021-06-23T13:35:13.6335670+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2338, 2021-06-23T13:35:13.6419160+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2416, 2021-06-23T13:35:13.6497160+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2496, 2021-06-23T13:35:13.6576400+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2575, 2021-06-23T13:35:13.6655670+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2657, 2021-06-23T13:35:13.6738590+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2738, 2021-06-23T13:35:13.6818860+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2815, 2021-06-23T13:35:13.6896260+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2899, 2021-06-23T13:35:13.6980140+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.2976, 2021-06-23T13:35:13.7056500+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.3055, 2021-06-23T13:35:13.7136460+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.3218, 2021-06-23T13:35:13.7299930+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.3301, 2021-06-23T13:35:13.7382050+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.3578, 2021-06-23T13:35:13.7715140+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.3698, 2021-06-23T13:35:13.7778590+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.378, 2021-06-23T13:35:13.7860470+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.3858, 2021-06-23T13:35:13.7939530+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
121.3938, 2021-06-23T13:35:13.8018860+08:00, 0, 4.335995, 24.59065, 1, 1, 1, False
