t 31.0944, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.09787, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.10204, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.10612, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.1329, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.13789, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.18632, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.19006, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.19379, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.19851, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.20197, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.20586, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.2099, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.21394, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.21797, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.22206, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.226, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.22993, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.23373, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.23803, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.242, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.24592, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.24999, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.25397, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.25813, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.26213, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.26609, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.26994, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.2741, x 0, y 0.1308995, z 49.99983, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.27785, x 0, y 0.2617982, z 49.99931, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.28195, x 0, y 0.2617982, z 49.99931, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 31.28588, x 0, y 0.4799581, z 49.9977, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
