t, x1, y1, z1, scale_x1, scale_y1, scale_z1, x2, y2, z2, scale_x2, scale_y2, scale_z2, stimulusOn
0.02, 2021-08-27T12:17:26.9845950+08:00, 0, 0, 50, 1, 1, 1, 0, 0, 50, 0, 0, 0, True
0.12, 2021-08-27T12:17:27.8109160+08:00, 0, 0, 50, 1, 1, 1, -2.01553, -9.154675, 49.11343, 0, 0, 0, True
0.22, 2021-08-27T12:17:28.0675760+08:00, -2.01553, -9.154675, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.2359353, 2021-08-27T12:17:28.0848620+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.2513545, 2021-08-27T12:17:28.0993700+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.2674185, 2021-08-27T12:17:28.1153930+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.2828611, 2021-08-27T12:17:28.1307790+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.2960926, 2021-08-27T12:17:28.1436510+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.3196455, 2021-08-27T12:17:28.1678930+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.3358866, 2021-08-27T12:17:28.1841460+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.3513744, 2021-08-27T12:17:28.1992290+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.3674644, 2021-08-27T12:17:28.2153890+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.3793932, 2021-08-27T12:17:28.2273070+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.393361, 2021-08-27T12:17:28.2412160+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4095614, 2021-08-27T12:17:28.2572030+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4381691, 2021-08-27T12:17:28.2856370+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4429352, 2021-08-27T12:17:28.2905730+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4588374, 2021-08-27T12:17:28.3067140+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4661947, 2021-08-27T12:17:28.3133940+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.469909, 2021-08-27T12:17:28.3170690+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4739707, 2021-08-27T12:17:28.3211780+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4779795, 2021-08-27T12:17:28.3251770+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4819759, 2021-08-27T12:17:28.3291570+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4859028, 2021-08-27T12:17:28.3330510+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4898806, 2021-08-27T12:17:28.3370130+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4938335, 2021-08-27T12:17:28.3409810+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.4979375, 2021-08-27T12:17:28.3450830+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5021565, 2021-08-27T12:17:28.3493070+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5059277, 2021-08-27T12:17:28.3530710+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5100182, 2021-08-27T12:17:28.3571570+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5140077, 2021-08-27T12:17:28.3611520+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5182369, 2021-08-27T12:17:28.3653770+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5220257, 2021-08-27T12:17:28.3692350+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.526054, 2021-08-27T12:17:28.3732110+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5299468, 2021-08-27T12:17:28.3770940+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5338297, 2021-08-27T12:17:28.3809840+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5380165, 2021-08-27T12:17:28.3851720+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5419596, 2021-08-27T12:17:28.3891470+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5459791, 2021-08-27T12:17:28.3931350+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5499346, 2021-08-27T12:17:28.3970750+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
0.5538332, 2021-08-27T12:17:28.4009770+08:00, -2.01554, -9.154677, 49.11343, 1, 1, 1, -2.01554, -9.154677, 49.11343, 0, 0, 0, True
