t, x , y, z , scale_x, scale_y, scale_z, stimulusOn
0.02, 0, 0, 50, 1, 1, 1, True
0.12, 0, 0, 50, 1, 1, 1, True
0.22, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.2908165, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.3035808, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.3181661, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.3267282, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.3345164, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.3422505, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.3507685, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.361073, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.3659178, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.3741498, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.3805507, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.3922441, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.4026008, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.4135407, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.4236258, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.4341029, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.445053, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.4549299, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.4655288, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.4753945, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.4858326, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.497306, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.50699, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5176256, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5279852, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5384752, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5481523, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5541562, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5588399, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5638292, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5697461, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5741934, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5785826, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5836231, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
0.5900778, -2.004263, -10.52359, 48.83889, 1, 1, 1, True
