t 0.02, x 18.21198, y 0, z 9.83885, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 11.99782, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.00146, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.00553, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.01023, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.01342, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.01827, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.02142, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.02539, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.03052, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.03349, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.03748, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.04199, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.04536, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.04954, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.05396, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.05747, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.06144, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.0661, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.06948, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.07344, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.07829, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.08134, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.08605, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.08951, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.09345, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.09797, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.10149, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.10551, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.11003, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.13048, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.13817, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.14611, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.15836, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.1616, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.16615, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.16947, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.1737, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.17826, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.18155, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.18544, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.19023, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.19342, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.19787, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.2014, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.20548, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.21003, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.21346, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.21751, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.22193, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.22528, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.22966, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.23403, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.23744, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.24147, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.24609, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.24936, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.25343, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.25811, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.26144, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.26624, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.28657, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.29435, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.30263, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.30958, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.31411, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.31739, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.32205, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.32533, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.32953, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.33404, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.33753, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.34152, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.34594, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.34949, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.35351, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.35792, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.36148, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.36545, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.37012, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.37335, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.37794, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.38158, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.38546, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.39008, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.39337, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.39752, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.4019, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.40539, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.40952, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.4139, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.41748, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.44197, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.45029, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.45334, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.4582, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.46135, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.46549, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.47018, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.47334, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.47761, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.48204, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.4854, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.48957, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.49406, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.4974, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.50208, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.50536, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.50951, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.51416, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.51746, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.52149, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.52612, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.5294, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.53362, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.53804, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.54148, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.54538, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.55023, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.5534, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.55754, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.56197, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.56555, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.5865, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.59415, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.59738, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.60156, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.60629, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.61357, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.61812, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.62135, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.62595, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.62939, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.63358, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.63823, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.64139, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.6455, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.65012, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.65336, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.66115, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.67089, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.6786, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.68688, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.69432, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.69744, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.70141, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.70599, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.70942, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.71356, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.71807, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.72137, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.72543, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.73011, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.73357, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.75083, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.75784, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.76585, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.77343, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.7775, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.78153, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.78542, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.79364, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.79761, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.80149, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.80559, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.80949, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.81365, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.81781, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.82538, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.82945, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.83358, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.83747, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.84156, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.84545, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.84941, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.8536, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.85751, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.86143, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.86543, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.86955, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.87346, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.87752, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.88145, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.88552, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.88955, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.90786, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.91381, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.91783, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.9215, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.92542, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.92954, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.93351, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.93746, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.94142, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.94552, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.94959, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.95351, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.9575, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.96147, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.96562, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.96954, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.97344, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.97756, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.98144, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.98546, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.98964, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.99346, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 12.99759, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.00147, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.00559, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.00948, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.0136, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.01797, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.02187, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.02652, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.03405, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.0536, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.05805, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.06161, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.07006, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.07432, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.07798, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.08169, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.08535, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.08968, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.09344, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.09759, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.10149, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.10547, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.10948, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.11352, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.11754, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.12139, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.1254, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.12957, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.13358, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.13751, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.14153, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.14548, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.14952, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 13.15347, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
