t, stimulusOn
0.02, 2021-06-08T14:39:47.4467190+08:00, True
0.12, 2021-06-08T14:39:48.7130220+08:00, True
0.22, 2021-06-08T14:39:49.0099210+08:00, True
0.32, 2021-06-08T14:39:49.1188360+08:00, True
0.3275885, 2021-06-08T14:39:49.1246810+08:00, True
0.34403, 2021-06-08T14:39:49.1415370+08:00, True
0.35111, 2021-06-08T14:39:49.1482080+08:00, True
0.3704597, 2021-06-08T14:39:49.1678310+08:00, True
0.3754776, 2021-06-08T14:39:49.1725650+08:00, True
0.3791388, 2021-06-08T14:39:49.1763100+08:00, True
0.3833643, 2021-06-08T14:39:49.1873750+08:00, True
0.3953077, 2021-06-08T14:39:49.1924050+08:00, True
0.3990782, 2021-06-08T14:39:49.1961210+08:00, True
0.4075058, 2021-06-08T14:39:49.2048410+08:00, True
0.4176172, 2021-06-08T14:39:49.2147200+08:00, True
0.4278323, 2021-06-08T14:39:49.2351100+08:00, True
0.4433619, 2021-06-08T14:39:49.2406130+08:00, True
0.4475845, 2021-06-08T14:39:49.2446640+08:00, True
0.456791, 2021-06-08T14:39:49.2539810+08:00, True
0.466249, 2021-06-08T14:39:49.2636160+08:00, True
0.4767613, 2021-06-08T14:39:49.2739770+08:00, True
0.4849984, 2021-06-08T14:39:49.2873300+08:00, True
0.4953165, 2021-06-08T14:39:49.2923770+08:00, True
0.5031367, 2021-06-08T14:39:49.3004310+08:00, True
0.5110541, 2021-06-08T14:39:49.3081530+08:00, True
0.519531, 2021-06-08T14:39:49.3167290+08:00, True
0.527954, 2021-06-08T14:39:49.3353480+08:00, True
0.5432603, 2021-06-08T14:39:49.3406470+08:00, True
0.5471662, 2021-06-08T14:39:49.3442150+08:00, True
0.5524338, 2021-06-08T14:39:49.3495150+08:00, True
0.5596813, 2021-06-08T14:39:49.3568100+08:00, True
0.5672355, 2021-06-08T14:39:49.3646110+08:00, True
0.5748066, 2021-06-08T14:39:49.3721310+08:00, True
0.5825459, 2021-06-08T14:39:49.3873870+08:00, True
0.5953265, 2021-06-08T14:39:49.3923830+08:00, True
0.5991604, 2021-06-08T14:39:49.3962450+08:00, True
0.6050429, 2021-06-08T14:39:49.4024090+08:00, True
0.612889, 2021-06-08T14:39:49.4100280+08:00, True
0.6201133, 2021-06-08T14:39:49.4174070+08:00, True
0.6267579, 2021-06-08T14:39:49.4238880+08:00, True
0.6338644, 2021-06-08T14:39:49.4310620+08:00, True
0.6403921, 2021-06-08T14:39:49.4379710+08:00, True
0.647547, 2021-06-08T14:39:49.4446360+08:00, True
0.6539948, 2021-06-08T14:39:49.4510820+08:00, True
0.6608579, 2021-06-08T14:39:49.4582520+08:00, True
0.6673218, 2021-06-08T14:39:49.4644190+08:00, True
0.6739584, 2021-06-08T14:39:49.4711040+08:00, True
0.6805183, 2021-06-08T14:39:49.4874420+08:00, True
0.6952717, 2021-06-08T14:39:49.4923300+08:00, True
0.6992471, 2021-06-08T14:39:49.4963290+08:00, True
0.7034848, 2021-06-08T14:39:49.5007990+08:00, True
0.7071837, 2021-06-08T14:39:49.5042300+08:00, True
0.712752, 2021-06-08T14:39:49.5098780+08:00, True
0.7192528, 2021-06-08T14:39:49.5163320+08:00, True
0.7254665, 2021-06-08T14:39:49.5327800+08:00, True
0.7438383, 2021-06-08T14:39:49.5412590+08:00, True
0.7510895, 2021-06-08T14:39:49.5481580+08:00, True
0.7553129, 2021-06-08T14:39:49.5523930+08:00, True
0.7591617, 2021-06-08T14:39:49.5562160+08:00, True
0.7633278, 2021-06-08T14:39:49.5607820+08:00, True
0.7711971, 2021-06-08T14:39:49.5682560+08:00, True
0.7752628, 2021-06-08T14:39:49.5723500+08:00, True
0.7793249, 2021-06-08T14:39:49.5764400+08:00, True
0.783266, 2021-06-08T14:39:49.5874000+08:00, True
0.7953578, 2021-06-08T14:39:49.5924500+08:00, True
0.7991055, 2021-06-08T14:39:49.5961600+08:00, True
0.8035705, 2021-06-08T14:39:49.6008750+08:00, True
0.8072694, 2021-06-08T14:39:49.6043480+08:00, True
0.8113045, 2021-06-08T14:39:49.6083790+08:00, True
0.8151696, 2021-06-08T14:39:49.6122170+08:00, True
0.8192517, 2021-06-08T14:39:49.6163060+08:00, True
0.8238646, 2021-06-08T14:39:49.6312040+08:00, True
0.8394199, 2021-06-08T14:39:49.6365390+08:00, True
0.8431038, 2021-06-08T14:39:49.6404470+08:00, True
0.8470845, 2021-06-08T14:39:49.6441480+08:00, True
0.8512344, 2021-06-08T14:39:49.6483340+08:00, True
0.8551077, 2021-06-08T14:39:49.6521940+08:00, True
0.8592768, 2021-06-08T14:39:49.6563310+08:00, True
0.864442, 2021-06-08T14:39:49.6618800+08:00, True
0.8711358, 2021-06-08T14:39:49.6682390+08:00, True
0.8757345, 2021-06-08T14:39:49.6728600+08:00, True
0.8814119, 2021-06-08T14:39:49.6873900+08:00, True
0.8952658, 2021-06-08T14:39:49.6923640+08:00, True
0.8991235, 2021-06-08T14:39:49.6961890+08:00, True
0.9037338, 2021-06-08T14:39:49.7010330+08:00, True
0.9070745, 2021-06-08T14:39:49.7041540+08:00, True
0.9113382, 2021-06-08T14:39:49.7083940+08:00, True
0.9162126, 2021-06-08T14:39:49.7133510+08:00, True
0.9222571, 2021-06-08T14:39:49.7195550+08:00, True
0.9274924, 2021-06-08T14:39:49.7246320+08:00, True
0.9336748, 2021-06-08T14:39:49.7308770+08:00, True
0.9396802, 2021-06-08T14:39:49.7369500+08:00, True
0.9477262, 2021-06-08T14:39:49.7450830+08:00, True
0.9512789, 2021-06-08T14:39:49.7483660+08:00, True
0.9570121, 2021-06-08T14:39:49.7540840+08:00, True
0.96346, 2021-06-08T14:39:49.7608110+08:00, True
0.9691591, 2021-06-08T14:39:49.7662800+08:00, True
0.9755539, 2021-06-08T14:39:49.7726590+08:00, True
0.9802526, 2021-06-08T14:39:49.7874440+08:00, True
0.9952935, 2021-06-08T14:39:49.7923930+08:00, True
0.9991089, 2021-06-08T14:39:49.7961640+08:00, True
1.003738, 2021-06-08T14:39:49.8010530+08:00, True
1.007213, 2021-06-08T14:39:49.8042810+08:00, True
1.011213, 2021-06-08T14:39:49.8083560+08:00, True
1.015231, 2021-06-08T14:39:49.8122890+08:00, True
1.020261, 2021-06-08T14:39:49.8176060+08:00, True
1.025909, 2021-06-08T14:39:49.8230500+08:00, True
1.031502, 2021-06-08T14:39:49.8286400+08:00, True
1.037519, 2021-06-08T14:39:49.8347650+08:00, True
1.04376, 2021-06-08T14:39:49.8412010+08:00, True
1.049215, 2021-06-08T14:39:49.8463670+08:00, True
1.055475, 2021-06-08T14:39:49.8525520+08:00, True
1.060851, 2021-06-08T14:39:49.8582010+08:00, True
1.067275, 2021-06-08T14:39:49.8644500+08:00, True
1.072586, 2021-06-08T14:39:49.8696620+08:00, True
1.078088, 2021-06-08T14:39:49.8752760+08:00, True
1.084528, 2021-06-08T14:39:49.8873780+08:00, True
1.095297, 2021-06-08T14:39:49.8923990+08:00, True
1.099217, 2021-06-08T14:39:49.8963060+08:00, True
1.103585, 2021-06-08T14:39:49.9008920+08:00, True
1.107387, 2021-06-08T14:39:49.9044940+08:00, True
1.11309, 2021-06-08T14:39:49.9102480+08:00, True
1.11933, 2021-06-08T14:39:49.9164400+08:00, True
1.124944, 2021-06-08T14:39:49.9323120+08:00, True
1.139307, 2021-06-08T14:39:49.9364450+08:00, True
1.143142, 2021-06-08T14:39:49.9405180+08:00, True
1.147117, 2021-06-08T14:39:49.9442530+08:00, True
1.151259, 2021-06-08T14:39:49.9483690+08:00, True
1.15511, 2021-06-08T14:39:49.9521670+08:00, True
1.159382, 2021-06-08T14:39:49.9564480+08:00, True
1.16517, 2021-06-08T14:39:49.9625900+08:00, True
1.171168, 2021-06-08T14:39:49.9682330+08:00, True
1.17658, 2021-06-08T14:39:49.9737010+08:00, True
