t 0, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.713458, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.717535, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.72122, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.725333, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.72963, x 13.89522, y 13.73993, z 46.02322, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.733582, x 13.89522, y 13.73993, z 46.02322, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.737287, x 13.81488, y 13.73993, z 46.04741, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.741763, x 13.73449, y 13.73993, z 46.07145, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.745594, x 13.73449, y 13.73993, z 46.07145, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.749537, x 13.61382, y 13.73993, z 46.10725, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.753192, x 13.61382, y 13.73993, z 46.10725, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.757479, x 13.61382, y 13.73993, z 46.10725, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.761775, x 13.53333, y 13.73993, z 46.13094, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.765454, x 13.53333, y 13.73993, z 46.13094, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.76944, x 13.53333, y 13.73993, z 46.13094, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.773554, x 13.53333, y 13.73993, z 46.13094, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.777596, x 13.53333, y 13.73993, z 46.13094, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.781397, x 13.53333, y 13.73993, z 46.13094, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.785632, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.789373, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.79344, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.797654, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.801356, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.805977, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.809478, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.813716, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.817491, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.821363, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.825535, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.829593, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.833586, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.837483, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.841546, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.845545, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.849524, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.853498, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.857517, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.861599, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.865534, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.869498, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.873494, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.877646, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.881291, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.885285, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.889341, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.893332, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.897517, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn False
t 6.901571, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.905501, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.909522, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.913313, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.917607, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.921325, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.925571, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.929514, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.933569, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.93742, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.941554, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.945521, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.949533, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.953469, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.957514, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.961548, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.965649, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.969387, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.97349, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.977519, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.981494, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.985608, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.989345, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.993586, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.997574, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.001523, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.005551, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.009495, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.013533, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.017604, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.02144, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.025538, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.029531, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.033455, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.037734, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.041402, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.045569, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.049335, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.053339, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.061369, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.06963, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.081502, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.085644, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.089431, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.093597, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.097327, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.101582, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.105357, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.109582, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.113552, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.117661, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.121421, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.125527, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.12955, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.133608, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.137517, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.141582, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.145501, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.149437, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.153523, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.157527, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.161507, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.165548, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.169386, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.173455, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.177604, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.181504, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.1856, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.189312, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.193528, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.197586, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.201514, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.205564, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.209484, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.213508, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.217535, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.221368, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.225539, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.229504, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.233518, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.237279, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.241556, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.245498, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.249555, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.253412, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.257394, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.261539, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.26536, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.269535, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.27348, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.277565, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.28146, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.285635, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.289381, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.293589, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.297514, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.301505, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.305523, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.309341, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.313576, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.317561, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.321432, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.325528, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.329521, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.333558, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.337696, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.341519, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.345477, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.349558, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.353443, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.357534, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.361519, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.365503, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.369436, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.373514, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.377591, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.38159, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.385552, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.389328, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.393577, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.397349, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.401505, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.405543, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.409578, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.413522, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.417592, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.421466, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.425533, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.429488, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.433517, x 13.49307, y 13.73993, z 46.14273, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.437271, x 13.49307, y 13.73993, z 46.1427
