t, stimulusOn
15.22424, True
15.22817, True
15.23247, True
15.24475, True
15.24891, True
15.25232, True
15.25633, True
15.2642, True
15.27243, True
15.27639, True
15.28007, True
15.28421, True
15.28819, True
15.29212, True
15.29621, True
15.30017, True
15.30407, True
15.30838, True
15.31294, True
15.31812, True
15.32429, True
15.32816, True
15.33284, True
15.33826, True
15.3446, True
15.3488, True
15.35354, True
15.36078, True
15.42814, True
15.43225, True
15.43685, True
15.44017, True
15.44408, True
15.44851, True
15.45231, True
15.45637, True
15.46029, True
15.4642, True
15.46904, True
15.47416, True
15.48038, True
15.48415, True
15.48925, True
15.49439, True
15.50031, True
15.50515, True
15.5104, True
15.51658, True
15.52221, True
15.52847, True
15.5324, True
15.538, True
15.5446, True
15.54842, True
15.55325, True
15.55888, True
15.56427, True
15.56888, True
15.57418, True
15.58036, True
15.58452, True
15.58991, True
15.59622, True
15.60031, True
15.60561, True
15.61228, True
15.61644, True
15.62147, True
15.62824, True
15.63228, True
15.63715, True
15.64464, True
15.64822, True
15.65265, True
15.65802, True
15.66437, True
15.66893, True
15.67369, True
15.6805, True
15.68465, True
15.68949, True
15.69462, True
15.70066, True
15.70553, True
15.71024, True
15.71661, True
15.72084, True
15.72594, True
15.73222, True
15.73635, True
15.74133, True
15.74832, True
15.75229, True
15.75701, True
15.7622, True
15.76849, True
15.77287, True
15.778, True
15.78429, True
15.78864, True
15.79396, True
15.80044, True
15.80476, True
15.80956, True
15.81676, True
15.82279, True
15.82808, True
15.8845, True
15.88833, True
15.89643, True
15.90018, True
15.90433, True
15.90828, True
15.9122, True
15.91621, True
15.92011, True
15.92431, True
15.92809, True
15.93215, True
15.93602, True
15.94043, True
15.94436, True
15.95003, True
15.9567, True
15.96015, True
15.96532, True
15.97251, True
15.97633, True
15.98104, True
15.98575, True
15.99235, True
15.99626, True
16.00147, True
16.00858, True
16.01213, True
16.01772, True
16.02243, True
16.02818, True
16.03346, True
16.0381, True
16.04438, True
16.04862, True
16.05417, True
16.06009, True
16.06419, True
16.0708, True
16.07613, True
16.08027, True
16.08537, True
16.09013, True
16.09621, True
16.10104, True
16.10579, True
16.11237, True
16.11676, True
16.12147, True
16.12666, True
16.1325, True
16.13739, True
16.14222, True
16.14838, True
16.15293, True
16.15763, True
16.16279, True
16.16855, True
16.17321, True
16.17834, True
16.18443, True
16.18892, True
16.1941, True
16.2002, True
16.2049, True
16.20965, True
16.21502, True
16.22086, True
16.22555, True
16.23036, True
16.23632, True
16.2406, True
16.24831, True
16.25206, True
16.25637, True
16.26134, True
16.26664, True
16.27341, True
16.27728, True
16.28239, True
16.28859, True
16.29356, True
16.30056, True
16.3043, True
16.30949, True
16.31627, True
16.32026, True
16.32543, True
16.33247, True
16.33626, True
16.34124, True
16.3467, True
16.35249, True
16.35695, True
16.36206, True
16.36826, True
16.37248, True
16.37761, True
16.38348, True
16.38854, True
16.39364, True
16.39852, True
16.40434, True
16.40915, True
16.41389, True
16.42026, True
16.42439, True
16.42959, True
16.43652, True
16.4405, True
16.44547, True
16.44996, True
16.45632, True
16.46093, True
16.46575, True
16.47231, True
16.47677, True
16.48163, True
16.48816, True
16.49212, True
16.4973, True
16.50312, True
16.50852, True
16.51329, True
16.52029, True
16.52411, True
16.52843, True
16.53353, True
16.54054, True
16.56239, True
16.56867, True
16.57237, True
16.57621, True
16.58023, True
16.58414, True
16.58833, True
16.59258, True
16.59627, True
16.60014, True
16.60424, True
16.60828, True
16.61226, True
16.61692, True
16.62196, True
16.62818, True
16.63661, True
16.64012, True
16.64427, True
16.64807, True
16.65376, True
16.65847, True
16.66422, True
16.66941, True
16.67412, True
16.68048, True
16.68523, True
16.69001, True
16.69638, True
16.70109, True
16.7058, True
16.71243, True
16.71672, True
16.72162, True
16.72841, True
16.7326, True
16.73731, True
16.74255, True
1
