t, x , y, z , scale_x, scale_y, scale_z, stimulusOn
0.02, 2021-06-16T10:31:08.0834290+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.12, 2021-06-16T10:31:09.5060250+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.22, 2021-06-16T10:31:09.7427280+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.32, 2021-06-16T10:31:09.8959450+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.3244095, 2021-06-16T10:31:09.9001180+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.3284952, 2021-06-16T10:31:09.9042070+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.3323606, 2021-06-16T10:31:09.9080680+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.3473592, 2021-06-16T10:31:09.9231710+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.3638795, 2021-06-16T10:31:09.9396990+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.3805551, 2021-06-16T10:31:09.9564050+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.3980289, 2021-06-16T10:31:09.9737710+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.4149322, 2021-06-16T10:31:09.9907220+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.4297388, 2021-06-16T10:31:10.0055560+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.4443228, 2021-06-16T10:31:10.0201110+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.4594967, 2021-06-16T10:31:10.0352410+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.4735663, 2021-06-16T10:31:10.0493720+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.4871424, 2021-06-16T10:31:10.0629280+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.5001354, 2021-06-16T10:31:10.0758930+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.513642, 2021-06-16T10:31:10.0893780+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.5264519, 2021-06-16T10:31:10.1022150+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.539367, 2021-06-16T10:31:10.1151050+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.5514427, 2021-06-16T10:31:10.1272060+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.5632159, 2021-06-16T10:31:10.1390210+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
0.5750512, 2021-06-16T10:31:10.1508090+08:00, 0, 17.54568, 47.67756, 1, 1, 1, False
